開放粵語詞典（黃錫凌數字調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［黃錫凌拼音］	［國語解釋］
髮廊	fat8 lɔŋ4	
琺琅	fat8 lɔŋ4	
琺琅質	fat8 lɔŋ4 dzɐt7	
髮尾	fat8 mei5	髮梢，髮尖
發毛	fat8 mou1	長霉，發霉
髮網	fat8 mɔŋ5	
發明	fat8 mɪŋ4	
發木獨	fat8 mʊk9 dʊk9	發愣，發呆
發夢	fat8 mʊŋ6	做夢
發夢都未見過	fat8 mʊŋ6 dou1 mei6 gin3 gwɔ3	做夢也沒有見過
發怒	fat8 nou6	
發嬲	fat8 nɐu1	生氣
發票	fat8 piu3	
發泡膠	fat8 pou5 gau1	泡沫塑料，發泡塑料
發泡膠盒	fat8 pou5 gau1 hɐp2	發泡塑料盒兒
發痧	fat8 sa1	
髮絲	fat8 si1	
發市	fat8 si5	開市；買賣興隆
發洩	fat8 sit8	
發燒	fat8 siu1	
發燒友	fat8 siu1 jɐu2	狂熱者，迷戀者
發誓	fat8 sɐi6	
發神經	fat8 sɐn4 gɪŋ1	神經病，瘋了，發瘋
發生	fat8 sɐŋ1	
發射	fat8 sɛ6	
發送	fat8 sʊŋ3	
發矢	fat8 tsi2	
發祥地	fat8 tsœŋ4 dei6	
髮菜	fat8 tsɔi3	
法庭	fat8 tɪŋ4	
發瘟	fat8 wɐn1	發瘋，瘋了
發瘟雞	fat8 wɐn1 gɐi1	傻子，瘋子，神經病
發暈	fat8 wɐn4	
發芽	fat8 ŋa4	
發喑話	fat8 ŋɐm6 wa6	說夢話，說昏話
發噏風	fat8 ŋɐp7 fʊŋ1	胡說八道，胡言亂語
發吽哣	fat8 ŋɐu6 dɐu6	發愣，發呆
飛	fei1	票
飛邊	fei1 bin1	切去麵包皮的三明治
飛鏢	fei1 biu1	
飛奔	fei1 bɐn1	
飛彈	fei1 dan6	
飛彈潛艇	fei1 dan6 tsim4 tɪŋ5	
飛彈頭	fei1 dan6 tɐu4	
飛碟	fei1 dip9	飛盤
飛刀	fei1 dou1	
飛仔	fei1 dzɐi2	阿飛
飛走	fei1 dzɐu2	
飛咗	fei1 dzɔ2	吹了，分手
非正式	fei1 dzɪŋ3 sik7	
飛髮	fei1 fat8	剪頭髮，理髮
飛髮佬	fei1 fat8 lou2	理髮師
飛髮舖	fei1 fat8 pou2	理髮店
飛機	fei1 gei1	
飛機仔	fei1 gei1 dzɐi2	小飛機
飛機票	fei1 gei1 piu3	
飛機師	fei1 gei1 si1	飛行員
飛機恤	fei1 gei1 sœt7	夾克，短外套
飛機場	fei1 gei1 tsœŋ4	
飛過	fei1 gwɔ3	
飛起	fei1 hei2	
飛起	fei1 hei2	非常，厲害，要命
飛行	fei1 hɐŋ4	
飛行員	fei1 hɐŋ4 jyn4	
飛航	fei1 hɔŋ4	
飛紅	fei1 hʊŋ4	
緋紅	fei1 hʊŋ4	
飛翼	fei1 jik9	白色有翅母蟻
飛翼船	fei1 jik9 syn4	氣墊船，水上飛行船
飛簷	fei1 jim4	
飛簷走壁	fei1 jim4 dzɐu2 bik7	
飛魚	fei1 jy4	
鯡魚	fei1 jy4	
飛越	fei1 jyt9	
飛躍	fei1 jœk9	
非裔	fei1 jœy6	
飛揚	fei1 jœŋ4	
飛禽	fei1 kɐm4	
飛禽走獸	fei1 kɐm4 dzɐu2 sɐu3	
菲律賓語	fei1 lœt9 bɐn1 jy5	
菲律賓人	fei1 lœt9 bɐn1 jɐn4	
非禮	fei1 lɐi5	耍流氓，調戲，猥褻
非禮罪	fei1 lɐi5 dzœy6	猥褻侵犯
菲林	fei1 lɐm4	軟片，膠卷
飛尾	fei1 mei5	票根
飛毛腿	fei1 mou4 tœy2	
飛舞	fei1 mou5	
緋聞	fei1 mɐn4	
飛吻	fei1 mɐn5	
飛鳥	fei1 niu5	
飛跑	fei1 pau2	
妃嬪	fei1 pɐn4	
飛士	fei1 si2	面子
非士	fei1 si2	面子
飛數	fei1 sou4	面部美容
飛鼠	fei1 sy2	蝙蝠
飛雪	fei1 syt8	
飛水	fei1 sœy2	涮，汆
非常	fei1 sœŋ4	
非常之	fei1 sœŋ4 dzi1	非常
非常之重要	fei1 sœŋ4 dzi1 dzʊŋ6 jiu3	非常重要
飛逝	fei1 sɐi6	
飛石	fei1 sɛk9	
飛賊	fei1 tsak9	
飛矢	fei1 tsi2	
飛馳	fei1 tsi4	
飛出	fei1 tsœt7	
飛翔	fei1 tsœŋ4	
飛塵	fei1 tsɐn4	
飛車	fei1 tsɛ1	
飛車黨	fei1 tsɛ1 dɔŋ2	
飛速	fei1 tsʊk7	
飛蟲	fei1 tsʊŋ4	
飛騰	fei1 tɐŋ4	
飛艇	fei1 tɪŋ5	
飛黃騰達	fei1 wɔŋ4 tɐŋ4 dat9	
飛雁	fei1 ŋaŋ6	
飛蟻	fei1 ŋɐi5	
飛蛾	fei1 ŋɔ4	
飛蛾撲火	fei1 ŋɔ4 pɔk8 fɔ2	
匪夷所思	fei2 ji4 sɔ2 si1	
誹謗	fei2 pɔŋ3	
匪徒	fei2 tou4	
翡翠	fei2 tsœy3	
悱惻	fei2 tsɐk7	
肥	fei4	胖
肥	fei4	不合格，不及格
肥胖	fei4 bun6	
肥胖症	fei4 bun6 dzɪŋ3	
肥大	fei4 dai6	
肥地	fei4 dei6	
肥嘟嘟	fei4 dyt7 dyt7	胖胖的
肥仔	fei4 dzɐi2	小胖子
肥仔米	fei4 dzɐi2 mɐi5	爆米花
肥仔嘜	fei4 dzɐi2 mɐk7	胖小子，小胖子
肥咗	fei4 dzɔ2	胖了，胖起來了
肥肥白白	fei4 fei4 bak9 bak9	白白胖胖
腓骨	fei4 gwɐt7	
肥厚	fei4 hɐu5	
肥壤	fei4 jœŋ6	
肥沃	fei4 jʊk7	
肥肉	fei4 jʊk9	
肥料	fei4 liu6	
肥佬	fei4 lou2	落榜，失敗，不合格，不及格
肥佬	fei4 lou2	胖子
肥妹	fei4 mui1	胖姑娘
肥滿	fei4 mun5	
肥婆	fei4 pɔ4	胖女子，胖婦人，胖女人
肥屍大隻	fei4 si1 dai6 dzɛk8	肥胖，肥碩，個子大，肥頭大耳，又胖又大
肥水不落外人田	fei4 sœy2 bɐt7 lɔk9 ŋɔi6 jɐn4 tin4	
肥瘦	fei4 sɐu3	胖瘦
肥碩	fei4 sɛk9	
肥田	fei4 tin4	
肥田料	fei4 tin4 liu2	化肥，化學肥料
肥土	fei4 tou2	
肥肚腩	fei4 tou5 nam5	大肚子，大肚皮
肥揗揗	fei4 tɐn4 tɐn4	胖乎乎，胖胖的
弗	fit7	標緻
弗到漏油	fit7 dou3 lɐu6 jɐu4	非常的標緻
feel	fiu1	感覺
灰士	fiu1 si2	保險絲
孵蛋	fu1 dan6	
呼之欲出	fu1 dzi1 jʊk9 tsœt7	
枯焦	fu1 dziu1	
枯井	fu1 dzɛŋ2	
孵化	fu1 fa3	
呼呼大睡	fu1 fu1 dai6 sœy6	
夫婦	fu1 fu5	
呼風喚雨	fu1 fʊŋ1 wun6 jy5	
呼叫	fu1 giu3	
呼叫器	fu1 giu3 hei3	
枯槁	fu1 gou2	
枯骨	fu1 gwɐt7	
呼救	fu1 gɐu3	
呼救信號	fu1 gɐu3 sœn3 hou6	
枯乾	fu1 gɔn1	
呼喊	fu1 ham3	
呼氣	fu1 hei3	
呼口號	fu1 hɐu2 hou6	
敷衍	fu1 jin2	
敷衍了事	fu1 jin2 liu5 si6	
枯葉	fu1 jip9	
呼籲	fu1 jy6	
呼應	fu1 jɪŋ3	
呼應聲	fu1 jɪŋ3 sɛŋ1	
孵育	fu1 jʊk9	
枯竭	fu1 kit8	
呼吸	fu1 kɐp7	
呼吸道	fu1 kɐp7 dou6	
呼吸器官	fu1 kɐp7 hei3 gun1	
呼吸系統	fu1 kɐp7 hɐi6 tʊŋ2	
呼吸困難	fu1 kɐp7 kwɐn3 nan4	
呼吸聲	fu1 kɐp7 sɛŋ1	
枯涸	fu1 kɔk8	
呼嚕	fu1 lou1	
俘虜	fu1 lou5	
孵卵	fu1 lœn2	
骷髏	fu1 lɐu4	
枯木	fu1 mʊk9	
枯木逢春	fu1 mʊk9 fʊŋ4 tsœn1	
麩皮	fu1 pei4	
呼朋引類	fu1 pɐŋ4 jɐn5 lœy6	
枯死	fu1 sei2	
孵小雞	fu1 siu2 gɐi1	
呼嘯	fu1 siu3	
呼嘯而過	fu1 siu3 ji4 gwɔ3	
枯樹	fu1 sy6	
枯水	fu1 sœy2	
枯水期	fu1 sœy2 kei4	
枯水位	fu1 sœy2 wɐi6	
枯瘦	fu1 sɐu3	
呼聲	fu1 sɛŋ1	
呼天搶地	fu1 tin1 tsœŋ2 dei6	
枯草	fu1 tsou2	
枯燥	fu1 tsou3	
枯燥無味	fu1 tsou3 mou4 mei6	
呼出	fu1 tsœt7	
孵出	fu1 tsœt7	
呼喚	fu1 wun6	
枯萎	fu1 wɐi2	
俘獲	fu1 wɔk9	
枯黃	fu1 wɔŋ4	
枯榮	fu1 wɪŋ4	
虎	fu2	老虎
苦刁刁	fu2 diu1 diu1	非常苦
拊掌	fu2 dzœŋ2	
俯就	fu2 dzɐu6	
腑臟	fu2 dzɔŋ6	
苦衷	fu2 dzʊŋ1	
俯伏	fu2 fʊk9	
苦瓜	fu2 gwa1	
苦過弟弟	fu2 gwɔ3 di4 di2	苦不堪言，非常辛苦
撫今追昔	fu2 gɐm1 dzœy1 sik7	
撫躬自問	fu2 gʊŋ1 dzi6 mɐn6	
俯瞰	fu2 hɐm3	
苦口苦面	fu2 hɐu2 fu2 min6	愁眉苦臉，哭喪著臉，耷拉著臉，整天苦著臉
俯看	fu2 hɔn3	
俯仰	fu2 jœŋ5	
撫養	fu2 jœŋ5	
俯仰之間	fu2 jœŋ5 dzi1 gan1	
俯仰由人	fu2 jœŋ5 jɐu4 jɐn4	
俯仰無愧	fu2 jœŋ5 mou4 kwɐi5	
撫育	fu2 jʊk9	
撫琴	fu2 kɐm4	
俯曲	fu2 kʊk7	
撫弄	fu2 lʊŋ6	
撫摩	fu2 mɔ1	
撫摸	fu2 mɔ2	
苦惱	fu2 nou5	
琥珀	fu2 pak8	
撫平	fu2 pɪŋ4	
撫屍痛哭	fu2 si1 tʊŋ3 hʊk7	
俯視	fu2 si6	
虎視眈眈	fu2 si6 dam1 dam1	
俯視圖	fu2 si6 tou4	
撫恤金	fu2 sœt7 gɐm1	
俯身	fu2 sɐn1	
俯拾	fu2 sɐp9	
俯拾即是	fu2 sɐp9 dzik7 si6	
俯拾皆是	fu2 sɐp9 gai1 si6	
俯首	fu2 sɐu2	
俯首就範	fu2 sɐu2 dzɐu6 fan6	
俯首稱臣	fu2 sɐu2 tsɪŋ1 sɐn4	
苦楚	fu2 tsɔ2	
俯衝	fu2 tsʊŋ1	
俯衝角	fu2 tsʊŋ1 gɔk8	
俯頭	fu2 tɐu4	
斧頭	fu2 tɐu4	
俯泳	fu2 wɪŋ6	
俯臥	fu2 ŋɔ6	
俯臥撐	fu2 ŋɔ6 tsaŋ1	
撫愛	fu2 ɔi3	
褲	fu3	褲子
副班長	fu3 ban1 dzœŋ2	
褲带	fu3 dai2	皮帶，褲帶
副職	fu3 dzik7	
副主席	fu3 dzy2 dzik9	
副主任	fu3 dzy2 jɐm6	
副作用	fu3 dzɔk8 jʊŋ6	
富足	fu3 dzʊk7	
副總經理	fu3 dzʊŋ2 gɪŋ1 lei5	
副總理	fu3 dzʊŋ2 lei5	
副總司令	fu3 dzʊŋ2 si1 lɪŋ6	
副總裁	fu3 dzʊŋ2 tsɔi4	
副總統	fu3 dzʊŋ2 tʊŋ2	
副董事長	fu3 dʊŋ2 si6 dzœŋ2	
富家	fu3 ga1	
富家子弟	fu3 ga1 dzi2 dɐi6	
副教授	fu3 gau3 sɐu6	
富貴	fu3 gwɐi3	
富貴逼人	fu3 gwɐi3 bik7 jɐn4	
富貴病	fu3 gwɐi3 bɪŋ6	
富貴在天	fu3 gwɐi3 dzɔi6 tin1	
富貴榮華	fu3 gwɐi3 wɪŋ4 wa4	
富國	fu3 gwɔk8	
富國強兵	fu3 gwɔk8 kœŋ4 bɪŋ1	
褲腳	fu3 gœk8	褲腿
副校長	fu3 hau6 dzœŋ2	
富豪	fu3 hou4	
富厚	fu3 hɐu5	
副刊	fu3 hɔn2	
富而不驕	fu3 ji4 bɐt7 giu1	
副業	fu3 jip9	
富饒	fu3 jiu4	
富餘	fu3 jy4	
富裕	fu3 jy6	
富人	fu3 jɐn4	
富有	fu3 jɐu5	
富麗	fu3 lɐi6	
富麗堂皇	fu3 lɐi6 tɔŋ4 wɔŋ4	
褲浪	fu3 lɔŋ6	褲襠
富農	fu3 nʊŋ4	
富農份子	fu3 nʊŋ4 fɐn6 dzi2	
富農經濟	fu3 nʊŋ4 gɪŋ1 dzɐi3	
副司令	fu3 si1 lɪŋ6	
富商	fu3 sœŋ1	
副審	fu3 sɐm2	
副所長	fu3 sɔ2 dzœŋ2	
副社長	fu3 sɛ5 dzœŋ2	
富太	fu3 tai2	貴婦
副產品	fu3 tsan2 bɐn2	
副詞	fu3 tsi4	
副處長	fu3 tsy3 dzœŋ2	
副廠長	fu3 tsɔŋ2 dzœŋ2	
副團長	fu3 tyn4 dzœŋ2	
褲頭	fu3 tɐu4	褲腰
褲頭帶	fu3 tɐu4 dai2	褲帶，腰帶
富華	fu3 wa4	
富戶	fu3 wu6	
符弗	fu4 fit7	辦法
符號	fu4 hou6	
符合	fu4 hɐp9	
芙蓉	fu4 jʊŋ4	
扶老攜幼	fu4 lou5 kwɐi4 jɐu3	
婦道	fu5 dou6	
婦德	fu5 dɐk7	
婦科	fu5 fɔ1	
婦科醫生	fu5 fɔ1 ji1 sɐŋ1	
婦孺	fu5 jy4	
婦聯	fu5 lyn4	
婦聯會	fu5 lyn5 wui6	
婦女	fu5 nœy5	
婦女節	fu5 nœy5 dzit8	
婦女運動	fu5 nœy5 wɐn6 dʊŋ6	
婦產科	fu5 tsan2 fɔ1	
腐敗	fu6 bai6	
腐敗無能	fu6 bai6 mou4 nɐŋ4	
輔弼	fu6 bɐt9	
負擔	fu6 dam1	
輔導	fu6 dou6	
負責	fu6 dzak8	
負責任	fu6 dzak8 jɐm6	
付之一炬	fu6 dzi1 jɐt7 gœy6	
輔佐	fu6 dzɔ3	
輔助	fu6 dzɔ6	
付款	fu6 fun2	
付費	fu6 fɐi3	
附近	fu6 gɐn6	
付訖	fu6 gɐt7	
負荷	fu6 hɔ6	
赴宴	fu6 jin3	
腐乳	fu6 jy5	
赴任	fu6 jɐm6	
腐爛	fu6 lan6	
附錄	fu6 lʊk9	
駙馬	fu6 ma5	
負面	fu6 min6	
負面影響	fu6 min6 jɪŋ2 hœŋ2	
付息	fu6 sik7	
腐蝕	fu6 sik9	
附屬	fu6 sʊk9	
付錢	fu6 tsin2	
付出	fu6 tsœt7	
赴湯蹈火	fu6 tɔŋ1 dou6 fɔ2	
赴會	fu6 wui6	
負屭	fu6 ɐi3	
灰白	fui1 bak9	
灰白色	fui1 bak9 sik7	
灰燼	fui1 dzœn6	
灰飛煙滅	fui1 fei1 jin1 mit9	
恢復	fui1 fʊk9	
灰狗	fui1 gɐu2	
詼諧	fui1 hai4	
灰鯨	fui1 kɪŋ4	
灰佬	fui1 lou2	奸細
灰濛濛	fui1 mʊŋ4 mʊŋ4	
灰色	fui1 sik7	
灰鼠	fui1 sy2	
灰水	fui1 sœy2	石灰水
灰心	fui1 sɐm1	
灰心喪氣	fui1 sɐm1 sɔŋ3 hei3	
魁首	fui1 sɐu2	
魁星	fui1 sɪŋ1	
魁偉	fui1 wɐi5	
魁梧	fui1 ŋ̩4	
鮪魚	fui2 jy4	
晦氣	fui3 hei3	
晦氣星	fui3 hei3 sɪŋ1	倒霉鬼
悔恨	fui3 hɐn6	
誨人不倦	fui3 jɐn4 bɐt7 gyn6	
悔悟	fui3 ŋ̩6	
髖骨	fun1 gwɐt7	髖骨
寬廣	fun1 gwɔŋ2	
歡喜	fun1 hei2	喜歡，愛好，喜愛，高興，快樂
歡慶	fun1 hɪŋ3	
寬裕	fun1 jy6	
歡欣	fun1 jɐn1	
歡迎	fun1 jɪŋ4	
歡迎光臨	fun1 jɪŋ4 gwɔŋ1 lɐm4	
寬容	fun1 jʊŋ4	
歡樂	fun1 lɔk9	
寬敞	fun1 tsɔŋ2	
款項	fun2 hɔŋ6	
款式	fun2 sik7	
闊	fut8	寬
闊氣	fut8 hei3	
闊佬	fut8 lou2	闊氣，闊氣的人，有錢人，財主
闊佬懒理	fut8 lou2 lan5 lei5	不理不睬，不聞不問，甩手不管
闊落	fut8 lɔk9	寬暢，寬敞
闊綽	fut8 tsœk8	
揮別	fɐi1 bit9	
揮刀	fɐi1 dou1	
揮之不去	fɐi1 dzi1 bɐt7 hœy3	
徽章	fɐi1 dzœŋ1	
揮發	fɐi1 fat8	
揮霍	fɐi1 fɔk8	
揮霍無度	fɐi1 fɔk8 mou4 dou6	
揮劍	fɐi1 gim3	
揮金如土	fɐi1 gɐm1 jy4 tou2	
揮拳	fɐi1 kyn4	
揮淚	fɐi1 lœy6	
揮手	fɐi1 sɐu2	
揮春	fɐi1 tsœn1	春聯
輝煌	fɐi1 wɔŋ4	
廢	fɐi3	無能，沒用，窩囊，腐朽，窩囊廢
廢	fɐi3	窩囊
肺	fɐi3	肺臟
肺部	fɐi3 bou6	
肺臟	fɐi3 dzɔŋ6	
肺靜脈	fɐi3 dzɪŋ6 mɐk9	
肺動脈	fɐi3 dʊŋ6 mɐk9	
肺腑	fɐi3 fu2	
肺腑之言	fɐi3 fu2 dzi1 jin4	
狒狒	fɐi3 fɐi3	
肺結核	fɐi3 git8 hɐt9	
費鬼事睬你	fɐi3 gwɐi2 si6 tsɔi2 nei5	不理你啦！
費勁	fɐi3 gɪŋ6	
廢棄物	fɐi3 hei3 mɐt9	
廢墟	fɐi3 hœy1	
肺炎	fɐi3 jin4	
費用	fɐi3 jʊŋ6	
肺癆	fɐi3 lou4	
廢物	fɐi3 mɐt9	
費事	fɐi3 si6	懶得
費事	fɐi3 si6	麻煩
費事理	fɐi3 si6 lei5	懶得去管，不聞不問
費事話	fɐi3 si6 wa6	懶得說
廢鐵	fɐi3 tit8	
廢柴	fɐi3 tsai4	廢物，沒用的人
沸騰	fɐi3 tɐŋ4	
廢話少講	fɐi3 wa2 siu2 gɔŋ2	廢話少說
肺癌	fɐi3 ŋam4	
吠叫	fɐi6 giu3	
分泌	fɐn1 bei3	
分泌物	fɐn1 bei3 mɐt9	
分泌腺	fɐn1 bei3 sin3	
婚變	fɐn1 bin3	
分辨	fɐn1 bin6	
分辨真假	fɐn1 bin6 dzɐn1 ga2	
分辨是非	fɐn1 bin6 si6 fei1	
分辨善惡	fɐn1 bin6 sin6 ɔk8	
分别	fɐn1 bit9	
分別	fɐn1 bit9	
分佈	fɐn1 bou3	
分佈區	fɐn1 bou3 kœy1	
分佈圖	fɐn1 bou3 tou4	
分部	fɐn1 bou6	
分崩離兮	fɐn1 bɐŋ1 lei4 hɐi4	
分崩離析	fɐn1 bɐŋ1 lei4 sik7	
分店	fɐn1 dim3	
分道揚鑣	fɐn1 dou6 jœŋ4 biu1	
分段	fɐn1 dyn6	
分集	fɐn1 dzap9	
分支	fɐn1 dzi1	
分子結構	fɐn1 dzi2 git8 kɐu3	
分子論	fɐn1 dzi2 lœn6	
分子量	fɐn1 dzi2 lœŋ6	
分子式	fɐn1 dzi2 sik7	
分子篩	fɐn1 dzi2 sɐi1	
分子生物學	fɐn1 dzi2 sɐŋ1 mɐt9 hɔk9	
分子運動	fɐn1 dzi2 wɐn6 dʊŋ6	
紛至沓來	fɐn1 dzi3 dap9 lɔi4	
分租	fɐn1 dzou1	
分組	fɐn1 dzou2	
分組討論	fɐn1 dzou2 tou2 lœn6	
分針	fɐn1 dzɐm1	
紛爭	fɐn1 dzɐŋ1	
分贓	fɐn1 dzɔŋ1	
分化	fɐn1 fa3	
分發	fɐn1 fat8	
分赴	fɐn1 fu6	
吩咐	fɐn1 fu6	
分分鐘	fɐn1 fɐn1 dzʊŋ1	隨時，時時刻刻
分科	fɐn1 fɔ1	
芬芳	fɐn1 fɔŋ1	
分封	fɐn1 fʊŋ1	
婚嫁	fɐn1 ga3	
婚假	fɐn1 ga3	
分解	fɐn1 gai2	
分界	fɐn1 gai3	
分界線	fɐn1 gai3 sin3	
分隔	fɐn1 gak8	
分機	fɐn1 gei1	
分館	fɐn1 gun2	
分光	fɐn1 gwɔŋ1	
分居	fɐn1 gœy1	
分句	fɐn1 gœy3	
婚媾	fɐn1 gɐu3	
分割	fɐn1 gɔt8	
分局	fɐn1 gʊk9	
分工	fɐn1 gʊŋ1	
分工合作	fɐn1 gʊŋ1 hɐp9 dzɔk8	
分校	fɐn1 hau6	
分曉	fɐn1 hiu2	
分毫	fɐn1 hou4	
分號	fɐn1 hou6	
分享	fɐn1 hœŋ2	
婚後	fɐn1 hɐu6	
分開	fɐn1 hɔi1	
分行	fɐn1 hɔŋ4	
分紅	fɐn1 hʊŋ4	
分而治之	fɐn1 ji4 dzi6 dzi1	
婚宴	fɐn1 jin3	
婚筵	fɐn1 jin4	
分頁	fɐn1 jip9	
婚約	fɐn1 jœk8	
婚姻	fɐn1 jɐn1	
分憂	fɐn1 jɐu1	
分憂解勞	fɐn1 jɐu1 gai2 lou4	
婚友社	fɐn1 jɐu5 sɛ5	
分野	fɐn1 jɛ5	
分歧	fɐn1 kei4	
分岐	fɐn1 kei4	
分期	fɐn1 kei4	
分期付款	fɐn1 kei4 fu6 fun2	
昏聵	fɐn1 kui2	
分權	fɐn1 kyn4	
分區	fɐn1 kœy1	
分級	fɐn1 kɐp7	
分級淬火	fɐn1 kɐp7 tsœy3 fɔ2	
分立	fɐn1 lap9	
分離	fɐn1 lei4	
分利	fɐn1 lei6	
分裂	fɐn1 lit9	
分列	fɐn1 lit9	
分裂主義	fɐn1 lit9 dzy2 ji6	
分裂法	fɐn1 lit9 fat8	
分裂性	fɐn1 lit9 sɪŋ3	
分路	fɐn1 lou6	
分類廣告	fɐn1 lœy6 gwɔŋ2 gou3	
婚禮	fɐn1 lɐi5	
分流	fɐn1 lɐu4	
分餾	fɐn1 lɐu6	
分餾法	fɐn1 lɐu6 fat8	
分餾器	fɐn1 lɐu6 hei3	
分餾塔	fɐn1 lɐu6 tap8	
婚齡	fɐn1 lɪŋ4	
分娩	fɐn1 min5	
分母	fɐn1 mou5	
分門別類	fɐn1 mun4 bit9 lœy6	
分文	fɐn1 mɐn4	
分文不值	fɐn1 mɐn4 bɐt7 dzik9	
分文不取	fɐn1 mɐn4 bɐt7 tsœy2	
分派	fɐn1 pai3	
分配	fɐn1 pui3	
分配器	fɐn1 pui3 hei3	
分配率	fɐn1 pui3 lœt9	
分配律	fɐn1 pui3 lœt9	
分批	fɐn1 pɐi1	
婚紗	fɐn1 sa1	
婚紗舖	fɐn1 sa1 pou2	婚紗店
分散	fɐn1 san3	
婚事	fɐn1 si6	
分式	fɐn1 sik7	
分色	fɐn1 sik7	
分析	fɐn1 sik7	
分式方程	fɐn1 sik7 fɔŋ1 tsɪŋ4	
分析家	fɐn1 sik7 ga1	
分色鏡	fɐn1 sik7 gɛŋ3	
分析儀	fɐn1 sik7 ji4	
分線	fɐn1 sin3	
分銷	fɐn1 siu1	
分銷店	fɐn1 siu1 dim3	
分數	fɐn1 sou3	
分水嶺	fɐn1 sœy2 lɪŋ5	
分心	fɐn1 sɐm1	
分身	fɐn1 sɐn1	
分身乏術	fɐn1 sɐn1 fɐt9 sœt9	
分身家	fɐn1 sɐn1 ga1	分財產，分家
分神	fɐn1 sɐn4	
分手	fɐn1 sɐu2	
婚喪喜慶	fɐn1 sɔŋ1 hei2 hɪŋ3	
分社	fɐn1 sɛ5	
葷腥不沾	fɐn1 sɛŋ1 bɐt7 dzim1	
分成	fɐn1 sɪŋ4	
分屬	fɐn1 sʊk9	
熏陶	fɐn1 tou4	
分岔路	fɐn1 tsa3 lou6	
分詞	fɐn1 tsi4	
婚前	fɐn1 tsin4	
酚醛塑料	fɐn1 tsyn4 sou3 liu4	
分層	fɐn1 tsɐŋ4	
分清	fɐn1 tsɪŋ1	
分頭	fɐn1 tɐu4	
昏頭暈腦	fɐn1 tɐu4 wɐn4 nou5	
分庭抗禮	fɐn1 tɪŋ4 kɔŋ3 lɐi5	
分為	fɐn1 wɐi4	
紛紜	fɐn1 wɐn4	
分我杯羹	fɐn1 ŋɔ5 bui1 gɐŋ1	
婚外	fɐn1 ŋɔi6	
婚外情	fɐn1 ŋɔi6 tsɪŋ4	
粉	fɐn2	海洛因，白麵兒
粉白	fɐn2 bak9	
粉筆	fɐn2 bɐt7	
粉筆灰	fɐn2 bɐt7 fui1	粉筆末
粉筆灰	fɐn2 bɐt7 fui1	
粉筆擦	fɐn2 bɐt7 tsat2	板擦
粉仔	fɐn2 dzɐi2	吸毒的年輕人
粉狀	fɐn2 dzɔŋ6	
粉底	fɐn2 dɐi2	
粉竇	fɐn2 dɐu6	吸食毒品的場所
粉檔	fɐn2 dɔŋ3	販賣毒品的場所
粉盒	fɐn2 hɐp9	
粉紅色	fɐn2 hʊŋ4 sik7	
粉友	fɐn2 jɐu2	吸白粉的人，癮君子
粉末	fɐn2 mut9	
粉墨	fɐn2 mɐk9	
粉墨登場	fɐn2 mɐk9 dɐŋ1 tsœŋ4	
粉嫩	fɐn2 nyn6	
粉撲	fɐn2 pɔk8	
粉絲	fɐn2 si1	米粉
粉飾	fɐn2 sik7	
粉飾太平	fɐn2 sik7 tai3 pɪŋ4	
粉碎	fɐn2 sœy3	
粉碎機	fɐn2 sœy3 gei1	
粉身碎骨	fɐn2 sɐn1 sœy3 gwɐt7	
粉刷	fɐn2 tsat2	板擦
粉擦	fɐn2 tsat8	板擦
粉刷	fɐn2 tsat8	
粉刺	fɐn2 tsi3	
瞓	fɐn3	睡
瞓地下	fɐn3 dei6 ha6	睡地上
瞓到淰晒	fɐn3 dou3 nɐm6 sai3	睡得很熟
瞓著	fɐn3 dzœk8	睡著
瞓著咗	fɐn3 dzœk8 dzɔ2	睡著了
瞓著覺	fɐn3 dzœk8 gau3	睡著
瞓低	fɐn3 dɐi1	躺下
瞓得好	fɐn3 dɐk7 hou2	睡得好
瞓得好淰	fɐn3 dɐk7 hou2 nɐm6	睡得很熟
瞓得唔淰	fɐn3 dɐk7 m̩4 nɐm6	睡得不熟
瞓街	fɐn3 gai1	露宿街頭
訓誡	fɐn3 gai3	
瞓覺	fɐn3 gau3	睡覺
瞓過籠	fɐn3 gwɔ3 lʊŋ4	睡過頭
瞓個靚覺	fɐn3 gɔ4 lɛŋ3 gau3	睡個舒服覺
訓練	fɐn3 lin6	
瞓厲頸	fɐn3 lɐi2 gɛŋ2	落枕
瞓唔到	fɐn3 m̩4 dou2	睡不著
瞓唔著	fɐn3 m̩4 dzœk8	睡不著
瞓唔著覺	fɐn3 m̩4 dzœk8 gau3	睡不著覺
瞓衫	fɐn3 sam1	睡衣
瞓醒	fɐn3 sɛŋ2	睡醒
瞓醒覺	fɐn3 sɛŋ2 gau3	睡醒
瞓晏覺	fɐn3 ŋan3 gau3	睡午覺
墳地	fɐn4 dei6	
墳墓	fɐn4 mou6	
墳場	fɐn4 tsœŋ4	
奮臂高呼	fɐn5 bei3 gou1 fu1	
奮不顧身	fɐn5 bɐt7 gu3 sɐn1	
奮戰	fɐn5 dzin3	
奮進	fɐn5 dzœn3	
奮鬥	fɐn5 dɐu3	
奮發	fɐn5 fat8	
