開放粵語詞典（耶魯拼音調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［耶魯拼音］	［國語解釋］
多謀善斷	dō màuh sihn dyuhn	
多麼	dō mō	
多媒體	dō muìh tái	
多年	dō nìhn	
多年來	dō nìhn lòih	
多年生	dō nìhn sāng	
多年生植物	dō nìhn sāng jihk maht	
多心	dō sām	
多愁善感	dō sàuh sihn gám	
多士	dō sí	烤麵包，土司
多士爐	dō sí lòuh	烤麵包機，電烤箱
多事	dō sih	
多事之秋	dō sih jī chāu	
多少	dō siú	
多少	dō siú	一些，一點兒
多少少	dō siú siú	多一點，多一些，多出一點點
哆嗦	dō sō	
多數	dō sou	大部分，大多，多半兒，大概
多數票	dō sou piu	
多數人	dō sou yàhn	
多選	dō syún	
多選題	dō syún tàih	
多退少補	dō teui siú bóu	
多胎	dō tōi	
多位	dō waih	
多位數	dō waih sou	
多雲	dō wàhn	
多一事長一智	dō yāt sih jeúng yāt ji	經一事長一智
多一事長一智	dō yāt sih jeúng yāt ji	經一事長一智
多義詞	dō yih chìh	
多義字	dō yih jih	
多言	dō yìhn	
多於	dō yū	
多餘	dō yùh	
多如牛毛	dō yùh ngàuh mòuh	
多雨	dō yúh	
多元	dō yùhn	
多元化	dō yùhn fa	
多元論	dō yùhn leuhn	
多元性	dō yùhn sin	
躲避	dó beih	
跺腳	dó geuk	
剁碎	dó seui	
剁肉	dó yuhk	
惰	doh	墜，往下垂
惰角	doh gok	偏僻
惰角地方	doh gok deih fōng	偏僻的地方，偏地方
墮落	doh lohk	
惰落	doh lohk	墜下
惰落嚟	doh lohk lèih	墜下來
惰性	doh sing	
墮胎	doh tōi	
墮入	doh yahp	
袋	dói	口袋
袋鼠	dói syú	
袋	doih	袋子
代表	doih biú	
殆盡	doih jeuhn	
怠慢	doih maahn	
玳瑁	doih mouh	
岱山	doih sāan	
代替	doih tai	
待遇	doih yuh	
度	dohk	量
踱步	dohk bouh	
度錯	dohk cho	量錯
度德量力	dohk dāk leuhng lihk	
度橋	dohk kiú	想法子，過關
度身	dohk sān	量身
度水	dohk séui	借錢
當兵	dōng bīng	
當差	dōng chāai	當警察
當前	dōng chìhn	
當朝	dōng chiùh	
當初	dōng chō	
當地	dōng deih	
當代	dōng doih	
當道	dōng douh	
當家	dōng gā	
當家作主	dōng gā jok jyú	
當更	dōng gāang	值班
當今	dōng gām	
當局	dōng guhk	
當局者迷	dōng guhk jé màih	
當官	dōng gūn	
當歸	dōng gwāi	
當下	dōng hah	
當空	dōng hūng	
當紅	dōng hùhng	
當之無愧	dōng jī mòuh kwáih	
當政	dōng jing	
當政者	dōng jing jé	
當造	dōng jouh	當季
當中	dōng jūng	
當眾	dōng jung	
當住	dōng jyuh	當著，當面
當住佢講	dōng jyuh kéuih góng	當著他的面說
當權	dōng kyùhn	
噹啷	dōng lōng	
當老師	dōng lóuh sī	
當面	dōng mihn	
當務之急	dōng mouh jī gāp	
當心	dōng sām	
當衰	dōng sēui	倒霉，遭殃，該倒霉，運氣差，合該倒霉
當時	dōng sìh	
當先	dōng sīn	
當選	dōng syún	
當選者	dōng syún jé	
當頭	dōng tàuh	
當頭棒喝	dōng tàuh páahng hot	
當堂	dōng tòhng	當場
當堂甩鬚	dōng tòhng lāt sōu	當場出醜
當日更	dōng yaht gāang	值日班，上白班，值白班
當夜更	dōng yeh gāang	值夜班
當然	dōng yìhn	
擋箭牌	dóng jin pàaih	
黨政	dóng jing	
黨派	dóng paai	
黨委	dóng wái	
檔	dong	攤子，攤兒，攤
檔口	dong háu	攤子，攤
當真	dong jān	
當作	dong jok	
當佢冇到	dong kéuih móuh dou	不放在眼裡，不管他，不給他一點面子
當…冇到	dong móuh dou	當…不在
檔案	dong on	
當舖	dong pou	
當成	dong sìhng	
檔位	dong wái	攤位
當日	dong yaht	
當耳邊風	dong yíh bīn fūng	
蕩失路	dohng sāt louh	迷路
都	dōu	也
刀疤	dōu bā	
刀把	dōu bá	
刀柄	dōu beng	
刀背	dōu bui	
刀叉	dōu chā	
刀槍	dōu cheūng	
刀槍不入	dōu cheūng bāt yahp	
都似	dōu chíh	有可能，很可能
叨叨絮絮	dōu dōu séuih séuih	
刀鋒	dōu fūng	
…都假啦	dōu gá lā	…也是白搭，…也是白費勁
刀具	dōu geuih	
刀劍	dōu gim	
刀割	dōu got	
叨光	dōu gwōng	
刀光劍影	dōu gwōng gim yíng	
都係	dōu haih	也是，都是，還是
刀口	dōu háu	
都可以	dōu hó yíh	
刀仔	dōu jái	小刀
嘟嘴	dōu jéui	
刀匠	dōu jeuhng	
刀尖	dōu jīm	
刀俎	dōu jó	
刀俎魚肉	dōu jó yùh yuhk	
嘟嚕	dōu lōu	
…都唔得	dōu m̀h dāk	…都不行
刀馬旦	dōu máh daan	
都未知	dōu meih jī	還不知道
刀面	dōu mihn	
嘟囔	dōu nòhng	
刀片	dōu pin	
刀山	dōu sāan	
刀山劍樹	dōu sāan gim syuh	
刀削麵	dōu seuk mihn	
刀傷	dōu seūng	
都市	dōu síh	
刀刃	dōu yahn	
都一樣	dōu yāt yeuhng	
叨擾	dōu yiú	
…到	dóu	到了，著
倒閉	dóu bai	
賭博	dóu bok	
賭場	dóu cheùhng	
倒出嚟	dóu cheūt lèih	倒出來
搗蛋	dóu daahn	
搗蛋鬼	dóu daahn gwái	
賭檔	dóu dong	地下賭場
賭棍	dóu gwan	指靠賭錢騙人為生的人
島國	dóu gwok	
島嶼	dóu jeuih	
倒竈	dóu jou	幫倒忙，砸鍋，辦事失敗
搗爛	dóu laahn	
倒垃圾	dóu laahp saap	
倒冧	dóu lam	倒塌
搗亂	dóu lyuhn	
搗亂份子	dóu lyuhn fahn jí	
搗米	dóu máih	
倒米	dóu máih	闖禍，搗蛋，惹麻煩，捅婁子
倒米壽星	dóu máih sauh sīng	搗亂的人，搗蛋的人，幫倒忙者
倒米壽星公	dóu máih sauh sīng gūng	搗亂的人，搗蛋的人，幫倒忙者
島民	dóu màhn	
堵塞	dóu sāk	
倒瀉	dóu sé	傾倒，溢出，倒出，倒撒了，灑
倒瀉籮蟹	dóu sé lòh háaih	場面一時大亂，手忙腳亂，亂成一團，場面混亂
搗碎	dóu seui	
倒坍	dóu tāan	
倒塌	dóu taap	
搗毀	dóu wái	
…到	dou	…得
到埗	dou bouh	抵達，到達
到處	dou chyu	
到達	dou daaht	
…到飛起	dou fēi héi	…到極點，非常…，…得要命
妒忌	dou geih	
到嗰陣	dou gó jahn	到時候
～到鬼噉	dou gwái gám	～得要命
妒恨	dou hahn	
妒嫉	dou jaht	
到其時	dou kèih sìh	到時候
…到死	dou séi	…極了，…死了，…得要命，…得要死，非常…
到時	dou sìh	到時候
到時候	dou sìh hauh	
到時睇吓點先	dou sìh tái háh dím sīn	到時候再說
倒數	dou sóu	
倒胃	dou waih	
倒胃口	dou waih háu	
妒意	dou yi	
蠹魚	dou yùh	
度	douh	這兒，那兒
盜版	douh báan	
盜版書	douh báan syū	
道不同不相為謀	douh bāt tùhng bāt seūng wàih màuh	
導播	douh bo	
盜賊	douh chaahk	
盜取	douh chéui	
導出	douh cheūt	
稻草	douh chóu	
稻草人	douh chóu yàhn	
導彈	douh daahn	
導彈系統	douh daahn haih túng	
導彈網	douh daahn móhng	
道德	douh dāk	
道德經	douh dāk gīng	
導電	douh dihn	
導電度	douh dihn douh	
導電性	douh dihn sing	
導電體	douh dihn tái	
度度	douh douh	處處，到處
盜伐	douh faht	
盜匪	douh féi	
導火線	douh fó sin	
盜款	douh fún	
鍍金	douh gām	
道高一尺，魔高一丈	douh gōu yāt chek mō gōu yāt jeuhng	
稻穀	douh gūk	
導管	douh gún	
杜鵑	douh gyūn	
杜鵑花	douh gyūn fā	
杜鵑鳥	douh gyūn niúh	
導向	douh heung	
導向飛彈	douh heung fēi daahn	
道歉	douh hip	
稻糠	douh hōng	
導航	douh hòhng	
導航系統	douh hòhng haih túng	
杜撰	douh jaahn	
導致	douh ji	
杜絕	douh jyuht	
杜絕後患	douh jyuht hauh waahn	
道理	douh léih	
盜壘	douh léuih	
渡輪	douh leùhn	
道路	douh louh	
稻米	douh máih	
稻苗	douh miùh	
盜墓	douh mouh	
杜門	douh mùhn	
杜門謝客	douh mùhn jeh haak	
悼念	douh nihm	
導尿管	douh niuh gún	
道袍	douh pòuh	
導師	douh sī	
道士	douh sí	
導線	douh sin	
盜竊	douh sit	
盜竊罪	douh sit jeuih	
稻菽	douh suhk	
導體	douh tái	
稻田	douh tìhn	
盜印	douh yan	
導入	douh yahp	
導遊	douh yàuh	
道友	douh yáuh	癮君子，吸毒者
道義	douh yih	
盜亦有道	douh yihk yáuh douh	
導演	douh yín	
悼唁	douh yihn	
導熱	douh yiht	
盜用	douh yuhng	
督	dūk	戳，捅，刺，扎
篤	dūk	底，底部，盡頭
督背脊	dūk bui jek	背地裡傷人，打小報告，戳脊樑骨
督察	dūk chaat	
督親	dūk chān	戳傷，刺傷
督穿	dūk chyūn	捅破
督穿個窿	dūk chyūn go lūng	捅個窿
篤底	dūk dái	底下的，底層的
篤定	dūk dihng	
篤行	dūk hàhng	
篤厚	dūk háuh	
篤學	dūk hohk	
篤志	dūk ji	
篤直	dūk jihk	
篤實	dūk saht	
篤守	dūk sáu	
篤信	dūk seun	
篤誠	dūk sìhng	
獨白	duhk baahk	
毒品	duhk bán	
獨步	duhk bouh	
獨唱	duhk cheung	
獨唱曲	duhk cheung kūk	
獨裁	duhk chòih	
獨裁者	duhk chòih jé	
獨裁政權	duhk chòih jing kyùhn	
獨創	duhk chong	
獨處	duhk chyúh	
讀大學	duhk daaih hohk	
獨得	duhk dāk	
獨特	duhk dahk	
獨特性	duhk dahk sing	
獨當一面	duhk dōng yāt mihn	
獨到	duhk dou	
獨到之處	duhk dou jī chyu	
獨斷	duhk dyuhn	
獨斷獨行	duhk dyuhn duhk hàhng	
獨斷專行	duhk dyuhn jyūn hàhng	
毒販	duhk faan	
獨家	duhk gā	
獨家報導	duhk gā bou douh	
獨家新聞	duhk gā sān màhn	
獨居	duhk gēui	
獨具匠心	duhk geuih jeuhng sām	
獨具慧眼	duhk geuih waih ngáahn	
獨具一格	duhk geuih yāt gaak	
獨腳戲	duhk geuk hei	
獨角	duhk gok	
獨角戲	duhk gok hei	
獨角獸	duhk gok sau	
獨係	duhk haih	只是，只有
讀後感	duhk hauh gám	
獨奏	duhk jau	
獨奏曲	duhk jau kūk	
讀者	duhk jé	
獨掌	duhk jeúng	
獨掌大權	duhk jeúng daaih kyùhn	
獨資	duhk jī	
獨資經營	duhk jī gīng yìhng	
獨子	duhk jí	
獨自	duhk jih	
獨佔	duhk jim	
獨佔鰲頭	duhk jim ngòuh tàuh	
獨佔市場	duhk jim síh cheùhng	
獨攬	duhk láahm	
獨攬大權	duhk láahm daaih kyùhn	
獨立	duhk laahp	
獨立國	duhk laahp gwok	
獨立自主	duhk laahp jih jyú	
獨立精神	duhk laahp jīng sàhn	
獨立思考	duhk laahp sī háau	
獨立思想	duhk laahp sī seúng	
獨立性	duhk laahp sing	
獨立宣言	duhk laahp syūn yìhn	
獨立運動	duhk laahp wahn duhng	
獨輪	duhk leùhn	
獨輪車	duhk leùhn chē	
獨來獨往	duhk lòih duhk wóhng	
讀萬卷書，行萬里路	duhk maahn gyún syū hàahng maahn léih louh	
讀物	duhk maht	
獨幕劇	duhk mohk kehk	
黷武	duhk móuh	
獨木	duhk muhk	
獨木不成林	duhk muhk bāt sìhng làhm	
獨木舟	duhk muhk jāu	
獨木橋	duhk muhk kiùh	
獨木船	duhk muhk syùhn	
獨門	duhk mùhn	
獨眼	duhk ngáahn	
獨眼龍	duhk ngáahn lùhng	
獨身	duhk sān	
獨身主義	duhk sān jyú yih	
獨身生活	duhk sān sāng wuht	
獨生	duhk sāng	
獨生子	duhk sāng jí	
獨生女	duhk sāng néuih	
讀寫	duhk sé	
讀寫能力	duhk sé nàhng lihk	
毒蛇	duhk sèh	
獨睡	duhk séui	單人床
獨市生意	duhk síh sāang yi	獨家生意
獨食	duhk sihk	独吃，独吞
獨善其身	duhk sihn kèih sān	
讀書	duhk syū	
讀書不求甚解	duhk syū bāt kàuh sahm gáai	
獨樹一幟	duhk syuh yāt chi	
獨樹一格	duhk syuh yāt gaak	
獨往獨來	duhk wóhng duhk lòih	
獨一無二	duhk yāt mòuh yih	
獨有	duhk yáuh	
毒藥	duhk yeuhk	
冬	dūng	冬至
東北	dūng bāk	
東北部	dūng bāk bouh	
東北方	dūng bāk fōng	
東北風	dūng bāk fūng	
東北面	dūng bāk mihn	
東便	dūng bihn	東邊
東部	dūng bouh	
東半球	dūng bun kàuh	
東窗事發	dūng cheūng sih faat	
冬青	dūng chīng	
冬青樹	dūng chīng syuh	
冬蟲夏草	dūng chùhng hah chóu	
冬大過年	dūng daaih gwo nìhn	過冬至節比過年還重要
東倒西歪	dūng dóu sāi wāai	
東道	dūng douh	
東道主	dūng douh jyú	
東方	dūng fōng	
東方國家	dūng fōng gwok gā	
東方紅	dūng fōng hùhng	
東方文化	dūng fōng màhn fa	
東方人	dūng fōng yàhn	
冬風	dūng fūng	
東風	dūng fūng	
東經	dūng gīng	
冬菇	dūng gū	香菇
冬瓜	dūng gwā	
冬瓜豆腐	dūng gwā dauh fuh	三長兩短，不測
冬瓜湯	dūng gwā tōng	
冬季	dūng gwai	
東側	dūng jāk	
東周	dūng jāu	
東張西望	dūng jeūng sāi mohng	
冬至	dūng ji	
東至	dūng ji	
東征西討	dūng jīng sāi tóu	
東正教	dūng jing gaau	
東拉西扯	dūng lāai sāi ché	
冬令	dūng lihng	
冬眠	dūng mìhn	
東面	dūng mihn	
東南	dūng nàahm	
東南部	dūng nàahm bouh	
東南方	dūng nàahm fōng	
東南風	dūng nàahm fūng	
東南面	dūng nàahm mihn	
東南西北	dūng nàahm sāi bāk	
東岸	dūng ngohn	
東山再起	dūng sāan joi héi	
東西	dūng sāi	
東西南北	dūng sāi nàahm bāk	
東施效顰	dūng sī haauh pàhn	
冬天	dūng tīn	
懂得	dúng dāk	
懂事	dúng sih	
董事	dúng sih	
董事長	dúng sih jeúng	
凍	dung	冷
凍冰冰	dung bīng bīng	冷冰冰
凍親	dung chān	著涼
凍到死	dung dou séi	冷死了，冷得要命
凍到揗揗震	dung dou tàhn tàhn jan	冷得直打哆嗦
凍啡	dung fē	冷咖啡
凍結	dung git	
凍滾水	dung gwán séui	涼開水
棟梁	dung leùhng	
凍檸茶	dung nìhng chàh	冷檸檬茶
凍水	dung séui	冷水，冰水，涼水，涼白開
凍水散瘀	dung séui saan yú	冷水消腫
棟宇	dung yúh	
凍鴛鴦	dung yūn yeūng	冷咖啡茶，冷咖啡加奶茶
戙	duhng	摞
戙	duhng	豎，立
動兵	duhng bīng	
動槍	duhng cheūng	
動詞	duhng chìh	
動詞變化	duhng chìh bin fa	
動情	duhng chìhng	
動粗	duhng chōu	
動粗	duhng chōu	動武
動蕩	duhng dohng	
動蕩不安	duhng dohng bāt ōn	
動刀	duhng dōu	
動刀動槍	duhng dōu duhng cheūng	
戙篤	duhng dūk	站著
戙篤企	duhng dūk kéih	垂直豎立著
戙篤笑	duhng dūk siu	單口相聲
戙篤笑騷	duhng dūk siu sōu	單口相聲表演
動火	duhng fó	
動感	duhng gám	
動機	duhng gēi	
動工	duhng gūng	
恫嚇	duhng haak	
動口	duhng háu	
戙起隻腳	duhng héi jek geuk	支起腿
動氣	duhng hei	
動向	duhng heung	
動植物	duhng jihk maht	
動靜	duhng jihng	
動輒	duhng jip	
動輒得咎	duhng jip dāk gau	
動作	duhng jok	
動作片	duhng juk pín	
侗族	duhng juhk	
戙企	duhng kéih	垂直豎立著
戙起床版	duhng kéih	開夜車
動量	duhng leuhng	
動力	duhng lihk	
動力機	duhng lihk gēi	
動力學	duhng lihk hohk	
動亂	duhng lyuhn	
動脈硬化	duhng mahk ngaahng fa	
動物	duhng maht	
動物界	duhng maht gaai	
動物學	duhng maht hohk	
動物學家	duhng maht hohk gā	
動物油	duhng maht yàuh	
動物園	duhng maht yùhn	
動名詞	duhng mìhng chìh	
動武	duhng móuh	
動腦	duhng nóuh	
動腦筋	duhng nóuh gān	
動怒	duhng nouh	
動心	duhng sām	
動手	duhng sáu	
動手動腳	duhng sáu duhng geuk	
動手腳	duhng sáu geuk	
動手術	duhng sáu seuht	
動態	duhng taai	
動態平衡	duhng taai pìhng hàhng	
胴體	duhng tái	
動土	duhng tóu	
動畫	duhng wá	
動畫片	duhng wá pín	
動人	duhng yàhn	
動人心弦	duhng yàhn sām yìhn	
動議	duhng yíh	
動搖	duhng yiùh	
動員令	duhng yùhn lihng	
動容	duhng yùhng	
動用	duhng yuhng	
洞穴	duhng yuht	
端午節	dyūn ńgh jit	
端倪	dyūn ngàih	
短法包	dyún faat bāau	短法國麵包
短褲	dyún fu	
短暫	dyún jaahm	
短袖	dyún jauh	
短期	dyún kèih	
短期內	dyún kèih noih	
短裙	dyún kwàhn	裙子
短褸	dyún lāu	外套
斷估	dyun gú	瞎猜，亂猜
鍛煉	dyun lihn	
斷壁殘垣	dyuhn bīk chàahn wùhn	
鍛練	dyuhn lihn	
奪取	dyuht chéui	
奪得	dyuht dāk	
奪金	dyuht gām	
奪冠	dyuht gun	
奪眶而出	dyuht hōng yìh cheūt	
奪權	dyuht kyùhn	
奪目	dyuht muhk	
奪門	dyuht mùhn	
奪門而入	dyuht mùhn yìh yahp	
奪魂	dyuht wàhn	
AA制	ēi ēi jai	各付各的
花苞	fā bāau	
花圃	fā bóu	
花朵	fā dó	
花花世界	fā fā sai gaai	
花瓣	fā faahn	
花費不貲	fā fai bāt jī	
花弗	fā fīt	誇耀，花俏
花款	fā fún	花樣，款式，式樣，花色
花街	fā gāai	花市
花腔	fā hōng	
花紅	fā hùhng	紅利，利潤，利息，獎金
花圈	fā hyūn	
花樽	fā jeūn	花瓶
花招	fā jiū	
花冧	fā lām	花蕾
花蕾	fā léuih	
花哩花碌	fā lī fā lūk	花里胡哨，花斑斑
花哩碌	fā lī lūk	花里胡哨，色彩斑駁，花花綠綠，五顏六色
花哩胡碌	fā lī wùh lūk	花里胡哨，花斑斑
花名	fā méng	外號，綽號
花瓶	fā pìhng	
花灑	fā sá	噴頭，蓮蓬頭
花哨	fā saau	
花臣	fā sán	式樣，花樣，時髦
花生肉	fā sāng yuhk	花生米
花絮	fā séuih	
花士令	fā sih líng	凡士林
花城	fā sìhng	廣州別稱
花卉	fā wái	
花王	fā wòhng	園丁，花匠
花蕊	fā yéuih	
花園	fā yún	
化鴟為鳳	fa chī wàih fuhng	
化纖	fa chīm	
化纖廠	fa chīm chóng	
化敵為友	fa dihk wàih yáuh	
化繁為簡	fa fàahn wàih gáan	
化肥	fa fèih	
化肥廠	fa fèih chóng	
化腐朽為神奇	fa fuh náu wàih sàhn kèih	
化解	fa gáai	
化干戈為玉帛	fa gōn gwō wàih yuhk baahk	
化工	fa gūng	
化工廠	fa gūng chóng	
化合物	fa hahp maht	
化險為夷	fa hím wàih yìh	
化學	fa hohk	
化學品	fa hohk bán	
化學變化	fa hohk bin fa	
化學纖維	fa hohk chīm wàih	
化學反應	fa hohk fáan ying	
化學肥料	fa hohk fèih liuh	
化學家	fa hohk gā	
化學工廠	fa hohk gūng chóng	
化學作用	fa hohk jok yuhng	
化學武器	fa hohk móuh hei	
化學平衡	fa hohk pìhng hàhng	
化學元素	fa hohk yùhn sou	
化妝	fa jōng	
化裝	fa jōng	
化妝品	fa jōng bán	
化裝舞會	fa jōng móuh wuih	
化妝室	fa jōng sāt	
化妝箱	fa jōng seūng	
化妝台	fa jōng tòih	
化名	fa mìhng	
化武	fa móuh	
化外	fa ngoih	
化外之民	fa ngoih jī màhn	
化濃妝	fa nùhng jōng	
化身	fa sān	
化石	fa sehk	
化算	fa syun	划算，合算
化為	fa wàih	
化為泡影	fa wàih póuh yíng	
化為烏有	fa wàih wū yáuh	
化驗	fa yihm	
化驗品	fa yihm bán	
化驗室	fa yihm sāt	
快脆	faai cheui	快，快當，利索
快速	faai chūk	
快遞	faai daih	
快啲行喇	faai dī hàahng la	快點走吧
快啲啦！	faai dī lā	快點吧！
快啲	faai dīt	快一點
快快脆脆	faai faai cheui cheui	快快，趕忙
快感	faai gám	
筷子	faai jí	
快捷	faai jiht	
傀儡	faai léuih	
傀儡戲	faai léuih hei	
傀儡政府	faai léuih jing fú	
傀儡政權	faai léuih jing kyùhn	
快樂	faai lohk	
快勞	faai lóu	文檔，文件，檔案
塊面紅紅哋	faai mihn hùhng hùhng déi	臉紅紅的
快手	faai sáu	迅速
快手啲	faai sáu dī	動作快點
快艇	faai téhng	
翻	fāan	回，返
番鴨	fāan aap	旱鴨
翻版	fāan báan	盜版
番邦	fāan bōng	
翻抄	fāan chāau	再制，再生
翻草	fāan chóu	反芻
番地	fāan deih	
翻風	fāan fūng	刮風，起風
番梘	fāan gáan	肥皂
番梘泡	fāan gáan póuh	肥皂泡
翻供	fāan gūng	
翻工	fāan gūng	上班
翻公司	fāan gūng sī	回公司
番瓜	fāan gwā	南瓜
番鬼	fāan gwái	蠻不講理，兇狠惡毒，刁蠻
番鬼	fāan gwái	西洋的，西洋人
番鬼仔	fāan gwái jái	西洋小孩，外國男孩，外國小孩
番鬼佬	fāan gwái lóu	西洋人，洋鬼子，外國人，老外
番鬼佬涼茶	fāan gwái lóu leùhng chàh	啤酒
番鬼妹	fāan gwái muī	外國少女，外國姑娘，外國女孩
番鬼婆	fāan gwái pó	外國婦女，老外
番國	fāan gwok	
反客為主	fāan haak wàih jyú	
翻去	fāan heui	回去
翻鄉下	fāan heūng hah	回鄉下
翻學	fāan hohk	上學
番族	fāan juhk	
翻轉頭	fāan jyún tàuh	回頭，掉頭，往回
番茄醬	fāan kèh jeung	
翻企	fāan kéi	回家
翻嚟	fāan lèih	回來
翻唔切	fāan m̀h chit	趕不回來，趕不回去
翻面	fāan mihn	翻臉
翻屋企	fāan ngūk kéi	回家
翻晒面	fāan saai mihn	翻臉
翻生	fāan sāang	復活
番石榴	fāan sehk làuh	
番石榴	fāan sehk làuh	石榴
番薯	fāan syú	地瓜，白薯，紅薯，甘薯，蕃薯
番薯糖	fāan syùh tóng	糖水白薯
翻頭嫁	fāan tàuh ga	再嫁
番話	fāan wá	
番話	fāan wá	外語
番人	fāan yàhn	
翻譯	fāan yihk	
翻譯家	fāan yihk gā	
翻譯者	fāan yihk jé	
反	fáan	開玩笑，鬧，玩兒
犯	fáan	犯人
反敗為勝	fáan baaih wàih sing	
反比	fáan béi	
反駁	fáan bok	
反哺	fáan bouh	
反叛	fáan buhn	
反差	fáan chā	
反切	fáan chit	
反芻動物	fáan chō duhng maht	
反串	fáan chyun	
反彈	fáan daahn	
反彈力	fáan daahn lihk	
反斗	fáan dáu	頑皮，淘氣
反對	fáan deui	
反對黨	fáan deui dóng	
反對者	fáan deui jé	
反倒	fáan dou	
反動	fáan duhng	
反動份子	fáan duhng fahn jí	
反動派	fáan duhng paai	
反覆	fáan fūk	
反感	fáan gám	
反擊	fáan gīk	
反攻	fáan gūng	
反攻為守	fáan gūng wàih sáu	
反饋	fáan gwaih	
反骨	fáan gwāt	反叛，背叛，無情義，吃裡扒外
反骨仔	fáan gwāt jái	叛徒，白眼狼，忘恩負義的人，吃裡扒外的貨
反骨無情	fáan gwāt mòuh chìhng	忘恩負義
反光	fáan gwōng	
反光鏡	fáan gwōng geng	
反核	fáan haht	
反向	fáan heung	
反制	fáan jai	
反之	fáan jī	
反之亦然	fáan jī yihk yìhn	
反戰	fáan jin	
反戰份子	fáan jin fahn jí	
反正	fáan jing	
反其道而行之	fáan kèih douh yìh hàhng jī	
反抗	fáan kong	
反抗軍	fáan kong gwān	
反問	fáan mahn	
