开放粤语词典（刘锡祥版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［刘锡祥拼音］	［国语解释］
骄傲自大	giu1 ngo4 ji6 daai6	
骄傲	giu1 ngo6	
骄傲感	giu1 ngo6 gam2	
娇嫩	giu1 nuen6	
娇生惯养	giu1 sang1 gwaan3 yeung5	
娇小	giu1 siu2	
娇小玲珑	giu1 siu2 ling4 lung4	
娇态	giu1 taai3	
骄横	giu1 waang6	
娇柔	giu1 yau4	
骄阳	giu1 yeung4	
娇艳	giu1 yim6	
娇娆	giu1 yiu4	
挢	giu2	擦
缴费	giu2 fai3	
挢汗	giu2 hon6	擦汗
矫正	giu2 jing3	
挢眼泪	giu2 ngaan5 lui6	擦眼泪
叫白车	giu3 baak6 che1	叫救护车
叫车	giu3 che1	
叫苦	giu3 foo2	
叫苦连天	giu3 foo2 lin4 tin1	
叫价	giu3 ga3	
叫鸡	giu3 gai1	召妓，嫖妓
叫喊	giu3 haam3	
叫嚣	giu3 hiu1	
叫好	giu3 ho2	
叫阵	giu3 jan6	
叫做	giu3 jo6	
叫座	giu3 joh6	
叫骂	giu3 ma6	
叫卖	giu3 maai6	
叫门	giu3 moon4	
叫醒	giu3 seng2	
叫声	giu3 sing1	
叫唆	giu3 soh1	
叫餸	giu3 sung3	点菜
叫餸食饭	giu3 sung3 sik6 faan6	点菜吃饭
叫停	giu3 ting4	
叫屈	giu3 wat1	
叫唤	giu3 woon6	
叫嚷	giu3 yeung5	
撬	giu6	挖
轿车	giu6 che1	
撬墙脚	giu6 cheung4 geuk3	挖墙脚
撬走	giu6 jau2	挖走
高压	go1 aat3	
高不可攀	go1 bat1 hoh2 paan1	
高不成低不就	go1 bat1 sing4 dai1 bat1 jau6	
糕饼	go1 beng2	
高层	go1 chang4	
高清	go1 ching1	
高潮	go1 chiu4	
高才生	go1 choi4 saang1	
高速煲	go1 chuk1 bo1	压力锅，高压锅
高速公路	go1 chuk1 gung1 lo6	
高达	go1 daat6	
高等	go1 dang2	
高等法院	go1 dang2 faat3 yuen6	
高窦	go1 dau3	傲慢
高调	go1 diu6	
高度	go1 do6	
高度自治	go1 do6 ji6 ji6	
高度评价	go1 do6 ping4 ga3	
高科技	go1 foh1 gei6	
高峰	go1 fung1	
高峰期	go1 fung1 wooi6	
高高大大	go1 go1 daai6 daai6	很高大
高举	go1 gui2	
高贵	go1 gwai3	
高效	go1 haau6	
高兴	go1 hing3	
高血压	go1 huet3 aat3	
高空	go1 hung1	
高踭鞋	go1 jaang1 haai4	高跟鞋
高瞻远瞩	go1 jim1 yuen5 juk1	
高中生	go1 jung1 saang1	
高级	go1 kap1	
高亢	go1 kong3	
高丽参	go1 lai6 sam1	
高楼	go1 lau4	
高楼大厦	go1 lau4 daai6 ha6	
高利贷	go1 lei6 taai3	
高梁	go1 leung4	
高粱	go1 leung4	
高梁酒	go1 leung4 jau2	
高梁米	go1 leung4 mai5	
高龄	go1 ling4	
高佬	go1 lo2	高个子
高攀	go1 paan1	
高频	go1 pan4	
高朋满座	go1 pang4 moon5 joh6	
高山	go1 saan1	
高深莫测	go1 sam1 mok6 chak1	
高瘦	go1 sau3	
高尚	go1 seung6	
高烧	go1 siu1	
高温	go1 wan1	
高人一等	go1 yan4 yat1 dang2	
膏药	go1 yeuk6	
羔羊	go1 yeung4	
高尔夫	go1 yi5 foo1	
高尔夫球	go1 yi5 foo1 kau4	
高尔夫球场	go1 yi5 foo1 kau4 cheung4	
高热	go1 yit6	
睾丸	go1 yuen4	
高原	go1 yuen4	
稿件	go2 gin6	
槁木	go2 muk6	
告	go3	控告，起诉，诉讼，告状
告白	go3 baak6	广告
告别	go3 bit6	
告辞	go3 chi4	
告到佢甩裤	go3 do3 kui5 lat1 foo3	把他告到底，告得他坐牢
告到你甩裤	go3 do3 nei5 lat1 foo3	一定投诉你，把你告到底
告发	go3 faat3	
告诫	go3 gaai3	
告急	go3 gap1	
告知	go3 ji1	
告状	go3 jong6	
告罪	go3 jui6	
告终	go3 jung1	
告票	go3 piu3	传票，罚单，罚款通知书
告示	go3 si6	
告示板	go3 si6 baan2	
告诉	go3 so3	
告退	go3 tui3	
告一段落	go3 yat1 duen6 lok6	
歌词	goh1 chi4	
哥记	goh1 gei3	老兄
歌功颂德	goh1 gung1 jung6 dak1	
歌颂	goh1 jung6	
歌剧	goh1 kek6	
歌曲	goh1 kuk1	
仡佬族	goh1 lo2 juk6	
旮旯	goh1 loh1	
歌迷	goh1 mai4	
歌手	goh1 sau2	
歌声	goh1 sing1	
嗰	goh2	那
嗰便	goh2 bin6	那边
嗰次	goh2 chi3	那次
嗰单畸士	goh2 daan1 kei1 si2	那件事
嗰啲	goh2 di1	那些
嗰啲嘢	goh2 di1 ye5	那些东西
嗰度	goh2 do6	那里
嗰个	goh2 goh3	那个
嗰个系	goh2 goh3 hai6	那是
嗰阵	goh2 jan6	那时候，那时，那阵子，那个时候
嗰阵时	goh2 jan6 si4	的时候
嗰只衰嘢	goh2 jek3 sui1 ye5	那个坏东西
嗰种	goh2 jung2	那种
嗰晚	goh2 maan5	那晚，那天晚上
嗰排	goh2 paai2	那阵子，那些日子，那个时候，那一阵子，那一段日子
嗰时	goh2 si4	那时候，那个时候，那时
嗰处	goh2 sue3	那边，那里，那儿，那个地方
嗰条友	goh2 tiu4 yau2	那个家伙
嗰条友仔	goh2 tiu4 yau2 jai2	那个小子
嗰一晚	goh2 yat1 maan5	那一夜
嗰日	goh2 yat6	那天
个噃	goh3 boh3	啦，啊
个个	goh3 goh3	每个，人人，每个人，每人
个啰	goh3 loh3	啦，啊
个心好翳	goh3 sam1 ho2 ngai3	心里很烦闷
个心十五十六	goh3 sam1 sap6 ng5 sap6 luk6	心里乱糟糟的，忐忑不安，心里七上八下
个性	goh3 sing3	
个肚有啲唔妥	goh3 to5 yau5 di1 m4 toh5	肚子不舒服
个㖞	goh3 woh5	啦，啊
个人	goh3 yan4	
个样好得戚	goh3 yeung2 ho2 dak1 chik1	样子很得意
哥哥	goh4 goh1	
哥哥仔	goh4 goh1 jai2	小兄弟
该判何罪	goi1 poon3 hoh4 jui6	
该煨	goi1 wooi1	糟糕
改变	goi2 bin3	
改过自新	goi2 gwoh3 ji6 san1	
改转	goi2 juen3	变换，改换
改良	goi2 leung4	
改良品种	goi2 leung4 ban2 jung2	
改名	goi2 meng2	起名，取名
改判	goi2 poon3	
改善	goi2 sin6	
改为	goi2 wai4	
改弦易辙	goi2 yin4 yik6 chit3	
改用	goi2 yung6	
盖	goi3	盖子
阁	gok3	阁楼
各奔前程	gok3 ban1 chin4 ching4	
各不相同	gok3 bat1 seung1 tung4	
各不相让	gok3 bat1 seung1 yeung6	
各持己见	gok3 chi4 gei2 gin3	
搁浅	gok3 chin2	
各取所需	gok3 chui2 soh2 sui1	
觉得	gok3 dak1	
各得其所	gok3 dak1 kei4 soh2	
各地	gok3 dei6	
角度	gok3 do6	
各花入各眼	gok3 fa1 yap6 gok3 ngaan5	情人眼里出西施，见仁见智，萝卜青菜各有所爱
各方面	gok3 fong1 min6	
各界人士	gok3 gaai3 yan4 si6	
各国	gok3 gwok3	
阁下	gok3 ha6	
各行各路	gok3 haang4 gok3 lo6	各走各的路
各行其是	gok3 hang4 kei4 si6	
各显神通	gok3 hin2 san4 tung1	
各行各业	gok3 hong4 gok3 yip6	
阁仔	gok3 jai2	阁楼
角仔	gok3 jai2	油角，油炸餃子
各自	gok3 ji6	
各自为政	gok3 ji6 wai4 jing3	
各尽所能	gok3 jun6 soh2 nang4	
各种	gok3 jung2	
各种各样	gok3 jung2 gok3 yeung6	
各种人	gok3 jung2 yan4	
阁揆	gok3 kwai4	
阁楼	gok3 lau4	
各领风骚	gok3 ling5 fung1 so1	
各路人马	gok3 lo6 yan4 ma5	
角落头	gok3 lok1 tau2	角落
角落	gok3 lok6	
觉悟	gok3 ng6	
角色	gok3 sik1	
各式各样	gok3 sik1 gok3 yeung6	
各色各样	gok3 sik1 gok3 yeung6	
各抒己见	gok3 sue1 gei2 gin3	
各位	gok3 wai6	
各人自扫门前雪	gok3 yan4 ji6 so3 moon4 chin4 suet3	
各有千秋	gok3 yau5 chin1 chau1	
各有巧妙不同	gok3 yau5 haau2 miu6 bat1 tung4	
各有所好	gok3 yau5 soh2 ho3	
各形各色	gok3 ying4 gok3 sik1	
肝	gon1	肝脏
干瘪	gon1 bit6	
干瘪瘪	gon1 bit6 bit6	
肝部	gon1 bo6	
干杯	gon1 booi1	
干柴	gon1 chaai4	
干柴烈火	gon1 chaai4 lit6 foh2	
干草	gon1 cho2	
干草叉	gon1 cho2 cha1	
干草堆	gon1 cho2 dui1	
干草机	gon1 cho2 gei1	
干躁	gon1 cho3	
干燥	gon1 cho3	
干脆	gon1 chui3	
肝胆	gon1 daam2	
肝胆俱裂	gon1 daam2 kui1 lit6	
肝胆相照	gon1 daam2 seung1 jiu3	
干电池	gon1 din6 chi4	
肝火	gon1 foh2	
干枯	gon1 foo1	
干干净净	gon1 gon1 jeng6 jeng6	很干净
干系	gon1 hai6	
干旱	gon1 hon5	
干渴	gon1 hot3	
干净	gon1 jeng6	
干净俐落	gon1 jing6 lei6 lok6	
肝脏	gon1 jong6	
干鲠	gon1 kang2	干噎
干鲠鲠	gon1 kang2 kang2	干巴巴，没有水分
干酪	gon1 lok3	
肝癌	gon1 ngaam4	
肝硬化	gon1 ngaang6 fa3	
肝脑涂地	gon1 no5 to4 dei6	
干晒塘	gon1 saai3 tong4	手头缺钱，经济拮据
干洗	gon1 sai2	
干洗店	gon1 sai2 dim3	
干湿褛	gon1 sap1 lau1	风雨衣
干瘦	gon1 sau3	
干嗽	gon1 sau3	
干癣	gon1 sin2	
干涉	gon1 sip3	
肝炎	gon1 yim4	
干热	gon1 yit6	
干扰	gon1 yiu2	
赶得切	gon2 dak1 chit3	来得及
赶工	gon2 gung1	加班
赶住去投胎咩	gon2 jue6 hui3 tau4 toi1 me1	你没长眼呀？
赶唔切	gon2 m4 chit3	来不及
赶唔得切	gon2 m4 dak1 chit3	来不及
赶上	gon2 seung6	
赶时候	gon2 si4 hau6	赶时间
干部	gon3 bo6	
缸	gong1	水缸
刚愎自用	gong1 bik1 ji6 yung6	
刚才	gong1 choi4	
工厂妹	gong1 chong2 mooi1	工厂女工
刚刚	gong1 gong1	
江郎才尽	gong1 long4 choi4 jun6	
冈峦	gong1 luen4	
肛门	gong1 moon4	
刚啱	gong1 ngaam1	刚好，刚才
缸盆	gong1 poon4	
岗位	gong1 wai6	
江湖	gong1 woo4	
纲要	gong1 yiu3	
江珧柱	gong1 yiu4 chue5	干贝
讲	gong2	说
讲畀佢听	gong2 bei2 kui5 teng1	告诉他
讲畀…听	gong2 bei2 teng1	告诉…
讲波	gong2 boh1	球赛评述
讲波佬	gong2 boh1 lo2	足球解说员，球评人
港产片	gong2 chaan2 pin2	港产电影
讲粗口	gong2 cho1 hau2	说粗话
讲粗口闹人	gong2 cho1 hau2 naau6 yan4	说粗话骂人
讲错嘢	gong2 choh3 ye5	说错话
讲出嚟	gong2 chut1 lei4	说出来
讲大话	gong2 daai6 wa6	撒谎，说谎
讲得口响	gong2 dak1 hau2 heung2	说得好听
讲得啱	gong2 dak1 ngaam1	说得对
讲定	gong2 ding6	说好，说定
讲到尾	gong2 do3 mei5	说到底
讲到实牙实齿	gong2 do3 sat6 nga4 sat6 chi2	说得板上钉钉的
讲到天花龙凤	gong2 do3 tin1 fa1 lung4 fung6	说得天花乱坠
讲到话	gong2 do3 wa6	至于
港督	gong2 duk1	香港总督
讲翻转头	gong2 faan1 juen2 tau4	话说回来
讲法	gong2 faat3	说法
讲假	gong2 ga2	说假话
降价	gong2 ga3	
讲咁易咩	gong2 gam3 yi6 me1	说倒是容易
讲究	gong2 gau3	
讲故	gong2 goo2	讲故事，说故事
讲故仔	gong2 goo2 jai2	讲故事，说故事
讲吓笑啫！	gong2 ha5 siu3 je1	只是说笑而已啦
港客	gong2 haak3	来自香港的人
港口	gong2 hau2	
讲口齿	gong2 hau2 chi2	讲信用
讲起上嚟	gong2 hei2 seung5 lei4	说起来，开始说起话来
讲起又讲	gong2 hei2 yau6 gong2	说起来，依我说
讲开又讲	gong2 hoi1 yau6 gong2	说起来，话说回头
讲真	gong2 jan1	说实话
港姐	gong2 je2	香港小姐
港纸	gong2 ji2	港币，港钞
讲座	gong2 joh6	
讲烂口	gong2 laan6 hau2	说粗话，说下流话
讲漏嘴	gong2 lau6 jui2	说走了嘴，说话走了火
讲嚟听吓	gong2 lei4 teng1 ha5	说来听听
讲落去	gong2 lok6 hui3	说下去
港漫	gong2 maan6	香港漫画
讲咩	gong2 me1	说什么
讲三讲四	gong2 saam1 gong2 sei3	说三道四，说长论短
老在说	gong2 saang1 saai3	
讲心嗰句	gong2 sam1 goh2 gui3	说真心话，说实在的
讲实	gong2 sat6	说定
讲是非	gong2 si6 fei1	说人是非
讲笑	gong2 siu3	开玩笑
讲笑揾第样	gong2 siu3 wan2 dai6 yeung2	别拿我开玩笑
讲数	gong2 so3	谈判，讨价
讲数口	gong2 so3 hau2	讨价还价
讲书	gong2 sue1	讲课
讲话	gong2 wa2	说话
讲话好似鸡啄唔断噉	gong2 wa2 ho2 chi5 gai1 deung1 m4 tuen5 gam2	说话没个完
港人	gong2 yan4	香港人
讲人事	gong2 yan4 si2	讲人情，讲情面
讲一套做一套	gong2 yat1 to3 jo6 yat1 to3	口不对心
讲耶稣	gong2 ye4 so1	说教，说废话
讲嘢	gong2 ye5	说话
讲嘢鬼食泥咁	gong2 ye5 gwai2 sik6 nai4 gam3	讲话不清不楚
讲嘢好乸型	gong2 ye5 ho2 na2 ying4	娘娘腔
钢笔	gong3 bat1	
钢骨	gong3 gwat1	钢筋
钢骨水泥	gong3 gwat1 sui2 nai4	钢筋水泥
钢琴	gong3 kam4	
钢梁	gong3 leung4	
降落	gong3 lok6	
降落伞	gong3 lok6 saan3	
绛纱	gong3 sa1	
钢索	gong3 sok3	
钢铁	gong3 tit3	
姑且	goo1 che2	
孤单	goo1 daan1	
孤单单	goo1 daan1 daan1	
孤岛	goo1 do2	
孤独	goo1 duk6	
孤芳自赏	goo1 fong1 ji6 seung2	
孤苦伶仃	goo1 foo2 ling4 ding1	
辜负	goo1 foo6	
孤孤单单	goo1 goo1 daan1 daan1	
孤军	goo1 gwan1	
孤军作战	goo1 gwan1 jok3 jin3	
孤寒	goo1 hon4	小气，吝啬
孤寒到死	goo1 hon4 do3 sei2	小气得要命，非常吝啬
孤寒铎	goo1 hon4 dok6	小气鬼
孤寒鬼	goo1 hon4 gwai2	小气鬼
孤寒种	goo1 hon4 jung2	小气鬼
孤寒佬	goo1 hon4 lo2	小气鬼
姑仔	goo1 jai2	小姑子
姑姐	goo1 je1	姑姑，姑母
姑丈	goo1 jeung2	姑父
孤掌难鸣	goo1 jeung2 naan4 ming4	
孤子	goo1 ji2	
孤寂	goo1 jik6	
孤注一掷	goo1 jue3 yat1 jaak6	
孤立	goo1 laap6	
孤立主义	goo1 laap6 jue2 yi6	
孤立无援	goo1 laap6 mo4 woon4	
孤陋	goo1 lau6	
孤陋寡闻	goo1 lau6 gwa2 man4	
咕哩	goo1 lei1	苦力，搬运工
孤零	goo1 ling4	
孤伶伶	goo1 ling4 ling4	
孤零零	goo1 ling4 ling4	
咕噜	goo1 lo1	
孤鸾年	goo1 luen4 nin4	
轱辘	goo1 luk1	
姑妈	goo1 ma1	姑姑，姑母
姑勿论	goo1 mat6 lun6	且不说
沽名钓誉	goo1 ming4 diu3 yue6	
姑娘	goo1 neung4	护士，看护
姑娘仔	goo1 neung4 jai2	小姑娘
孤女	goo1 nui5	
孤僻	goo1 pik1	
姑婆	goo1 poh4	祖父的姐妹
孤身	goo1 san1	
姑息	goo1 sik1	
姑息养奸	goo1 sik1 yeung5 gaan1	
姑太	goo1 taai3	丈夫的姑母
孤魂	goo1 wan4	
孤儿	goo1 yi4	
孤儿寡妇	goo1 yi4 gwa2 foo5	
孤儿仔	goo1 yi4 jai2	孤儿
孤儿院	goo1 yi4 yuen2	
估	goo2	猜，想，以为
古巴人	goo2 ba1 yan4	
古堡	goo2 bo2	
估错	goo2 choh3	猜错
古典	goo2 din2	
古典主义	goo2 din2 jue2 yi6	
古典文学	goo2 din2 man4 hok6	
古典艺术	goo2 din2 ngai6 sut6	
古典音乐	goo2 din2 yam1 ngok6	
古都	goo2 do1	
估到	goo2 do2	猜着，猜到，猜中
古道	goo2 do6	
古代	goo2 doi6	
古代史	goo2 doi6 si2	
古代人	goo2 doi6 yan4	
股东	goo2 dung1	
古董	goo2 dung2	
古董店	goo2 dung2 dim3	
古董铺	goo2 dung2 po3	
古董商	goo2 dung2 seung1	
古训	goo2 fan3	
股份	goo2 fan6	
股份公司	goo2 fan6 gung1 si1	
股份有限公司	goo2 fan6 yau5 haan6 gung1 si1	
古风	goo2 fung1	
股价	goo2 ga3	
估计	goo2 gai3	
古今中外	goo2 gam1 jung1 ngoi6	
古旧	goo2 gau6	
估估吓	goo2 goo2 ha2	瞎猜，乱猜，臆想，随便猜
古怪	goo2 gwaai3	
股肱	goo2 gwang1	
古国	goo2 gwok3	
古希腊	goo2 hei1 laap6	
故仔	goo2 jai2	故事
古筝	goo2 jang1	
古字	goo2 ji6	
古蹟	goo2 jik1	
古早	goo2 jo2	
古装	goo2 jong1	
古装戏	goo2 jong1 hei3	
古装片	goo2 jong1 pin2	
古琴	goo2 kam4	
鼓其如簧之舌	goo2 kei2 yue4 wong4 ji1 sit3	
古兰经	goo2 laan4 ging1	
鼓励	goo2 lai6	
古灵精怪	goo2 ling4 jing1 gwaai3	古里古怪，稀奇古怪
古老	goo2 lo5	
古罗马	goo2 loh4 ma5	
估唔到	goo2 m4 do2	想不到，猜不到
古文	goo2 man4	
古文学	goo2 man4 hok6	
古文字	goo2 man4 ji6	
古墓	goo2 mo6	
古雅	goo2 nga5	
估啱	goo2 ngaam1	猜对，猜中
牯牛	goo2 ngau4	
股票	goo2 piu3	
股票市场	goo2 piu3 si5 cheung4	
古生物	goo2 sang1 mat6	
古诗	goo2 si1	
古时	goo2 si4	
股市	goo2 si5	
古色古香	goo2 sik1	
股息	goo2 sik1	
古城	goo2 sing4	
古书	goo2 sue1	
古书店	goo2 sue1 dim3	
古铜	goo2 tung4	
古铜色	goo2 tung4 sik1	
蛊惑	goo2 waak6	狡猾，诡计多端
蛊惑仔	goo2 waak6 jai2	小滑头，小混混，黑社会份子
古为今用	goo2 wai4 gam1 yung6	
古韵	goo2 wan6	
古往今来	goo2 wong5 gam1 loi4	
古玩	goo2 woon2	
古玩铺	goo2 woon2 po2	卖古玩的商店
古人	goo2 yan4	
古谚	goo2 yin6	
古月粉	goo2 yuet6 fan2	胡椒粉
故步自封	goo3 bo6 ji6 fung1	
顾此失彼	goo3 chi2 sat1 bei2	
顾全	goo3 chuen4	
顾全大局	goo3 chuen4 daai6 guk6	
故地重游	goo3 dei6 chung4 yau4	
固定	goo3 ding6	
故都	goo3 do1	
顾家	goo3 ga1	
顾忌	goo3 gei6	
故技重演	goo3 gei6 chung4 yin2	
故居	goo3 gui1	
故宫	goo3 gung1	
故宫博物馆	goo3 gung1 bok3 mat6 goon2	
顾客	goo3 haak3	
顾客群	goo3 haak3 kwan4	
故乡	goo3 heung1	
固执	goo3 jap1	
固执己见	goo3 jap1 gei2 gin3	
故障	goo3 jeung3	
故址	goo3 ji2	
顾左右而言他	goo3 joh2 yau6 yi4 yin4 ta1	
雇主	goo3 jue2	
顾主	goo3 jue2	
僱主	goo3 jue2	
顾住	goo3 jue6	留意，当心
顾及	goo3 kap6	
顾虑	goo3 lui6	
故弄	goo3 lung6	
故弄玄虚	goo3 lung6 yuen4 hui1	
顾问	goo3 man6	
顾问公司	goo3 man6 gung1 si1	
顾问团	goo3 man6 tuen4	
顾名思义	goo3 ming4 si1 yi6	
顾盼	goo3 paan3	
故事	goo3 si6	
顾小失大	goo3 siu2 sat1 daai6	
故态复萌	goo3 taai3 fuk6 mang4	
固体	goo3 tai2	
固有	goo3 yau5	
故意	goo3 yi3	
固然	goo3 yin4	
顾员	goo3 yuen4	
癐	gooi6	累，疲劳
癐到死死吓	gooi6 do3 sei2 sei2 ha2	累得够戗，累死了，累坏了
癐拉拉	gooi6 laai4 laai4	累极了，累得不得了
癐晒	gooi6 saai3	累了
观察	goon1 chaat3	
观测	goon1 chak1	
莞草	goon1 cho2	
棺材	goon1 choi4	
棺材本	goon1 choi4 boon2	老本
官邸	goon1 dai2	
观点	goon1 dim2	
官非	goon1 fei1	官司
官方	goon1 fong1	
冠军	goon1 gwan1	
观光客	goon1 gwong1 haak3	
观后感	goon1 hau6 gam2	
观看	goon1 hon3	
官腔	goon1 hong1	
观众	goon1 jung3	
官吏	goon1 lei6	
官僚	goon1 liu4	
官僚习气	goon1 liu4 jaap6 hei3	
官僚资本主义	goon1 liu4 ji1 boon2 jue2 yi6	
官僚政治	goon1 liu4 jing3 ji6	
官僚作风	goon1 liu4 jok3 fung1	
官僚主义	goon1 liu4 jue2 yi6	
冠冕	goon1 min5	
观念	goon1 nim6	
官袍	goon1 po4	
观赏	goon1 seung2	
官司	goon1 si1	
官式	goon1 sik1	正式
官式访问	goon1 sik1 fong2 man6	正式访问，国事访问
观音兵	goon1 yam1 bing1	护花使者
观音竹	goon1 yam1 juk1	罗汉竹，佛肚竹
官员	goon1 yuen5	
管闲事	goon2 haan4 si6	
馆长	goon2 jeung2	
馆主	goon2 jue2	
管理	goon2 lei5	
管弦	goon2 yin4	
管弦乐团	goon2 yin4 ngok6 tuen4	
贯彻	goon3 chit3	
贯穿	goon3 chuen1	
贯穿力	goon3 chuen1 lik6	
贯串	goon3 chuen3	
罐装	goon3 jong1	
灌溉	goon3 koi3	
鹳鸟	goon3 niu5	
盥洗	goon3 sai2	
罐头	goon3 tau2	
豁	goot6	咕嘟
豁	goot6	喝
豁豁声	goot6 goot6 seng1	咕嘟咕嘟地响
割草机	got3 cho2 gei1	
割禾	got3 woh4	割稻子
割让	got3 yeung6	
捐	guen1	钻
捐钱	guen1 chin4	
捐出	guen1 chut1	
捐款	guen1 foon2	
捐款箱	guen1 foon2 seung1	
捐献	guen1 hin3	
捐血	guen1 huet3	
捐血人	guen1 huet3 yan4	
捐赠	guen1 jang6	
捐赠者	guen1 jang6 je2	
捐赠人	guen1 jang6 yan4	
捐助	guen1 joh6	
捐助人	guen1 joh6 yan4	
捐躯	guen1 kui1	
捐山窿	guen1 saan1 lung1	钻山洞
捐入	guen1 yap6	钻进
绢花	guen3 fa1	
眷顾	guen3 goo3	
眷恋	guen3 luen2	
眷爱	guen3 oi3	
眷属	guen3 suk6	
眷怀	guen3 waai4	
倦怠	guen6 doi6	
倦态	guen6 taai3	
倦游	guen6 yau4	
倦意	guen6 yi3	
倦意顿消	guen6 yi4 dun6 siu1	
倦容	guen6 yung4	
居住	gui1 jue6	
居民	gui1 man4	
居安思危	gui1 on1 si1 ngai4	
居心叵测	gui1 sam1 poh2 chak1	
居然	gui1 yin4	
举报	gui2 bo3	
矩尺	gui2 chek3	
龋齿	gui2 chi2	
举重	gui2 chung5	
举动	gui2 dung6	
举行	gui2 hang4	
举止	gui2 ji2	
举荐	gui2 jin3	推荐
举箸	gui2 jue6	
蒟蒻	gui2 yeuk6	
句	gui3	句子
锯齿	gui3 chi2	
据称	gui3 ching1	
据讲	gui3 gong2	据说
句号	gui3 ho6	
据知	gui3 ji1	
据悉	gui3 sik1	
据说	gui3 suet3	
句型	gui3 ying4	
句型分析	gui3 ying4 fan1 sik1	
巨变	gui6 bin3	
巨大	gui6 daai6	
巨富	gui6 foo3	
巨款	gui6 foon2	
飓风	gui6 fung1	
巨奸	gui6 gaan1	
惧高	gui6 go1	
惧高症	gui6 go1 jing3	
巨响	gui6 heung2	
巨债	gui6 jaai3	
巨匠	gui6 jeung6	
巨像	gui6 jeung6	
讵知	gui6 ji1	
巨资	gui6 ji1	
讵料	gui6 liu6	
巨浪	gui6 long6	
苣荬菜	gui6 maai5 choi3	
巨擘	gui6 maak3	
巨物	gui6 mat6	
巨无霸	gui6 mo4 ba3	
巨蟒	gui6 mong5	
巨额	gui6 ngaak6	
巨鸟	gui6 niu5	
惧内	gui6 noi6	
惧怕	gui6 pa3	
巨细靡遗	gui6 sai3 mei4 wai4	
巨噬细胞	gui6 sai6 sai3 baau1	
巨兽	gui6 sau3	
惧色	gui6 sik1	
巨星	gui6 sing1	
巨树	gui6 sue6	
具体	gui6 tai2	
具体化	gui6 tai2 fa3	
巨头	gui6 tau4	
巨人	gui6 yan4	
具有	gui6 yau5	
巨型	gui6 ying4	
掬	guk1	憋
谷	guk1	稻谷
谷壁	guk1 bik1	
谷底	guk1 dai2	
谷地	guk1 dei6	
鹄的	guk1 dik1	
菊花	guk1 fa1	
菊花茶	guk1 fa1 cha4	
谷古	guk1 goo2	可可
鞠躬	guk1 gung1	
鞠躬尽瘁	guk1 gung1 jun6 sui6	
掬气	guk1 hei3	憋气，受气
谷物	guk1 mat6	
谷牛	guk1 ngau2	米象，象甲，米虫
焗	guk6	闷，闷热，焖
焗茶	guk6 cha4	沏茶
焗亲	guk6 chan1	中暑，受暑
焗饭	guk6 faan6	焖饭
焗炉	guk6 lo4	烤箱
焗闷	guk6 moon6	闷热
焗薯	guk6 sue2	烤马铃薯，烤土豆
焗宿气	guk6 suk1 hei3	窝囊气
焗热	guk6 yit6	闷热
工	gung1	工作
工笔	gung1 bat1	
功不可没	gung1 bat1 hoh2 moot6	
工笔画	gung1 bat1 wa2	
供不应求	gung1 bat1 ying3 kau4	
工兵	gung1 bing1	
工兵连	gung1 bing1 lin4	
工兵排	gung1 bing1 paai4	
工兵营	gung1 bing1 ying4	
公布	gung1 bo3	
公布栏	gung1 bo3 laan4	
公报私仇	gung1 bo3 si1 sau4	
公仆	gung1 buk6	
供参考	gung1 chaam1 haau2	
公产	gung1 chaan2	
公车	gung1 che1	
公车站	gung1 che1 jaam6	
公尺	gung1 chek3	
公娼	gung1 cheung1	
公厕	gung1 chi3	
供词	gung1 chi4	
工程设计	gung1 ching4 chit3 gai3	
工程界	gung1 ching4 gaai3	
工程系	gung1 ching4 hai6	
工程项目	gung1 ching4 hong6 muk6	
工程师	gung1 ching4 si1	
工程图	gung1 ching4 to4	
工厂	gung1 chong2	
供出	gung1 chut1	
供出同伙	gung1 chut1 tung4 foh2	
攻打	gung1 da2	
功大于过	gung1 daai6 yue1 gwoh3	
公德	gung1 dak1	
功德	gung1 dak1	
公德心	gung1 dak1 sam1	公德观念
工地	gung1 dei6	
供电	gung1 din6	
功到自然成	gung1 do3 ji6 yin4 sing4	
公道	gung1 do6	
工党	gung1 dong2	
工读	gung1 duk6	
攻读	gung1 duk6	
供读者参考	gung1 duk6 je2 chaam1 haau2	
工读生	gung1 duk6 saang1	
公吨	gung1 dun6	
公筷	gung1 faai3	
公法	gung1 faat3	
公分	gung1 fan1	
公愤	gung1 fan5	
工科	gung1 foh1	
工科大学	gung1 foh1 daai6 hok6	
工科学生	gung1 foh1 hok6 haau6	
功课	gung1 foh3	
功课表	gung1 foh3 biu2	
公方	gung1 fong1	
公方代表	gung1 fong1 doi6 biu2	
工房	gung1 fong4	
攻防	gung1 fong4	
功夫	gung1 foo1	武术
功夫	gung1 foo1	
公款	gung1 foon2	
工蜂	gung1 fung1	
工价	gung1 ga3	
公斤	gung1 gan1	
攻击	gung1 gik1	
攻击力	gung1 gik1 lik6	
攻击线	gung1 gik1 sin3	
攻击性	gung1 gik1 sing3	
攻坚	gung1 gin1	
恭敬	gung1 ging3	
