开放粤语词典（耶鲁拼音调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［耶鲁拼音］	［国语解释］
故意	gu yi	
固然	gu yìhn	
顾员	gu yùhn	
癐	guih	累，疲劳
癐到死死吓	guih dou séi séi há	累得够戗，累死了，累坏了
癐拉拉	guih làaih làaih	累极了，累得不得了
癐晒	guih saai	累了
掬	gūk	憋
谷	gūk	稻谷
谷壁	gūk bīk	
谷底	gūk dái	
谷地	gūk deih	
鹄的	gūk dīk	
菊花	gūk fā	
菊花茶	gūk fā chàh	
谷古	gūk gú	可可
鞠躬	gūk gūng	
鞠躬尽瘁	gūk gūng jeuhn seuih	
掬气	gūk hei	憋气，受气
谷物	gūk maht	
谷牛	gūk ngáu	米象，象甲，米虫
焗	guhk	闷，闷热，焖
焗茶	guhk chàh	沏茶
焗亲	guhk chān	中暑，受暑
焗饭	guhk faahn	焖饭
焗炉	guhk lòuh	烤箱
焗闷	guhk muhn	闷热
焗宿气	guhk sūk hei	窝囊气
焗薯	guhk syú	烤马铃薯，烤土豆
焗热	guhk yiht	闷热
观察	gūn chaat	
观测	gūn chāk	
棺材	gūn chòih	
棺材本	gūn chòih bún	老本
莞草	gūn chóu	
官邸	gūn dái	
观点	gūn dím	
官非	gūn fēi	官司
官方	gūn fōng	
冠军	gūn gwān	
观光客	gūn gwōng haak	
观后感	gūn hauh gám	
观看	gūn hon	
官腔	gūn hōng	
观众	gūn jung	
官吏	gūn leih	
官僚	gūn liùh	
官僚习气	gūn liùh jaahp hei	
官僚资本主义	gūn liùh jī bún jyú yih	
官僚政治	gūn liùh jing jih	
官僚作风	gūn liùh jok fūng	
官僚主义	gūn liùh jyú yih	
冠冕	gūn míhn	
观念	gūn nihm	
官袍	gūn pòuh	
观赏	gūn seúng	
官司	gūn sī	
官式	gūn sīk	正式
官式访问	gūn sīk fóng mahn	正式访问，国事访问
观音兵	gūn yām bīng	护花使者
观音竹	gūn yām jūk	罗汉竹，佛肚竹
官员	gūn yúhn	
管闲事	gún hàahn sih	
馆长	gún jeúng	
馆主	gún jyú	
管理	gún léih	
管弦	gún yìhn	
管弦乐团	gún yìhn ngohk tyùhn	
贯彻	gun chit	
贯穿	gun chyūn	
贯穿力	gun chyūn lihk	
贯串	gun chyun	
罐装	gun jōng	
灌溉	gun koi	
鹳鸟	gun niúh	
盥洗	gun sái	
罐头	gun táu	
工	gūng	工作
工笔	gūng bāt	
功不可没	gūng bāt hó muht	
工笔画	gūng bāt wá	
供不应求	gūng bāt ying kàuh	
工兵	gūng bīng	
工兵连	gūng bīng lìhn	
工兵排	gūng bīng pàaih	
工兵营	gūng bīng yìhng	
公布	gūng bou	
公布栏	gūng bou làahn	
公报私仇	gūng bou sī sàuh	
公仆	gūng buhk	
供参考	gūng chāam háau	
公产	gūng cháan	
公车	gūng chē	
公车站	gūng chē jaahm	
公尺	gūng chek	
公娼	gūng cheūng	
供出	gūng cheūt	
供出同伙	gūng cheūt tùhng fó	
公厕	gūng chi	
供词	gūng chìh	
工程设计	gūng chìhng chit gai	
工程界	gūng chìhng gaai	
工程系	gūng chìhng haih	
工程项目	gūng chìhng hohng muhk	
工程师	gūng chìhng sī	
工程图	gūng chìhng tòuh	
工厂	gūng chóng	
攻打	gūng dá	
功大于过	gūng daaih yū gwo	
公德	gūng dāk	
功德	gūng dāk	
公德心	gūng dāk sām	公德观念
工地	gūng deih	
公吨	gūng deuhn	
供电	gūng dihn	
工党	gūng dóng	
功到自然成	gūng dou jih yìhn sìhng	
公道	gūng douh	
工读	gūng duhk	
攻读	gūng duhk	
供读者参考	gūng duhk jé chāam háau	
工读生	gūng duhk sāang	
公筷	gūng faai	
公法	gūng faat	
公分	gūng fān	
公愤	gūng fáhn	
工科	gūng fō	
工科大学	gūng fō daaih hohk	
工科学生	gūng fō hohk haauh	
功课	gūng fo	
功课表	gūng fo biú	
公方	gūng fōng	
公方代表	gūng fōng doih biú	
工房	gūng fòhng	
攻防	gūng fòhng	
功夫	gūng fū	
功夫	gūng fū	武术
公款	gūng fún	
工蜂	gūng fūng	
工价	gūng ga	
公斤	gūng gān	
工具	gūng geuih	
工具架	gūng geuih gá	
工具箱	gūng geuih seūng	
工具书	gūng geuih syū	
攻击	gūng gīk	
攻击力	gūng gīk lihk	
攻击线	gūng gīk sin	
攻击性	gūng gīk sing	
攻坚	gūng gīn	
恭敬	gūng ging	
恭敬不如从命	gūng ging bāt yùh chùhng mihng	
公告	gūng gou	
公告栏	gūng gou làahn	
恭恭敬敬	gūng gūng ging ging	
公公正正	gūng gūng jing jing	
公共	gūng guhng	
公共场所	gūng guhng cheùhng só	
公共厕所	gūng guhng chi só	
公共设施	gūng guhng chit sī	
公共财产	gūng guhng chòih cháan	
公共电视	gūng guhng dihn sih	
公共电话	gūng guhng dihn wá	
公共秩序	gūng guhng diht jeuih	
公共道德	gūng guhng douh dāk	
公共关系	gūng guhng gwāan haih	
公共行政	gūng guhng hàhng jing	
公共汽车	gūng guhng hei chē	
公共汽车站	gūng guhng hei chē jaahm	
公共责任	gūng guhng jaak yahm	
公共政策	gūng guhng jing chaak	
公共安全	gūng guhng ōn chyùhn	
公共事业	gūng guhng sih yihp	
公共卫生	gūng guhng waih sāng	
公关	gūng gwāan	
攻关	gūng gwāan	
功过	gūng gwo	
功过相抵	gūng gwo seūng dái	
公国	gūng gwok	
攻陷	gūng haahm	
功效	gūng haauh	
公克	gūng hāk	
攻克	gūng hāk	
恭候	gūng hauh	
恭候大驾	gūng hauh daaih ga	
恭候光临	gūng hauh gwōng làhm	
恭喜	gūng héi	
恭喜发财	gūng héi faat chòih	
公卿	gūng hīng	
恭贺	gūng hoh	
恭贺新禧	gūng hoh sān hēi	
公开	gūng hōi	
公开赛	gūng hōi choi	
公开信	gūng hōi seun	
公海	gūng hói	
公债	gūng jaai	
公债券	gūng jaai hyun	
公仔	gūng jái	洋娃娃，小人儿
公仔面	gūng jái mihn	方便面，泡面，快熟面，速食面
公仔书	gūng jái syū	漫画，连环画，小人书
公爵	gūng jeuk	
工长	gūng jeúng	
工匠	gūng jeuhng	
工资	gūng jī	
公子	gūng jí	
公治	gūng ji	公司三明治
工字型	gūng jih yìhng	
攻占	gūng jim	
弓箭	gūng jin	
弓箭手	gūng jin sáu	
工整	gūng jíng	
公正	gūng jing	
公正不阿	gūng jing bāt ngō	
工作	gūng jok	
工作队	gūng jok deuih	
工作裤	gūng jok fu	
工作服	gūng jok fuhk	
工作者	gūng jok jé	
工作证	gūng jok jing	
工作装	gūng jok jōng	
工作组	gūng jok jóu	
工作狂	gūng jok kwòhng	
工作室	gūng jok sāt	
工作小组	gūng jok siú jóu	
工作台	gūng jok tòih	
工作人员	gūng jok yàhn yùhn	
工作日	gūng jok yaht	
工装	gūng jōng	
供状	gūng johng	
恭祝	gūng jūk	
公众	gūng jung	
公众场所	gūng jung cheùhng só	
公主	gūng jyú	
公契	gūng kai	整座楼宇的买卖合约
供给	gūng kāp	
供求	gūng kàuh	
工区	gūng kēui	
公顷	gūng kíng	
功亏一篑	gūng kwāi yāt gwaih	
公立	gūng laahp	
公立学校	gūng laahp hohk haauh	
公立医院	gūng laahp yī yuhn	
供楼	gūng láu	楼房分期供款
公厘	gūng lèih	
公理	gūng léih	
公里	gūng léih	
供旅客休息	gūng léuih haak yāu sīk	
公历	gūng lihk	
功力	gūng lihk	
工龄	gūng lìhng	
功劳	gūng lòuh	
公文	gūng màhn	
公民	gūng màhn	
公民课	gūng màhn fo	
公民权	gūng màhn kyùhn	
公文信	gūng màhn seun	
公文书	gūng màhn syū	
公民投票	gūng màhn tàuh piu	
公物	gūng maht	
公亩	gūng máuh	
功名	gūng mìhng	
攻无不克	gūng mòuh bāt hāk	
公务	gūng mouh	
公墓	gūng mouh	
公务人员	gūng mouh yàhn yùhn	
公务员	gūng mouh yùhn	
功能	gūng nàhng	
功能键	gūng nàhng gihn	
工蚁	gūng ngáih	
工艺	gūng ngaih	
工艺品	gūng ngaih bán	
工艺美术	gūng ngaih méih seuht	
工农	gūng nùhng	
工农业	gūng nùhng yihp	
工农业总产值	gūng nùhng yihp júng cháan jihk	
供暖	gūng nyúhn	
公安部	gūng ōn	
公安部	gūng ōn bouh	
公安法	gūng ōn faat	
公安局	gūng ōn guhk	
公安人员	gūng ōn yàhn yùhn	
公平	gūng pìhng	
公平待遇	gūng pìhng doih yuh	
攻破	gūng po	
攻势	gūng sai	
公审	gūng sám	
功臣	gūng sàhn	
攻守	gūng sáu	
公社	gūng séh	
供需	gūng sēui	
供水	gūng séui	
恭顺	gūng seuhn	
工伤	gūng seūng	
工商	gūng seūng	
工商界	gūng seūng gaai	
工商管理	gūng seūng gún léih	
工商专科	gūng seūng jyūn fō	
工商业	gūng seūng yihp	
工商业界	gūng seūng yihp gaai	
公司	gūng sī	
公私	gūng sī	
公私不分	gūng sī bāt fān	
公私分明	gūng sī fān mìhng	
公私兼顾	gūng sī gīm gu	
公私合营	gūng sī hahp yìhng	
公使	gūng si	
公事	gūng sih	
公事包	gūng sih bāau	
公事喼	gūng sih gīp	手提箱
公事公办	gūng sih gūng baahn	
公式	gūng sīk	
公式化	gūng sīk fa	
公升	gūng sīng	
功成名就	gūng sìhng mìhng jauh	
功成名遂	gūng sìhng mìhng seuih	
供销	gūng siū	
公数	gūng sou	公司的开支，公家的开支
公投	gūng tàuh	
工头	gūng tàuh	
宫廷	gūng tìhng	
公帑	gūng tóng	
恭维	gūng wàih	
工会	gūng wuí	
供欣赏	gūng yān seúng	
供人	gūng yàhn	
工人	gūng yàhn	
工人阶级	gūng yàhn gāai kāp	
工人运动	gūng yàhn wahn duhng	
公休日	gūng yāu yaht	
公有	gūng yáuh	
公有制	gūng yáuh jai	
公有土地	gūng yáuh tóu deih	
公约	gūng yeuk	
供养	gūng yeúhng	
公益	gūng yīk	
公然	gūng yìhn	
弓弦	gūng yìhn	
公然反对	gūng yìhn fáan deui	
供应	gūng ying	
公营	gūng yìhng	
恭迎	gūng yìhng	
公营企业	gūng yìhng kéih yihp	
供认	gūng yihng	
公认	gūng yihng	
工业	gūng yihp	
工业化	gūng yihp	
工业部	gūng yihp bouh	
工业设计	gūng yihp chit gai	
工业化学	gūng yihp fa hohk	
工业界	gūng yihp gaai	
工业革命	gūng yihp gaak mihng	
工业港	gūng yihp góng	
工业国	gūng yihp gwok	
工业国家	gūng yihp gwok gā	
工业中心	gūng yihp jūng sām	
工业区	gūng yihp kēui	
工业时代	gūng yihp sìh doih	
工业园区	gūng yihp yùhn kēui	
公寓	gūng yuh	
公园	gūng yún	
公元前	gūng yùhn chìhn	
公用	gūng yuhng	
公用电话	gūng yuhng dihn wá	
贡	gung	钻，乱走，乱跑，爬着鉆，蠕动
供品	gung bán	
贡品	gung bán	
供佛	gung fāt	
供奉	gung fuhng	
贡奉	gung fuhng	
供果	gung gwó	
贡吓贡吓	gung háh gung háh	钻来钻去，到处乱串
贡献	gung hin	
贡献者	gung hin jé	
供桌	gung jeuk	
供职	gung jīk	
供祖宗	gung jóu jūng	
贡嚟贡去	gung lèih gung heui	钻来钻去，到处乱串
供神	gung sàhn	
供事	gung sih	
供鲜花	gung sīn fā	
贡入	gung yahp	钻进
供养	gung yeúhng	
共鸣	gùhng mìhng	
共	guhng	和，同，跟，与
共	guhng	凑，参与
共产	guhng cháan	
共产党	guhng cháan dóng	
共产主义	guhng cháan jyú yih	
共处一室	guhng chyúh yāt sāt	
共存	guhng chyùhn	
共犯	guhng fáan	
共享	guhng heúng	
共聚	guhng jeuih	
共聚一堂	guhng jeuih yāt tòhng	
共勉之	guhng míhn jī	
共识	guhng sīk	
共同	guhng tùhng	
共同点	guhng tùhng dím	
共同市场	guhng tùhng síh cheùhng	
共同性	guhng tùhng sing	
共同语	guhng tùhng yúh	
共和党	guhng wòh dóng	
共和国	guhng wòh gwok	
共和制	guhng wòh jai	
共一份	guhng yāt fahn	凑上一份
共有	guhng yáuh	
豁	guht	咕嘟
豁	guht	喝
豁豁声	guht guht sēng	咕嘟咕嘟地响
瓜椗	gwā ding	瓜蒂
呱呱叫	gwā gwā giu	
瓜果	gwā gwó	
瓜籽	gwā jí	
瓜咗	gwā jó	死了
瓜老衬	gwā lóuh chan	死了
瓜褦藤，藤褦瓜	gwā nang tàhng tàhng nang gwā	瓜瓜蔓蔓互相牵连
瓜田李下	gwā tìhn léih hah	
瓜田李下之嫌	gwā tìhn léih hah jī yìhm	
寡不敌众	gwá bāt dihk jung	
寡妇	gwá fúh	
寡居	gwá gēui	
寡廉鲜耻	gwá lìhm sín chí	
寡佬	gwá lóu	光棍，单身汉
寡母婆	gwá móuh pó	寡妇
寡婆	gwá pòh	寡妇
寡头	gwá tàuh	
寡头政治	gwá tàuh jing jih	
寡欲	gwá yuhk	
啩	gwa	吧
挂钩	gwa gāu	
挂号处	gwa houh chyu	
挂号费	gwa houh fai	
挂号信	gwa houh seun	
挂钟	gwa jūng	
挂住	gwa jyuh	想念，挂念
挂面	gwa mihn	
挂念	gwa nihm	
挂屏	gwa píng	
挂羊头卖狗肉	gwa yeùhng tàuh maaih gáu yuhk	
乖巧	gwāai háau	
拐杖	gwáai jeúng	
怪	gwaai	奇怪
怪病	gwaai behng	
怪诞	gwaai daan	
怪诞不经	gwaai daan bāt gīng	
怪叫	gwaai giu	
怪怪	gwaai gwaai	
怪罪	gwaai jeuih	
怪之得	gwaai jī dāk	怪不得，难怪
怪哉	gwaai jōi	
怪里怪气	gwaai léuih gwaai hei	
怪论	gwaai leuhn	
怪唔得	gwaai m̀h dāk	难怪，怪不得
怪唔之得	gwaai m̀h jī dāk	怪不得，难怪
怪物	gwaai maht	
怪模怪样	gwaai mòuh gwaai yeuhng	
怪癖	gwaai pīk	
怪兽	gwaai sau	
怪石	gwaai sehk	
怪石嶙峋	gwaai sehk leùhn seūn	
怪声怪气	gwaai sēng gwaai hei	
怪事	gwaai sih	
怪笑	gwaai siu	
怪谈	gwaai tàahm	
怪胎	gwaai tōi	
怪人	gwaai yàhn	
怪异	gwaai yih	
掴	gwaak	打耳光
掴一巴掌	gwaak yāt bā jeúng	打一个耳光
掴耳光	gwaak yíh gwōng	
关押	gwāan aat	
关闭	gwāan bai	
关切	gwāan chit	
关刀	gwāan dōu	
关防	gwāan fòhng	
鳏夫	gwāan fū	
鳏居	gwāan gēui	
关键	gwāan gihn	
关键字	gwāan gihn jih	
关键问题	gwāan gihn mahn tàih	
关键时刻	gwāan gihn sìh hāk	
关键性	gwāan gihn sing	
鳏寡	gwāan gwá	
鳏寡孤独	gwāan gwá gū duhk	
关系	gwāan haih	
关口	gwāan háu	
关节	gwāan jit	
关节痛	gwāan jit tung	
关节炎	gwāan jit yìhm	
关注	gwāan jyu	
关卡	gwāan ká	
关联	gwāan lyùhn	
关联性	gwāan lyùhn sing	
关庙	gwāan miuh	
关外	gwāan ngoih	
关内	gwāan noih	
关爱	gwāan oi	
关心	gwāan sām	
关税	gwāan seui	
关怀	gwāan wàaih	
关人！	gwāan yàhn	管他呢！
关于	gwāan yū	
惯	gwaan	习惯
躀	gwaan	摔，跌，摔跤，跌跤
惯贼	gwaan chaahk	
躀低	gwaan dāi	摔倒，跌倒
惯犯	gwaan fáan	
躀跤	gwaan gāau	摔跤，跌跤
关照	gwaan jiu	
惯咗	gwaan jó	习惯了
惯咗喇	gwaan jó la	习惯了啦
躀咗一跤	gwaan jó yāt gāau	摔了一跤
惯例	gwaan laih	
惯常	gwaan seùhng	
惯性	gwaan sing	
惯性定律	gwaan sing dihng leuht	
惯性作用	gwaan sing jok yuhng	
惯性力	gwaan sing lihk	
惯窃	gwaan sit	
惯坏	gwaan waaih	
惯于	gwaan yū	
惯用	gwaan yuhng	
惯用语	gwaan yuhng yúh	
刮风	gwaat fūng	
刮脸	gwaat líhm	
刮痧	gwaat sā	
刮削	gwaat seuk	剥削，克扣
龟	gwāi	乌龟
归并	gwāi bing	
龟鳖	gwāi bit	
龟卜	gwāi būk	
归程	gwāi chìhng	
龟蛋	gwāi dáan	龟儿子，王八蛋
归队	gwāi deuih	
归档	gwāi dong	
归化	gwāi fa	
归返	gwāi fáan	
龟甲	gwāi gaap	
归根	gwāi gān	
归根到底	gwāi gān dou dái	
归根究底	gwāi gān gau dái	
归根结底	gwāi gān git dái	
归根结蒂	gwāi gān git dai	
归咎	gwāi gau	
归咎于	gwāi gau yū	
归结	gwāi git	
归功	gwāi gūng	
龟公	gwāi gūng	拉皮条的
龟公	gwāi gūng	王八，戴绿帽子的人
归功于	gwāi gūng yū	
归国	gwāi gwok	
归去	gwāi heui	
归乡	gwāi heūng	
龟壳	gwāi hok	
龟壳花	gwāi hok fā	
归罪	gwāi jeuih	
归罪于	gwāi jeuih yū	
归类	gwāi leuih	
归类法	gwāi leuih faat	
归路	gwāi louh	
龟纹	gwāi màhn	
归纳	gwāi naahp	
归纳法	gwāi naahp faat	
闺女	gwāi néuih	
归案	gwāi on	
龟婆	gwāi pó	鸨母，老鸨
归西	gwāi sāi	
龟筮	gwāi saih	
归心似箭	gwāi sām chíh jin	
归顺	gwāi seuhn	
龟缩	gwāi sūk	
归属	gwāi suhk	
归属于	gwāi suhk yū	
龟头	gwāi tàuh	
归天	gwāi tīn	
归途	gwāi tòuh	
归还	gwāi wàahn	
归位	gwāi waih	
归位键	gwāi waih gihn	
归入	gwāi yahp	
圭臬	gwāi yiht	
鲑鱼	gwāi yùh	
龟肉	gwāi yuhk	
诡秘	gwái bei	
鬼才	gwái chòih	
鬼打鬼	gwái dá gwái	狗咬狗，自己人打自己人
轨道	gwái douh	
鬼火	gwái fó	
鬼斧神工	gwái fú sàhn gūng	
诡计	gwái gai	
诡计多端	gwái gai dō dyūn	
鬼咁…	gwái gam	非常…，极为…，怪…的
鬼叫你…	gwái giu néih	谁叫你…？
鬼故事	gwái gu sih	
鬼鬼哋	gwái gwái dei	洋里洋气
鬼鬼祟祟	gwái gwái seuih seuih	
鬼鬼鼠鼠	gwái gwái syú syú	鬼鬼祟祟
鬼仔	gwái jái	外国男孩，外国小孩
鬼知	gwái jī	谁知，谁晓得
鬼黠	gwái kit	
鬼佬	gwái lóu	外国人，洋人，老外，洋鬼子
鬼唔知咩	gwái m̀h jī mē	谁不知道？谁不知道哇
鬼马	gwái máh	鬼点子多，狡猾，不正经，滑头，灵巧古怪
鬼迷心窍	gwái màih sām hiu	
鬼魅	gwái meih	
鬼魔	gwái mō	
鬼妹	gwái muī	外国女孩，外国少女，外国姑娘
鬼门关	gwái mùhn gwāan	
鬼五马六	gwái ńgh máh luhk	乌七八糟，狡猾古怪，不正经，见不得人的
鬼屋	gwái ngūk	
鬼婆	gwái pó	外国女人，洋女人，外国妇女
鬼杀咁嘈	gwái saat gam chòuh	吵死了，大声嚷嚷，吵得要命，大吵大闹
鬼神	gwái sàhn	
鬼死	gwái séi	极度，要命，非常
鬼死咁…	gwái séi gam	极度…，非常…，…要命
鬼祟	gwái seuih	
鬼上身	gwái seúhng sān	胡说八道，语无伦次
鬼上身	gwái seúhng sān	鬼魂缠身，被鬼附体，被鬼附身
鬼使神差	gwái sí sàhn chāai	
鬼食泥	gwái sihk nàih	不清不楚
鬼销	gwái siū	洋销
鬼鼠	gwái syú	鬼祟
鬼头	gwái tàuh	洋上司
鬼头鬼脑	gwái tàuh gwái nóuh	
鬼胎	gwái tōi	
鬼话连篇	gwái wá lìhn pīn	
鬼魂	gwái wàhn	
鬼混	gwái wahn	
鬼蜮	gwái wihk	
诡异	gwái yih	
鬼影都冇只	gwái yíng dōu móuh jek	一个人影都没有
贵宾	gwai bān	
贵到飞起	gwai dou fēi héi	非常贵
季度	gwai douh	
季风	gwai fūng	
贵金属	gwai gām suhk	
桂冠	gwai gūn	
季军	gwai gwān	
季军奖	gwai gwān jeúng	
季刊	gwai hón	
季节	gwai jit	
季节风	gwai jit fūng	
季节性	gwai jit sing	
贵族政治	gwai juhk jing jih	
贵重	gwai juhng	
贵利	gwai léi	高利贷，阎王账
柜	gwaih	柜橱
跪拜	gwaih baai	
跪低	gwaih dāi	跪下
跪地	gwaih deih	
跪地求饶	gwaih deih kàuh yiùh	
馈赠	gwaih jahng	
跪荐	gwaih jín	跪拜时的垫子
柜面	gwaih mín	柜台
柜台	gwaih tói	
柜桶	gwaih túng	抽屉
军备	gwān beih	
军备品	gwān beih bán	
军车	gwān chē	
军队	gwān deuih	
军法	gwān faat	
军法官	gwān faat gūn	
军法审判	gwān faat sám pun	
军费	gwān fai	
军训	gwān fan	
军阀	gwān faht	
军阀主义	gwān faht jyú yih	
军火	gwān fó	
军火库	gwān fó fu	
军火商	gwān fó seūng	
军方	gwān fōng	
军服	gwān fuhk	
军界	gwān gaai	
军机	gwān gēi	
军纪	gwān géi	
军警	gwān gíng	
军歌	gwān gō	
军官	gwān gūn	
军官学校	gwān gūn hohk haauh	
军官团	gwān gūn tyùhn	
军管	gwān gún	
军管区	gwān gún kēui	
军功	gwān gūng	
军国	gwān gwok	
军国主义	gwān gwok jyú yih	
军械	gwān haaih	
军械库	gwān haaih fu	
军衔	gwān hàahm	
军校	gwān haauh	
军靴	gwān hēu	
军饷	gwān heúng	
军犬	gwān hyún	
军制	gwān jai	
君真	gwān jān	认真，公道，不含糊，照章办事，公正严谨
君之	gwān jī	反正，横竖
君子动口不动手	gwān jí duhng háu bāt duhng sáu	
君子协定	gwān jí hip dihng	
君子好逑	gwān jí hóu kàuh	
君子之交	gwān jí jī gāau	
君子之交淡如水	gwān jí jī gāau dàahm yùh séui	
军职	gwān jīk	
军政	gwān jing	
军政府	gwān jing fú	
军政权	gwān jing kyùhn	
军政时期	gwān jing sìh kèih	
军政人员	gwān jing yàhn yùhn	
军装	gwān jōng	
军种	gwān júng	
君主	gwān jyú	
君主国	gwān jyú gwok	
君主制	gwān jyú jai	
君主主义	gwān jyú jyú yih	
君主专制	gwān jyú jyūn jai	
君主专政	gwān jyú jyūn jing	
君主权	gwān jyú kyùhn	
君主立宪制	gwān jyú laahp hin jai	
军旗	gwān kèih	
军区	gwān kēui	
军规	gwān kwāi	
君权	gwān kyùhn	
军权	gwān kyùhn	
军舰	gwān laahm	
军礼	gwān láih	
君临天下	gwān làhm tīn hah	
军旅	gwān léuih	
军粮	gwān leùhng	
军律	gwān leuht	
军力	gwān lihk	
军令	gwān lihng	
军马	gwān máh	
军民	gwān màhn	
军民一家	gwān màhn yāt gā	
军务	gwān mouh	
军帽	gwān mouh	
军乐	gwān ngohk	
军乐队	gwān ngohk deuih	
军心	gwān sām	
军需	gwān sēui	
军需品	gwān sēui bán	
军师	gwān sī	
军事	gwān sih	
军士	gwān sih	
军事化	gwān sih fa	
军事法庭	gwān sih faat tìhng	
军事训练	gwān sih fan lihn	
军事家	gwān sih gā	
军事基地	gwān sih gēi deih	
军事顾问	gwān sih gu mahn	
军事行动	gwān sih hàhng duhng	
军事学校	gwān sih hohk haauh	
军事学院	gwān sih hohk yuhn	
军事区	gwān sih kēui	
军事委员	gwān sih wái yùhn	
军事委员会	gwān sih wái yùhn wuih	
军事演习	gwān sih yín jaahp	
军属	gwān suhk	
军团	gwān tyùhn	
军威	gwān wāi	
军委	gwān wái	
均匀	gwān wàhn	
君王	gwān wòhng	
军援	gwān wùhn	
军人	gwān yàhn	
军医	gwān yī	
军营	gwān yìhng	
军用	gwān yuhng	
军用品	gwān yuhng bán	
军用机场	gwān yuhng gēi cheùhng	
军用物资	gwān yuhng maht jī	
