開放粵語詞典（粵語拼音字調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［粵語拼音］	［國語解釋］
過渡	guô dòw	
過檔	guô dông	跳槽，調職
過冬	guô dönk	過冬至，過冬節
過份	guô fànt	
過埠	guô fàw	出洋，出國，去外國，漂洋過海
過火	guô fõ	過份，過頭
過骨	guô guät	過關
過幾日	guô gẽy yàt	過幾天
過去	guô hôy	
過海	guô hõi	渡江
過海	guô hõi	去澳門賭錢
過則勿憚改	guô jäk màt dàn gõi	
過造	guô jòw	旺季已過
過載	guô jôi	
過咗火	guô jõ fõ	過了，過份了，過了頭
過咗身	guô jõ sänt	去世
過嚟	guô ley	過來
過籠	guô lonk	過了頭
過慮	guô lòy	
過濾器	guô lòy hêy	
過敏	guô mánt	
過樹榕	guô seù yonk	灰鼠蛇，細紋南蛇
過時補水	guô si bõw sõy	加班費
過身	guô sänt	去世
過剩	guô sènk	
過水	guô sõy	涮，汆
過雲雨	guô want yeú	陣雨
過癮	guô yãnt	
過夜	guô yè	
過意得去	guô yî däk hôy	心安理得
過五關斬六將	guô ǹg guän jãm lòk jeông	
國賓	guôg bänt	
國步艱難	guôg bòw gän nan	
國寶	guôg bõw	
國寶級	guôg bõw käp	
國情	guôg cenk	
國賊	guôg càg	
國策	guôg câg	
國策顧問	guôg câg gû mànt	
國產	guôg cãn	
國產品	guôg cãn bãnt	
國恥	guôg cî	
國大	guôg dài	
國大代表	guôg dài dòi bĩu	
國定	guôg dènk	
國定假日	guôg dènk gâ yàt	
國定紀念日	guôg dènk gẽy nìm yàt	
國代	guôg dòi	
國代選舉	guôg dòi seũn gõy	
國道	guôg dòw	
國度	guôg dòw	
國都	guôg döw	
國防	guôg fong	
國防部	guôg fong bòw	
國防部長	guôg fong bòw jeõng	
國防工業	guôg fong gönk yìb	
國花	guôg fä	
國徽	guôg fäy	
國貨	guôg fô	
國父	guôg fù	
國庫	guôg fû	
國庫券	guôg fû heûn	
國富民強	guôg fû mant keong	
國富民安	guôg fû mant ön	
國腳	guôg geôg	
國君	guôg guänt	
國格	guôg gâg	
國界	guôg gâi	
國界線	guôg gâi sîn	
國教	guôg gâu	
國計民生	guôg gây mant sänk	
國家	guôg gä	
國家標準	guôg gä bïu jõnt	
國家隊	guôg gä dòy	
國家化	guôg gä fâ	
國家機關	guôg gä gëy guän	
國家機器	guôg gä gëy hêy	
國家機構	guôg gä gëy kâw	
國家機密	guôg gä gëy màt	
國家公園	guôg gä gönk yeun	
國家考試	guôg gä hãu sî	
國家興亡	guôg gä hënk mong	
國家主義	guôg gä jeũ yì	
國家制度	guôg gä jây dòw	
國家至上	guôg gä jî seòng	
國家資本主義	guôg gä jï bũn jeũ yì	
國家權力	guôg gä keun lèk	
國家權力機關	guôg gä keun lèk gëy guän	
國家利益	guôg gä lèy yëk	
國家銀行	guôg gä ngant hong	
國家社會主義	guôg gä sé wùi jeũ yì	
國家圖書館	guôg gä tow seü gũn	
國家元首	guôg gä yeun sãw	
國家預算	guôg gä yeù seûn	
國家安全	guôg gä ön ceun	
國交	guôg gäu	
國歌	guôg gö	
國境	guôg gẽnk	
國境線	guôg gẽnk sîn	
國慶	guôg hênk	
國慶節	guôg hênk jîd	
國慶日	guôg hênk yàt	
國學	guôg hòg	
國號	guôg hòw	
國債	guôg jâi	
國際	guôg jây	
國際標準	guôg jây bïu jõnt	
國際帝國主義	guôg jây dây guôg jeũ yì	
國際都市	guôg jây döw sí	
國際化	guôg jây fâ	
國際法	guôg jây fâd	
國際法庭	guôg jây fâd tenk	
國際法院	guôg jây fâd yeùn	
國際慣例	guôg jây guân lày	
國際關係	guôg jây guän hày	
國際經濟	guôg jây gënk jây	
國際機場	guôg jây gëy ceong	
國際公法	guôg jây gönk fâd	
國際公約	guôg jây gönk yeôg	
國際觀	guôg jây gün	
國際主義	guôg jây jeũ yì	
國際勞動節	guôg jây low dònk jîd	
國際貿易	guôg jây màw yèk	
國際舞台	guôg jây mów toi	
國際市場	guôg jây sí ceong	
國際私法	guôg jây sï fâd	
國際換日線	guôg jây wùn yàt sîn	
國際音標	guôg jây yämp bïu	
國籍	guôg jèk	
國葬	guôg jông	
國旗	guôg key	
國舅	guôg káw	
國劇	guôg kèg	
國企	guôg kéy	
國立	guôg làb	
國立大學	guôg làb dài hòg	
國力	guôg lèk	
國民	guôg mant	
國文	guôg mant	
國民大會	guôg mant dài wùi	
國民大會代表	guôg mant dài wùi dòi bĩu	
國民黨	guôg mant dõng	
國民軍	guôg mant guänt	
國民經濟	guôg mant gënk jây	
國民經濟計劃	guôg mant gënk jây gây wàg	
國民生產	guôg mant sänk cãn	
國民生產總值	guôg mant sänk cãn jõnk jèk	
國民生產毛額	guôg mant sänk cãn mow ngàg	
國民身分證	guôg mant sänt fànt jênk	
國名	guôg menk	
國門	guôg mun	
國貿	guôg màw	
國務部長	guôg mòw bòw jeõng	
國務卿	guôg mòw hënk	
國務院	guôg mòw yeùn	
國難	guôg nan	
國樂	guôg ngòg	
國樂團	guôg ngòg teun	
國外	guôg ngòi	
國外貿易	guôg ngòi màw yèk	
國外市場	guôg ngòi sí ceong	
國內	guôg nòi	
國內貿易	guôg nòi màw yèk	
國內外	guôg nòi ngòi	
國內生產	guôg nòi sänk cãn	
國內市場	guôg nòi sí ceong	
國破家亡	guôg pô gä mong	
國片	guôg pĩn	
國片展	guôg pĩn jĩn	
國片商	guôg pĩn seöng	
國殤	guôg seöng	
國勢	guôg sây	
國璽	guôg sãi	
國手	guôg sãw	
國色	guôg sëk	
國色天香	guôg sëk tïn heöng	
國事	guôg sì	
國事犯	guôg sì fãn	
國師	guôg sï	
國術	guôg sòt	
國粹	guôg sòy	
國稅	guôg sôy	
國稅局	guôg sôy gòk	
國史	guôg sĩ	
國泰民安	guôg tâi mant ön	
國帑	guôg tõng	
國土	guôg tõw	
國魂	guôg want	
國王	guôg wong	
國運昌隆	guôg wànt ceöng lonk	
國畫	guôg wã	
國畫家	guôg wã gä	
國威	guôg wäy	
腘窩	guôg wö	
國會	guôg wùi	
國會制	guôg wùi jây	
國會議員	guôg wùi yí yeun	
國營	guôg yenk	
國營企業	guôg yenk kéy yìb	
國營商業	guôg yenk seöng yìb	
國營事業	guôg yenk sì yìb	
國語	guôg yeú	
國語羅馬字	guôg yeú lo má jì	
國有	guôg yáw	
國有化	guôg yáw fâ	
國宴	guôg yîn	
國醫	guôg yï	
桄子	guông jĩ	
裹腳	guõ geôg	
果醬	guõ jeông	
果汁	guõ jäp	
果占	guõ jëm	果醬
果占麵包	guõ jëm mìn bäu	果醬麵包
果脯	guõ põw	
果蠅	guõ yenk	
果然	guõ yin	
廣播	guõng bô	
廣播劇	guõng bô kèg	
廣播台	guõng bô toi	
廣場	guõng ceong	
廣大	guõng dài	
廣東話	guõng dönk wã	
廣泛	guõng fân	
廣闊	guõng fûd	
廣告	guõng gôw	
廣告牌	guõng gôw pai	
廣州話	guõng jäw wã	
廣袤	guõng màu	
誑語	guõng yeú	
光筆	guöng bät	
光波	guöng bö	
光瞠瞠	guöng cang cang	刺目，亮堂堂，很光亮，很明亮，很亮堂，光亮耀眼
光纖	guöng cïm	
光彩	guöng cõi	
光彩奪目	guöng cõi deùd mòk	
光速	guöng cök	
光束	guöng cök	
光碟	guöng dìb	
光電	guöng dìn	
光電效應	guöng dìn hàu yênk	
光度	guöng dòw	
光度表	guöng dòw bĩu	
光度計	guöng dòw gây	
光輝	guöng fäy	
光復	guöng fòk	
光怪陸離	guöng guâi lòk ley	
光棍	guöng guânt	騙子，無賴
光棍	guöng guânt	
光顧	guöng gû	
光管	guöng gũn	日光燈
光合	guöng hàb	
光合作用	guöng hàb jôg yònk	
光學	guöng hòg	
光澤	guöng jàg	
光照	guöng jîu	
光宗耀祖	guöng jönk yìu jõw	
桄榔	guöng long	
光纜	guöng làm	
光溜	guöng làw	
光溜溜	guöng làw làw	
光明	guöng menk	
光明正大	guöng menk jênk dài	
光明磊落	guöng menk lóy lòg	
光芒	guöng mong	
光物理	guöng màt léy	
光年	guöng nin	
光譜	guöng põw	
光譜分析	guöng põw fänt sëk	
光譜線	guöng põw sîn	
光譜儀	guöng põw yi	
光線	guöng sîn	
光頭	guöng taw	
光頭佬	guöng taw lõw	禿子
光脫脫	guöng teüd teüd	光禿禿，光溜溜，赤條條
光天化日	guöng tïn fâ yàt	
光天化日之下	guöng tïn fâ yàt jï hà	
光禿禿	guöng tök	
光華	guöng wa	
光環	guöng wan	
光榮	guöng wenk	
光滑	guöng wàd	
光暈	guöng wànt	
光源	guöng yeun	
光陰	guöng yämp	
光陰似箭	guöng yämp cí jîn	
光陰荏苒	guöng yämp yámp yím	
光耀	guöng yìu	
炯炯有神	guẽnk guẽnk yáw sant	
迥然	guẽnk yin	
迥然不同	guẽnk yin bät tonk	
迥異	guẽnk yì	
曱甴	gàd jàd	蟑螂
曱甴屎	gàd jàd sĩ	雀斑
撳	gàmp	按
撳錢	gàmp cĩn	提款
撳釘	gàmp dëng	圖釘，摁釘
撳機	gàmp gëy	提款
撳掣	gàmp jây	按電鈕，按鈕
撳鐘	gàmp jönk	按門鈴
撳門鐘	gàmp mun jönk	按門鈴
近處	gànt ceû	
近代	gànt dòi	
近住	gànt jeù	靠近，接近
近在咫尺	gànt jòi jĩ cêg	
近來	gànt loi	
近排	gànt pãi	近來
近視	gànt sì	
䀹	gàp	盯，盯著看
䀹住	gàp jeù	監視，盯死
䀹住佢	gàp jeù kóy	盯死他
趷	gàt	瘸腿，跛行
趷跛跛	gàt bäy bäy	單腳跳
疙瘩	gàt dâb	
趷腳	gàt geôg	瘸腿
吃口吃舌	gàt hãw gàt sìd	結結巴巴
趷起	gàt hẽy	翹起
趷起手指公	gàt hẽy sãw jĩ gönk	翹起大拇指
趷起身	gàt hẽy sänt	欠起身
趷起條尾	gàt hẽy tiu méy	翹起尾巴
趷路	gàt lòw	滾蛋
嚿	gàw	塊
舊底	gàw dãy	從前，以前，舊時，過去
舊陣時	gàw jànt si	過去
舊俗	gàw jòk	
舊曆	gàw lèk	農曆
舊年	gàw nin	去年
舊時	gàw si	從前，過去，以前
舊日	gàw yàt	過去
[噶]	gâ	的，的呀
駕崩	gâ bänk	
架步	gâ bòw	地下妓院
架步	gâ bòw	色情場所
駕步	gâ bòw	架勢
價錢	gâ cin	
架罉	gâ cäng	工具
駕車	gâ cë	
架車死咗火	gâ cë sẽy jõ fõ	車子拋錨了
駕到	gâ dôw	
咖啡	gâ fë	
咖啡館	gâ fë gũn	
咖啡漬	gâ fë jëk	咖啡的污跡
價格	gâ gâg	
嫁狗隨狗	gâ gãw coy gãw	
嫁雞隨雞	gâ gäy coy gäy	
駕鶴西歸	gâ hòg säy guäy	
價值	gâ jèk	
價值觀	gâ jèk gün	
嫁接	gâ jîb	
嫁接法	gâ jîb fâd	
駕照	gâ jîu	
嫁妝	gâ jöng	
噶啦	gâ la	嗎
噶喇	gâ lâ	的，的了
咖喱	gâ lëy	
架勢	gâ sây	威風，了不起，堂皇
駕駛	gâ sãy	
駕駛艙	gâ sãy cöng	
駕駛執照	gâ sãy jäp jîu	
駕駛座	gâ sãy jò	
駕駛者	gâ sãy jẽ	
駕駛盤	gâ sãy pun	
駕駛室	gâ sãy sät	
駕駛人	gâ sãy yant	
駕駛員	gâ sãy yeun	
家生	gâ säng	工具，武器
嫁禍	gâ wò	
嫁禍於人	gâ wò yeü yant	
嫁人	gâ yant	
駕馭	gâ yeù	
駕御	gâ yeù	
假日	gâ yàt	
合	gâb	湊，聚合，連同
夾	gâb	與，和，而且
甲蟲	gâb conk	
合錢	gâb cĩn	湊錢，共同出資
合錢送禮	gâb cĩn sônk láy	湊份子
蛺蝶	gâb dìb	
合檔	gâb dông	合作，配合
合份	gâb fànt	合伙，合股
合份送禮	gâb fànt sônk láy	湊份子
夾計	gâb gãy	合謀，串通
合計	gâb gãy	串通，合謀
夾口供	gâb hãw gönk	串通口供，統一口供
夾住	gâb jeù	夾著
合埋	gâb mai	合起來，合在一起，算在一起，湊起來
合埋有幾多？	gâb mai yáw gẽy dö	湊起來有多少？
合埋一齊去	gâb mai yät cay hôy	搭伙一塊兒去
夾萬	gâb màn	保險箱，保險櫃
夾硬	gâb ngàng	硬著，硬的，硬是
夾硬要佢去	gâb ngàng	硬是要他去
夾硬迫入去	gâb ngàng	硬著擠進去
夾襖	gâb ngôw	
夾衲	gâb nàb	夾衣
夾被	gâb péy	
合手	gâb sãw	緊密配合
合手合脚	gâb sãw gâb geôg	互相配合，一齊動手
挾餸	gâb sônk	夾菜，搛菜
甲烷	gâb yeun	
隔	gâg	距離，間隔
隔	gâg	濾，過濾，濾去
胳臂	gâg bêy	
隔壁	gâg bëk	
胳膊	gâg bôg	
胳膀	gâg bôg	
隔牆有耳	gâg ceong yáw yí	
革除	gâg coy	
格調	gâg dìu	
格價	gâg gâ	比價，打聽價格，互相比較
格局	gâg gòk	
隔閡	gâg hàt	
隔開	gâg höi	
格仔	gâg jãy	格子，格兒
格仔餅	gâg jãy bẽng	格子鬆餅，格子餅，窩夫
格仔紙	gâg jãy jĩ	方格紙，坐標紙
格仔裙	gâg jãy kuant	花格裙子
格仔恤	gâg jãy söt	花格襯衫
隔渣	gâg jä	過濾渣滓
革職	gâg jëk	
胳肢窩	gâg jï wö	
隔咗咁耐	gâg jõ gâmp nòi	這麼久了，已經這麼久了，隔了這麼長時間
隔籬	gâg ley	隔壁，鄰居，旁邊
隔籬飯香	gâg ley fàn heöng	外國的月亮比較圓
隔籬鄰舍	gâg ley lont sê	鄰居，街坊
隔籬屋	gâg ley ngök	隔壁鄰居
胳肋底	gâg läg dãy	腋下，胳膊窩，腋窩，胳肢窩
胳肋底毛	gâg läg dãy mow	腋毛
革履	gâg léy	
革命	gâg mènk	
革命黨	gâg mènk dõng	
革命化	gâg mènk fâ	
革命軍	gâg mènk guänt	
革命家	gâg mènk gä	
革命戰爭	gâg mènk jîn jänk	
革命知識份子	gâg mènk jï sëk fànt jĩ	
革命文學	gâg mènk mant hòg	
革命委員	gâg mènk wãy yeun	
革命委員會	gâg mènk wãy yeun wùi	
革命英雄主義	gâg mènk yënk honk jeũ yì	
革命意志	gâg mènk yî jî	
革面洗心	gâg mìn sãy sämp	
膈膜	gâg mòg	
格外	gâg ngòi	
格殺勿論	gâg sâd màt lònt	
革新	gâg sänt	
革新派	gâg sänt pâi	
隔夜	gâg yè	隔了一夜的，前一天的
隔夜茶	gâg yè ca	隔了一夜的茶
隔夜茶唔飲得	gâg yè ca m yãmp däk	隔了一夜的茶不能喝
隔夜飯	gâg yè fàn	剩飯，前一天的剩飯
隔夜仇	gâg yè saw	很小的嫌隙
隔夜餸	gâg yè sônk	剩菜，前一天的剩菜
鎅	gâi	鋸，割
鎅板	gâi bãn	把木材鋸成板子
鎅崩手	gâi bänk sãw	割破手
戒備	gâi bèy	
介詞	gâi ci	
鎅親	gâi cänt	刮破，刮傷，刮出一點小傷口
疥瘡	gâi cöng	
界定	gâi dènk	
鎅刀	gâi döw	裁紙、切薄木的刀
介乎	gâi fu	介於，之間，在…之間
鎅花	gâi fä	刮出一點痕跡
界限	gâi hàn	
介繫詞	gâi hày ci	
戒口	gâi hãw	忌口
芥醬	gâi jeông	芥末醬
介質	gâi jät	
鎅紙	gâi jĩ	裁紙
戒指	gâi jĩ	
鎅紙刀	gâi jĩ döw	割紙刀
屆期	gâi key	
芥藍菜	gâi lam côi	
芥辣	gâi làd	芥末
芥蘭	gâi lãn	甘藍菜，芥藍菜，花莖甘藍
戒唔甩	gâi m lät	戒不掉
介面	gâi mìn	
芥末	gâi mùd	
戒奶	gâi nái	斷奶
介紹	gâi sìu	
介紹信	gâi sìu sônt	
介紹所	gâi sìu sõ	
介紹人	gâi sìu yant	
疥癬	gâi sĩn	
戒甜	gâi tim	禁食甜品
介於	gâi yeü	
介入	gâi yàp	
介意	gâi yî	
監	gâm	趁著，帶著
鑑別	gâm bìd	
鑑察	gâm câd	
鑑定	gâm dènk	
鑑定人	gâm dènk yant	
減價	gâm gâ	
鑑戒	gâm gâi	
鑑頻	gâm pant	
鑑頻器	gâm pant hêy	
鑑賞	gâm seõng	
鑑賞家	gâm seõng gä	
鑑賞力	gâm seõng lèk	
鑑賞能力	gâm seõng nank lèk	
監生食	gâm säng sèk	生著吃
鑑識	gâm sëk	
鑑往知來	gâm wóng jï loi	
鑑於	gâm yeü	
監熱食	gâm yìd sèk	熱著吃，趁熱吃
咁	gâmp	這麼，那麼
禁閉	gâmp bây	
禁閉室	gâmp bây sät	
咁串	gâmp ceûn	趾高氣揚，驕傲自大、自命不凡的樣子
咁遲先嚟	gâmp ci sïn ley	這麼晚才來
禁地	gâmp dèy	
禁賭	gâmp dõw	
咁多年	gâmp dö nin	這麼多年，那麼多年
咁多位	gâmp dö wày	各位，諸位
咁鬼死…	gâmp guãy sẽy	那麼…
禁軍	gâmp guänt	
禁果	gâmp guõ	
禁忌	gâmp gèy	
咁嘅嘢	gâmp gê yé	這種事，這種東西
咁高咁大	gâmp göw gâmp dài	差不多
禁絕	gâmp jeùd	
咁滯	gâmp jày	快要，即將，差不多
咁盞	gâmp jãn	有這等好事
禁酒	gâmp jãw	
禁酒令	gâmp jãw lènk	
咁做	gâmp jòw	這麼做
禁止	gâmp jĩ	
禁止停車	gâmp jĩ tenk cë	
禁止通行	gâmp jĩ tönk hank	
贛劇	gâmp kèg	
禁區	gâmp köy	
禁臠	gâmp leũn	
禁例	gâmp lày	
禁令	gâmp lènk	
咁盟塞	gâmp mank säk	不開竅，不明事理，信息閉塞
咁晏	gâmp ngân	這麼晚
咁啱	gâmp ngäm	那麼巧
咁啱嘅	gâmp ngäm gê	怎麼這麼湊巧，怎麼會這麼巧
咁上下	gâmp seông hã	差不多
禁書	gâmp seü	
禁食	gâmp sèk	
淦水	gâmp sõy	
禁條	gâmp tiu	
禁運	gâmp wànt	
禁運令	gâmp wànt lènk	
禁衛	gâmp wày	
禁衛軍	gâmp wày guänt	
噤若寒蟬	gâmp yeòg hon sin	
禁煙	gâmp yïn	
禁慾	gâmp yòk	
禁慾主義	gâmp yòk jeũ yì	
禁用	gâmp yònk	
橺	gân	隔開，隔出
間尺	gân cêg	尺子，直尺
間諜	gân dìb	
橺房	gân fõng	打隔斷
間隔	gân gâg	
間接	gân jîb	
橺一間房	gân yät gän fõng	隔出一個房間來
更多	gânk dö	
更加	gânk gä	
鴿	gâp	鴿子
蛤蚧	gâp gãi	
蛤蜊	gâp ley	
鉸	gâu	合頁，鉸鏈
較	gâu	調節，調整，校正
教程	gâu cenk	
教材	gâu coi	
教導	gâu dòw	
教導有方	gâu dòw yáw föng	
校對	gâu dôy	
教訓	gâu fânt	
教科文	gâu fö mant	
教科書	gâu fö seü	
教父	gâu fù	
教誨	gâu fûi	
教誡	gâu gâi	
教改	gâu gõi	
教官	gâu gün	
校官	gâu gün	
教學	gâu hòg	
教學不倦	gâu hòg bät geùn	
教學大綱	gâu hòg dài göng	
教學相長	gâu hòg seöng jeõng	
校正	gâu jênk	
教職	gâu jëk	
較早前	gâu jõw cin	早前，早些時候，剛剛不久
較早時	gâu jõw si	早前，早些時候，剛剛不久
較鐘	gâu jönk	對錶
教宗	gâu jönk	
鉸剪	gâu jĩn	剪刀
教規	gâu kuäy	
教區	gâu köy	
教區長	gâu köy jeõng	
教練	gâu lìn	
較味	gâu mèy	烹調食物的時候加上調料調味
教務	gâu mòw	
教務處	gâu mòw ceû	
教務長	gâu mòw jeõng	
酵母	gâu mów	
教派	gâu pâi	
教書	gâu seü	
教授	gâu sàw	
教室	gâu sät	
教師	gâu sï	
教師節	gâu sï jîd	
教唆	gâu sö	
教唆犯	gâu sö fãn	
教唆罪	gâu sö jòy	
教壇	gâu tan	
教廷	gâu tenk	
教條	gâu tiu	
教條主義	gâu tiu jeũ yì	
教堂	gâu tong	
教皇	gâu wong	
教壞	gâu wài	
教會	gâu wùi	
教會學校	gâu wùi hòg hàu	
教員	gâu yeun	
教養	gâu yeóng	
教研	gâu yin	
教友	gâu yáw	
教義	gâu yì	
教育	gâu yòk	
教育部	gâu yòk bòw	
教育部長	gâu yòk bòw jeõng	
教育方針	gâu yòk föng jämp	
教育界	gâu yòk gâi	
教育家	gâu yòk gä	
教育局	gâu yòk gòk	
教育局長	gâu yòk gòk jeõng	
教育改革	gâu yòk gõi gâg	
教育學	gâu yòk hòg	
教育學院	gâu yòk hòg yeùn	
教育制度	gâu yòk jây dòw	
教育廳	gâu yòk tënk	
教育廳長	gâu yòk tënk jeõng	
詬病	gâw bèng	
救兵	gâw bënk	
夠嗆	gâw ceöng	
救出	gâw cöt	
救翻	gâw fän	救回
救火	gâw fõ	
救火車	gâw fõ cë	
救火隊	gâw fõ dòy	
救火員	gâw fõ yeun	
救苦救難	gâw fũ gâw nàn	
夠薑	gâw geöng	有種，老辣，有膽量，有骨氣
救國	gâw guôg	
救國救民	gâw guôg gâw mant	
救駕	gâw gâ	
救急	gâw gäp	
究竟	gâw gẽnk	到底，究竟
救主	gâw jeũ	
救濟	gâw jây	
救走	gâw jãw	
救治	gâw jì	
救助	gâw jò	
夠咗有突	gâw jõ yáw dàt	夠了有餘
救災	gâw jöi	
夠鐘數	gâw jönk sôw	到時間了
夠quali	gâw kö lĩ	夠格，有資格
救命	gâw mèng	
救命恩人	gâw mènk yänt yant	
夠時候咯	gâw si hàw lôg	時間到了，到點了
救世	gâw sây	
救世軍	gâw sây guänt	
救世主	gâw sây jeũ	
救生	gâw sänk	
救生圈	gâw sänk heün	
救生艇	gâw sänk ténk	
救生衣	gâw sänk yï	
救星	gâw sënk	
救贖	gâw sòk	
夠數	gâw sôw	夠，齊
媾和	gâw wo	
救援	gâw wun	
救援軍	gâw wun guänt	
救援人員	gâw wun yant yeun	
夠運	gâw wànt	走運
救護車	gâw wù cë	
救活	gâw wùd	
救人如救火	gâw yant yeu gâw fõ	
救人一命	gâw yant yät mènk	
夠有突	gâw yáw dàt	有餘
計清楚	gây cënk cõ	算清楚
計帶	gây dâi	計較，在意，介意
計掂	gây dìm	算好，算好了
計翻條數	gây fän tiu sôw	算起來，如此算來
計吓	gây há	算算，算一下
計吓條數	gây há tiu sôw	算算帳
計正	gây jêng	按理說，照理說，按道理，本來
繼續	gây jòk	
計落	gây lòg	算起來，如此算來
計唔清	gây m cënk	數不清，算不清，無法算得清楚
計唔掂	gây m dìm	算不清
計埋	gây mai	把那些都算上
計我話	gây ngó wà	依我看，依我說，按我的意思
計你話	gây néy wà	依你說，依你看，按你的意思
繼承	gây senk	
繼承者	gây senk jẽ	
繼承人	gây senk yant	
計算	gây seûn	
計晒	gây sâi	都算完了，全部算好了
計數	gây sôw	計算，算帳
計數機	gây sôw gëy	計算器，計算機
計條數	gây tiu sôw	算一算
計劃	gây wàg	
救人	gây yant	
假膊	gã bôg	墊肩
假設	gã cîd	
假飛	gã fëy	假票
假裝	gã jöng	
假使	gã sĩ	
尕娃	gã wä	
夾	gãb	夾子
解	gãi	解釋，說明
解雇	gãi gû	
解決	gãi keûd	
解纈	gãi lîd	解開結，解開疙瘩
解剖	gãi pãw	
解釋	gãi sëk	
解脫	gãi teûd	
減半	gãm bûn	
減產	gãm cãn	
減速	gãm cök	
減低	gãm däy	
減肥	gãm fey	
減輕	gãm hënk	
減值	gãm jèk	
減租減息	gãm jöw gãm sëk	
減慢	gãm màn	
減免	gãm mín	
減薪	gãm sänt	
減息	gãm sëk	
減稅	gãm sôy	
減縮	gãm sök	
減少	gãm sĩu	
減退	gãm tôy	
減緩	gãm wùn	
減刑	gãm yenk	
減弱	gãm yeòg	
減壓	gãm âd	
…噉	gãmp	…的樣子
噉	gãmp	那麼，這麼，那樣，這樣
錦標賽	gãmp bïu côi	
感情	gãmp cenk	
感情用事	gãmp cenk yònk sì	
感觸	gãmp cök	
感動	gãmp dònk	
感到	gãmp dõw	
敢當	gãmp döng	
噉都得	gãmp döw däk	怎麼可以這樣，居然可以這樣，這樣都行？
噉都得嘅？	gãmp döw däk gê	這還行？
噉都好	gãmp döw hõw	這樣子也好
噉都唔得	gãmp döw m däk	這樣還不行嗎，這樣幹也不行嗎
噉都唔得咩	gãmp döw m däk më	難道這樣還不行嗎，難道這樣都不行嗎
感化	gãmp fâ	
感化院	gãmp fâ yeùn	
感光	gãmp guöng	
…噉解	gãmp gãi	這就是為什麼…，這樣來理解
感激	gãmp gëk	
感激不盡	gãmp gëk bät jònt	
感激萬分	gãmp gëk màn fänt	
感覺	gãmp gôg	
感官	gãmp gün	
感興趣	gãmp hênk côy	
感荷	gãmp hò	
噉就弊	gãmp jàw bày	這樣就糟糕了，這樣做就糟糕了
噉就啱	gãmp jàw ngäm	這樣就對了，那就對了，這樣做就對了
