开放粤语词典（粤语拼音字调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［粤语拼音］	［国语解释］
更番	gänk fän	
更改	gänk gõi	
更鼓	gänk gũ	
更正	gänk jênk	
更正错误	gänk jênk cô ǹg	
更深人静	gänk sämp yant jènk	
更生	gänk sänk	
更新	gänk sänt	
更新换代	gänk sänt wùn dôi	
更替	gänk tây	
更换	gänk wùn	
更衣	gänk yï	
更衣室	gänk yï sàt	
根本	gänt bũn	
跟随	gänt coy	
筋斗	gänt dãw	
根柢	gänt dãy	
巾帼	gänt guôg	
斤斤计较	gänt gänt gây gâu	
根据	gänt gôy	
根茎	gänt hänk	
跟住	gänt jeù	接着，跟着，紧跟着
跟住落嚟	gänt jeù lòg ley	接下来
跟进	gänt jônt	
跟尾狗	gänt méy gãw	跟屁虫
跟手	gänt sãw	顺手，跟着，紧接着，接着
根深柢固	gänt sämp dãy gû	
筋肉	gänt yòk	
急速	gäp cök	
急跌	gäp dîd	
急到氹氹转	gäp dôw tamp tãmp jeûn	急得团团转
蛤拐	gäp guãi	青蛙
急救	gäp gâw	
急救法	gäp gâw fâd	
急救箱	gäp gâw seöng	
急急脚	gäp gäp geôg	急急忙忙地，匆匆忙忙
急急脚去	gäp gäp geôg hôy	匆匆赶去
急口令	gäp hãw lènk	绕口令
急症室	gäp jênk sät	急诊室
急忙	gäp mong	
蛤乸	gäp nã	田鸡
急需	gäp söy	
吉	gät	空，空的
拮	gät	扎，戳，刺
桔	gät	桔子，柑桔
吉祥	gät ceong	
拮亲	gät cänt	扎破，戳破，戳伤
拮亲手	gät cänt sãw	扎破了手
吉车	gät cë	空车
拮出血	gät cöt heûd	刺到出血
吉凶	gät hönk	
吉凶未卜	gät hönk mèy bök	
吉利	gät lèy	
讫了	gät líu	
吉屋	gät ngök	空房子
吉屋招租	gät ngök jïu jöw	空房出租
吉普车	gät põw cë	
吉手	gät sãw	空手
吉身	gät sänt	空身
吉星高照	gät sënk göw jîu	
吉兆	gät sìu	
吉人天相	gät yant tïn seông	
吉日	gät yàt	
拮肉	gät yòk	扎人
交	gäu	打架
胶	gäu	橡胶，塑胶，塑料
茭白	gäu bàg	
胶杯	gäu büi	塑料杯
胶擦	gäu câd	橡皮擦
胶叉	gäu cä	塑料叉子，塑胶叉
交叉	gäu cä	
胶凳	gäu dânk	塑料椅子，塑料凳子
胶碟	gäu dìb	塑料碟子，塑料碟
胶袋	gäu dõi	塑料袋，塑胶袋
胶刀	gäu döw	塑料刀子，塑料刀
胶花	gäu fä	塑料花
交关	gäu guän	厉害
交界	gäu gâi	
交媾	gäu gâw	
交更	gäu gäng	交班，交接班
胶公仔	gäu gönk jãy	塑料娃娃
胶喉	gäu haw	胶管子，皮管子，胶管，橡胶水管，塑胶水管，塑料喉管
交行货啫	gäu hong fô jë	只是一般的水平
胶盒	gäu hàb	塑料盒子，塑胶盒子，塑料盒
交际	gäu jây	
胶樽	gäu jönt	塑料瓶，塑胶瓶
胶纸	gäu jĩ	胶带
郊区	gäu köy	
胶箍	gäu kü	橡皮筋，橡皮圈
交流	gäu law	
蛟龙	gäu lonk	
胶眼镜	gäu ngán gẽng	塑料眼镜，塑胶眼镜
郊外	gäu ngòi	
胶丝	gäu sï	尼龙丝
茭笋	gäu sõnt	茭白，茭白笋，茭白笋
胶水	gäu sõy	
交谈	gäu tam	
胶套	gäu tôw	塑料袋子，塑料套，塑料袋儿
胶枱布	gäu tõi bôw	塑料桌布
胶桶	gäu tõnk	塑料桶，塑胶桶
胶拖	gäu tö	橡皮拖鞋，塑料拖鞋
胶通	gäu tönk	胶管子，皮管子
交通	gäu tönk	
交通工具	gäu tönk gönk gòy	
交通事故	gäu tönk sì gû	
交换	gäu wùn	
交换	gäu wùn	
交由	gäu yaw	
郊游	gäu yaw	
交友	gäu yáw	
交易	gäu yèk	
篝火	gäw fõ	
鸠占鹊巢	gäw jîm jeôg cau	
佝偻	gäw law	
佝偻病	gäw law bènk	
鸡	gäy	哨子
鸡	gäy	妓女，暗娼
鸡	gäy	扳机
鸡包	gäy bäu	鸡肉包
鸡髀	gäy bẽy	鸡腿
鸡肠	gäy ceong	天书
鸡春	gäy cönt	鸡蛋
鸡春孳	gäy cönt jï	母鸡腹内未成形的小蛋
鸡啄唔断	gäy deöng m teún	说话没个完，说个不停，没完没了，絮絮不休，滔滔不绝，拉扯不断，老谈个没完的
鸡蛋	gäy dàn	
鸡蛋里挑骨头	gäy dàn lóy tïu guät taw	
鸡蛋碰石头	gäy dàn pônk sèg taw	
鸡丁	gäy dënk	
鸡飞狗跳	gäy fëy gãw tîu	
鸡脚	gäy geôg	鸡爪子
鸡关	gäy guän	鸡冠子
鸡骨	gäy guät	
鸡噉脚	gäy gãmp geôg	走得快
鸡奸	gäy gän	
鸡叫	gäy gîu	
鸡公	gäy gönk	公鸡
鸡冠	gäy gün	
鸡颈	gäy gẽng	鸡脖子
鸡犬不宁	gäy heũn bät nenk	
鸡红	gäy honk	鸡血
鸡项	gäy hõng	小母鸡，嫩母鸡
鸡仔	gäy jãy	小鸡
鸡胗	gäy jänt	
鸡零狗碎	gäy lenk gãw sôy	
鸡笼	gäy lonk	
鸡盲	gäy mang	夜盲症
鸡鸣	gäy menk	
鸡鸣狗盗	gäy menk gãw dòw	
鸡毛	gäy mow	
鸡毛掸子	gäy mow dán jĩ	
鸡毛帚	gäy mow jãw	
鸡毛蒜皮	gäy mow seûn pey	
鸡毛扫	gäy mow sõw	鸡毛掸子
鸡尾	gäy méy	
鸡尾	gäy méy	鸡屁股
鸡尾酒	gäy méy jãw	
鸡尾酒会	gäy méy jãw wùi	
鸡眼	gäy ngán	
佳偶天成	gäy ngáw tïn senk	
鸡年	gäy nin	
鸡乸	gäy nã	母鸡
鸡乸咁大只字	gäy nã gâmp dài jêg jì	斗那么大的字
鸡皮	gäy pey	
鸡皮疙瘩	gäy pey gàt dâb	
鸡泡鱼	gäy pów yeu	河豚
鸡肾	gäy sãnt	鸡胗，鸡肫，鸡肫子
鸡手鸭脚	gäy sãw ngâb geôg	毛手毛脚，笨手笨脚
鸡心	gäy sämp	
鸡心形	gäy sämp yenk	
鸡头	gäy taw	
鸡同鸭讲	gäy tong ngâb gõng	哑巴说聋子听
鸡汤	gäy töng	
鸡翼	gäy yèk	鸡翅膀
鸡肉	gäy yòk	
极品	gèk bãnt	
极端	gèk deün	
极度	gèk dòw	
极点	gèk dĩm	
极高	gèk göw	
极限	gèk hàn	
极之	gèk jï	非常，极为
极权	gèk keun	
极其	gèk key	
极乐	gèk lòg	
极乐世界	gèk lòg sây gâi	
儆锡	gèng sêg	小心，爱惜，爱护
劲	gènk	厉害
劲抽	gènk cäw	厉害，很棒，水平高
竞争	gènk jëng	
痉挛	gènk leun	
劲闷	gènk mùn	很无聊
竞选	gènk seũn	
竞选	gènk seũn	
芰荷	gèy ho	
芰荷映水	gèy ho yẽnk sõy	
技巧	gèy hãu	
技俩	gèy leóng	
忌廉	gèy lïm	奶油
忌廉饼干	gèy lïm bẽng gön	奶油饼干
忌廉梳打	gèy lïm sö dã	奶油苏打，奶油苏打汽水
忌廉威化饼	gèy lïm wäy fâ bẽng	奶油维夫饼干
妓女	gèy nóy	
技术	gèy sòt	
忌讳	gèy wáy	
妓院	gèy yeùn	
嘅	gê	的
嘅时	gê si	的时候
嘅时候	gê si hàw	的时候
嘅话	gê wà	的话
嘅样	gê yeõng	的样子
镜	gêng	镜子
敬请	gênk cẽnk	
敬请指教	gênk cẽnk jĩ gâu	
敬鬼神而远之	gênk guãy sant yi yeùn jï	
敬酒不吃吃罚酒	gênk jãw bät hêg hêg fàt jãw	
敬重	gênk jònk	
敬而远之	gênk yi yeùn jï	
敬业	gênk yìb	
敬业精神	gênk yìb jënk sant	
记得	gêy däk	
记得起	gêy däk hẽy	想得起
记挂	gêy guâ	挂念，惦念，惦着
记起	gêy hẽy	想起
记载	gêy jôi	
记者	gêy jẽ	
记者会	gêy jẽ wũi	
既来之则安之	gêy loi jï jäk ön jï	
记录片	gêy lòk pĩn	
纪念	gêy nìm	
纪念品	gêy nìm bãnt	
纪念碑	gêy nìm bëy	
纪念馆	gêy nìm gũn	
纪念邮票	gêy nìm yaw pîu	
纪念日	gêy nìm yàt	
寄平信	gêy penk sônt	
寄生物	gêy sänk màt	
觊觎	gêy yeu	
既然	gêy yin	
记认	gêy yènk	标记，记号
记忆	gêy yëk	
记忆力	gêy yëk lèk	
gag	gëg	笑话
激	gëk	气，惹生气
击败	gëk bài	
击沉	gëk camp	
激情	gëk cenk	
激亲	gëk cänt	惹恼，惹生气，激怒，气坏了
亟待解决	gëk dòi gãi keûd	
激动	gëk dònk	
激到死死吓	gëk dôw sẽy sẽy hã	气得要命
击倒	gëk dõw	
激发	gëk fâd	
激光	gëk guöng	
亟亟奔走	gëk gëk bänt jãw	
击剑	gëk gîm	
击鼓	gëk gũ	
激焮	gëk hênk	激怒
激气	gëk hêy	气人
激起	gëk hẽy	
激增	gëk jänk	
激战	gëk jîn	
击中	gëk jônk	
激进	gëk jônt	
激进分子	gëk jônt fànt jĩ	
激进派	gëk jônt pâi	
击球	gëk kaw	
击溃	gëk kũi	
激励	gëk lày	
激烈	gëk lìd	
击落	gëk lòg	
激昂	gëk ngong	
激奀	gëk ngänt	气坏了
激嬲	gëk näw	惹生气
激怒	gëk nòw	
击破	gëk pô	
击伤	gëk seöng	
棘手	gëk sãw	
激素	gëk sôw	
击碎	gëk sôy	
激死	gëk sẽy	气死
激死我	gëk sẽy ngó	气死我
激死人	gëk sẽy yant	气死人
击退	gëk tôy	
激活	gëk wùd	
激扬	gëk yeong	
惊	gëng	怕，害怕
惊青	gëng cëng	慌张，惊慌，害怕，易受惊
惊冻	gëng dônk	怕冷
惊到面青	gëng dôw mìn cëng	吓得脸色苍白，吓得脸色发白
惊到揗揗震	gëng dôw tant tant jânt	吓得直打哆嗦
惊到唔出得声	gëng dõw m cöt däk sëng	吓得说不出话来
惊住	gëng jeù	担心
惊死	gëng sẽy	怕死
惊死…	gëng sẽy	生怕…
惊死考唔到	gëng sẽy hãu m dõw	生怕考不上
矜持	gënk ci	
惊诧	gënk câ	
惊动	gënk dònk	
经度	gënk dòw	
京都	gënk döw	
经典	gënk dĩn	
惊慌	gënk föng	
惊风骇浪	gënk fönk hái lòng	
惊呼	gënk fü	
惊悸	gënk guây	
矜贵	gënk guây	珍贵，贵重
经过	gënk guô	
惊戒	gënk gâi	
荆棘	gënk gëk	
兢兢业业	gënk gënk yìb yìb	
京畿	gënk gëy	
惊见	gënk gîn	
惊叫	gënk gîu	
惊叫声	gënk gîu sëng	
惊觉	gënk gôg	
惊弓之鸟	gënk gönk jï níu	
经纪	gënk gẽy	经纪人
惊鸿一瞥	gënk honk yät pîd	
惊骇	gënk hái	
惊吓	gënk hâg	
京戏	gënk hêy	京剧
惊恐	gënk hõnk	
惊恐万状	gënk hõnk màn jòng	
惊恐失色	gënk hõnk sät sëk	
京腔	gënk höng	
惊险	gënk hĩm	
惊险刺激	gënk hĩm cî gëk	
惊喜	gënk hẽy	
惊喜交集	gënk hẽy gäu jàb	
经济	gënk jây	
经济师	gënk jây sï	
惊奇	gënk key	
惊奇不已	gënk key bät yí	
京剧	gënk kèg	
经历	gënk lèk	
经理	gënk léy	
经理人	gënk léy yant	
经唔起考验	gënk m hẽy hãu yìm	经不起考验
惊讶	gënk ngà	
惊愕	gënk ngòg	
京城	gënk senk	
经常	gënk seong	
经商	gënk seöng	
惊世骇俗	gënk sây hái jòk	
惊心	gënk sämp	
惊心动魄	gënk sämp dònk pâg	
京师	gënk sï	
惊醒	gënk sẽng	
惊涛	gënk tow	
惊涛骇浪	gënk tow hái lòng	
惊叹	gënk tân	
惊叹不已	gënk tân bät yí	
惊叹号	gënk tân hòw	
惊天动地	gënk tïn dònk dèy	
惊魂	gënk want	
惊为天人	gënk way tïn yant	
惊惶	gënk wong	
惊惶失措	gënk wong sät côw	
惊惶失色	gënk wong sät sëk	
泾渭不分	gënk wày bät fänt	
泾渭分明	gënk wày fänt menk	
经纬	gënk wáy	
惊人	gënk yant	
惊人之举	gënk yant jï gõy	
经营	gënk yenk	
惊疑	gënk yi	
惊异	gënk yì	
经验	gënk yìm	
惊艳	gënk yìm	
经已	gënk yí	已经
机	gëy	机会
饥不择食	gëy bät jàg sèk	
基本	gëy bũn	
基本上	gëy bũn seòng	
机场	gëy ceong	
饥肠辘辘	gëy ceong lök lök	
基础	gëy cõ	
基地	gëy dèy	
基调	gëy dìu	
基督教	gëy dök gâu	
几乎	gëy fu	
讥讽	gëy fônk	
饥荒	gëy föng	
畿辅	gëy fù	
肌肤	gëy fü	
机关枪	gëy guän ceöng	
饥馑	gëy gãnt	
基金	gëy gämp	
基金会	gëy gämp wũi	
肌腱	gëy gîn	
犄角	gëy gôg	
犄角旮旯	gëy gôg gö lö	
叽咕	gëy gü	
饥寒交迫	gëy hon gäu bäg	
机械	gëy hài	
机械化	gëy hài fâ	
机械人	gëy hài yant	机器人
机器	gëy hêy	
饥渴	gëy hôd	
讥嘲	gëy jäu	
机构	gëy kâw	
机率	gëy lòt	
基佬	gëy lõw	同性恋
机密	gëy màt	
饥饿	gëy ngò	
饥饿感	gëy ngò gãmp	
基女	gëy nóy	女同性恋
机铺	gëy põw	游戏机店，电子游乐场，电子游戏厅
机室	gëy sät	游戏机店，电子游乐场，电子游戏厅
讥笑	gëy sîu	
机师	gëy sï	
奇数	gëy sôw	
基围	gëy way	堤坝
机会	gëy wùi	
机油	gëy yãw	润滑油
基因学	gëy yänt hòg	
机翼	gëy yèk	
肌肉	gëy yòk	
肌肉	gëy yòk	肌肉
肌肉发达	gëy yòk fâd dàd	
肌肉组织	gëy yòk jõw jëk	
挟	gìb	夹，挤
挟亲	gìb cänt	夹住，夹到
挟脚	gìb geôg	挤脚
杰	gìd	稠
杰出	gìd cöt	
杰凸凸	gìd dät dät	稠稠的
桀纣	gìd jàw	
杰作	gìd jôg	
杰粥	gìd jök	稠粥
桀骜不驯	gìd ngow bät cont	
结汇	gìd wùi	
结汇证	gìd wùi jênk	
勤俭	gìm kant	
勤俭持家	gìm kant ci gä	
勤俭朴实	gìm kant pôg sàt	
俭朴	gìm pôg	
俭省	gìm sãng	
俭约	gìm yeôg	
健步	gìn bòw	
健步如飞	gìn bòw yeu fëy	
健保	gìn bõw	
健全	gìn ceun	
健全性	gìn ceun sênk	
健健康康	gìn gìn höng höng	
健行	gìn hang	
健康	gìn höng	
健康检查	gìn höng gĩm ca	
健将	gìn jeông	
健在	gìn jòi	
健壮	gìn jông	
健壮如牛	gìn jông yeu ngaw	
健忘	gìn mong	
健美	gìn méy	
健美操	gìn méy cöw	
键盘	gìn pun	
键盘乐器	gìn pun ngòg hêy	
健身	gìn sänt	
健身操	gìn sänt cöw	
健身房	gìn sänt fong	
健身运动	gìn sänt wànt dònk	
健谈	gìn tam	
健儿	gìn yi	
键入	gìn yàp	
撬	gìu	挖
撬墙脚	gìu ceong geôg	挖墙脚
轿车	gìu cë	
撬走	gìu jãw	挖走
劫	gîb	抢
劫	gîb	涩，味涩
劫持	gîb ci	
劫机	gîb gëy	
劫机犯	gîb gëy fãn	
结拜	gîd bâi	
结拜兄弟	gîd bâi hënk dày	
结巴	gîd bä	
结疤	gîd bä	
结冰	gîd bënk	
结伴	gîd bùn	
结伴同行	gîd bùn tonk hank	
结肠	gîd ceong	
结肠炎	gîd ceong yim	
结存	gîd ceun	
结存额	gîd ceun ngàg	
结秦晋之好	gîd cont jônt jï hõw	
结亲	gîd cänt	
结清	gîd cënk	
结束	gîd cök	
结缔	gîd dây	
结缔组织	gîd dây jõw jëk	
结队	gîd dòy	
结党	gîd dõng	
结党营私	gîd dõng yenk sï	
结发	gîd fâd	
结块	gîd fâi	
结婚	gîd fänt	
结婚典礼	gîd fänt dĩn láy	
结婚纪念日	gîd fänt gẽy nìm yàt	
结婚证书	gîd fänt jênk seü	
结婚仪式	gîd fänt yi sëk	
结伙	gîd fõ	
结伙抢劫	gîd fõ ceõng gîb	
结果	gîd guõ	
结交	gîd gäu	
结结巴巴	gîd gîd bä bä	
结局	gîd gòk	
结恭	gîd gönk	便秘
拮据	gîd göy	
结合	gîd hàb	
结合点	gîd hàb dĩm	
结合律	gîd hàb lòt	
结合能	gîd hàb nank	
结核	gîd hàt	
结帐	gîd jeông	
结集	gîd jàb	
结扎	gîd jâd	
结紮	gîd jâd	
结紮手术	gîd jâd sãw sòt	
结紮术	gîd jâd sòt	
结晶	gîd jënk	
结晶体	gîd jënk tãy	
结节	gîd jîd	
结咗婚	gîd jõ fänt	结婚了，已婚
结构	gîd kâw	
结缡	gîd ley	
结论	gîd lònt	
结盟	gîd mank	
结尾	gîd méy	
结膜	gîd mòg	
结膜炎	gîd mòg yim	
洁癖	gîd pëk	
结仇	gîd saw	
结绳	gîd senk	
结绳记事	gîd senk gêy sì	
结霜	gîd seöng	
结算	gîd seûn	
结石	gîd sèg	
结社	gîd sé	
结社自由	gîd sé jì yaw	
结识	gîd sëk	
结他	gîd tä	吉他
结为	gîd way	
结为夫妻	gîd way fü cäy	
结为一体	gîd way yät tãy	
结余	gîd yeu	
结缘	gîd yeun	
结语	gîd yeú	
结义	gîd yì	
结业	gîd yìb	
结业典礼	gîd yìb dĩn láy	
结业证书	gîd yìb jênk seü	
结业式	gîd yìb sëk	
结案	gîd ôn	
剑拔弩张	gîm bàt nów jeöng	
剑柄	gîm bêng	
剑鞘	gîm cîu	
剑道	gîm dòw	
剑法	gîm fâd	
剑光	gîm guöng	
剑侠	gîm hàb	
剑客	gîm hâg	
剑兰	gîm lan	
剑兰花	gîm lan fä	
剑龙	gîm lonk	
剑眉	gîm mey	
剑术	gîm sòt	
剑叶	gîm yìb	
见…	gîn	跟…见面
见不得人	gîn bät däk yant	
见不着	gîn bät jeòg	
建设	gîn cîd	
建设性	gîn cîd sênk	
见到	gîn dõw	看到，看见，见着，见到
见多识广	gîn dö sëk guõng	
见风转舵	gîn fönk jeũn to	
见风使舵	gîn fönk sĩ to	
见怪不怪	gîn guâi bät guâi	
见鬼	gîn guãy	
见过鬼都怕黑	gîn guô guãy döw pâ häk	一朝被蛇咬，十年怕井绳
见过鬼就怕黑	gîn guô guãy jàw pâ häk	一朝被蛇咬，十年怕井绳
见过鬼怕黑	gîn guô guãy pâ häk	一朝被蛇咬，十年怕井绳
见过世面	gîn guô sây mìn	
见解	gîn gãi	
见机行事	gîn gëy hank sì	
见工	gîn gönk	面试，工作面谈，工作面试
见红	gîn honk	流血，见血
见效	gîn hàu	
见习	gîn jàb	
见习生	gîn jàb sänk	
见周公	gîn jäw gönk	睡觉，入梦，睡着了
见证	gîn jênk	
见证人	gîn jênk yant	
见招	gîn jïu	
见招拆招	gîn jïu câg jïu	
见状	gîn jòng	
建筑	gîn jök	
建筑物	gîn jök màt	
建筑师	gîn jök sï	
见谅	gîn leòng	
见连丸	gîn lin yeũn	奎宁丸
建立	gîn làb	
见利忘义	gîn lèy mong yì	
见唔到	gîn m dõw	见不着，看不到
见闻	gîn mant	
见面	gîn mìn	
见牙唔见眼	gîn nga m gîn ngán	笑眯了眼，笑容灿烂，见牙不见眼
见使	gîn sãy	耐花
见食	gîn sèk	耐吃
见识	gîn sëk	
见死不救	gîn sẽy bät gâw	
见仁见智	gîn yant gîn jî	
见异思迁	gîn yì sï cïn	
见义勇为	gîn yì yónk way	
建议	gîn yí	
叫白车	gîu bàg cë	叫救护车
叫车	gîu cë	
叫苦	gîu fũ	
叫苦连天	gîu fũ lin tïn	
叫价	gîu gâ	
叫鸡	gîu gäy	召妓，嫖妓
叫喊	gîu hâm	
叫嚣	gîu hïu	
叫好	gîu hõw	
叫阵	gîu jànt	
叫座	gîu jò	
叫做	gîu jòw	
叫门	gîu mun	
叫骂	gîu mà	
叫卖	gîu mài	
叫声	gîu sënk	
叫餸	gîu sônk	点菜
叫餸食饭	gîu sônk sèk fàn	点菜吃饭
叫唆	gîu sö	
叫醒	gîu sẽng	
叫停	gîu tenk	
叫屈	gîu wät	
叫唤	gîu wùn	
叫嚷	gîu yeóng	
叽趷	gï gàt	梗阻
叽叽趷趷	gï gï gàt gàt	结结巴巴的，碍手碍脚的
叽哩咕噜	gï lï gü lü	叽叽咕咕
喼	gïb	箱子
喼帽	gïb mõw	鸭舌帽
搛菜	gïm côi	
鹣鲽情深	gïm dìb cenk sämp	
兼队	gïm dõy	插队，加塞儿
兼夹	gïm gâb	而且，并且，加上
兼顾	gïm gû	
兼管	gïm gũn	
兼职	gïm jëk	
兼而有之	gïm yi yáw jï	
兼容	gïm yonk	
兼任	gïm yàmp	
兼爱	gïm ôi	
坚持	gïn ci	
坚称	gïn cënk	
坚定	gïn dènk	
肩胛	gïn gâb	
坚决	gïn keûd	
坚决否认	gïn keûd fãw yènk	
坚硬	gïn ngàng	
坚守	gïn sãw	
坚挺	gïn ténk	
坚韧	gïn yànt	
骄兵必败	gïu bënk bïd bài	
娇妻	gïu cäy	
娇嗲	gïu dẽ	娇
娇惯	gïu guân	
娇气	gïu hêy	
骄纵	gïu jônk	
骄者必败	gïu jẽ bïd bài	
娇躯	gïu köy	
娇媚	gïu mèy	
娇美	gïu méy	
娇嫩	gïu neùn	
骄傲自大	gïu ngow jì dài	
骄傲	gïu ngòw	
骄傲感	gïu ngòw gãmp	
娇生惯养	gïu sänk guân yeóng	
娇小	gïu sĩu	
娇小玲珑	gïu sĩu lenk lonk	
娇态	gïu tâi	
骄横	gïu wàng	
娇柔	gïu yaw	
骄阳	gïu yeong	
娇娆	gïu yiu	
娇艳	gïu yìm	
焗	gòk	闷，闷热，焖
焗茶	gòk ca	沏茶
焗亲	gòk cänt	中暑，受暑
焗饭	gòk fàn	焖饭
焗炉	gòk low	烤箱
焗闷	gòk mùn	闷热
焗薯	gòk seũ	烤马铃薯，烤土豆
焗宿气	gòk sök hêy	窝囊气
焗热	gòk yìd	闷热
共	gònk	凑，参与
共	gònk	和，同，跟，与
共存	gònk ceun	
共处一室	gònk ceú yät sät	
共产	gònk cãn	
共产党	gònk cãn dõng	
共产主义	gònk cãn jeũ yì	
共犯	gònk fãn	
共享	gònk heõng	
共聚	gònk jòy	
共聚一堂	gònk jòy yät tong	
共勉之	gònk mín jï	
共识	gònk sëk	
共同	gònk tonk	
共同点	gònk tonk dĩm	
共同性	gònk tonk sênk	
共同市场	gònk tonk sí ceong	
共同语	gònk tonk yeú	
共和党	gònk wo dõng	
共和国	gònk wo guôg	
共和制	gònk wo jây	
共有	gònk yáw	
共一份	gònk yät fànt	凑上一份
巨变	gòy bîn	
巨大	gòy dài	
飓风	gòy fönk	
巨富	gòy fû	
巨款	gòy fũn	
巨奸	gòy gän	
惧高	gòy göw	
惧高症	gòy göw jênk	
巨响	gòy heõng	
巨像	gòy jeòng	
巨匠	gòy jeòng	
巨债	gòy jâi	
讵知	gòy jï	
巨资	gòy jï	
讵料	gòy lìu	
巨浪	gòy lòng	
巨无霸	gòy mow bâ	
巨物	gòy màt	
苣荬菜	gòy mái côi	
巨擘	gòy mâg	
巨蟒	gòy móng	
巨额	gòy ngàg	
巨鸟	gòy níu	
惧内	gòy nòi	
惧怕	gòy pâ	
巨树	gòy seù	
巨噬细胞	gòy sày sây bäu	
巨兽	gòy sâw	
巨细靡遗	gòy sây mey way	
惧色	gòy sëk	
巨星	gòy sënk	
巨头	gòy taw	
具体	gòy tãy	
具体化	gòy tãy fâ	
巨人	gòy yant	
巨型	gòy yenk	
具有	gòy yáw	
个噃	gô bô	啦，啊
个个	gô gô	每个，人人，每个人，每人
个啰	gô lô	啦，啊
个心好翳	gô sämp hõw ngây	心里很烦闷
个心十五十六	gô sämp sàp ńg sàp lòk	心里乱糟糟的，忐忑不安，心里七上八下
个性	gô sênk	
个肚有啲唔妥	gô tów yáw dï m tó	肚子不舒服
个㖞	gô wó	啦，啊
个人	gô yant	
个样好得戚	gô yeõng hõw däk cëk	样子很得意
割草机	gôd cõw gëy	
割禾	gôd wo	割稻子
割让	gôd yeòng	
阁	gôg	阁楼
各奔前程	gôg bänt cin cenk	
各不相同	gôg bät seöng tonk	
各不相让	gôg bät seöng yeòng	
各持己见	gôg ci gẽy gîn	
各取所需	gôg cõy sõ söy	
搁浅	gôg cĩn	
觉得	gôg däk	
各得其所	gôg däk key sõ	
各地	gôg dèy	
角度	gôg dòw	
各花入各眼	gôg fä yàp gôg ngán	情人眼里出西施，见仁见智，萝卜青菜各有所爱
各方面	gôg föng mìn	
各国	gôg guôg	
各界人士	gôg gâi yant sì	
各行各路	gôg hang gôg lòw	各走各的路
各行其是	gôg hank key sì	
各行各业	gôg hong gôg yìb	
阁下	gôg hà	
各显神通	gôg hĩn sant tönk	
角仔	gôg jãy	油角，油炸餃子
阁仔	gôg jãy	阁楼
各自	gôg jì	
各自为政	gôg jì way jênk	
各尽所能	gôg jònt sõ nank	
各种	gôg jõnk	
