开放粤语词典（黄锡凌调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［黄锡凌拼音］	［国语解释］
佳评如潮	'gai ˌpɪŋ ˌjy ˌtsiu	
阶层	'gai ˌtsɐŋ	
街头	'gai ˌtɐu	
佳肴	'gai ˌŋau	
佳肴美酒	'gai ˌŋau ˏmei ´dzɐu	
皆有	'gai ˏjɐu	
街市	'gai ˏsi	菜市场
街市仔	'gai ˏsi ´dzɐi	菜市小贩，摆摊卖菜的，市井之徒
街市佬	'gai ˏsi ´lou	菜市小贩
监	'gam	强迫，逼迫
监督	'gam 'dʊk	
监工	'gam 'gʊŋ	
监测	'gam 'tsɐk	
监测器	'gam 'tsɐk ¯hei	
监仓	'gam 'tsɔŋ	监狱，牢房
监听	'gam 'tɪŋ	
监听器	'gam 'tɪŋ ¯hei	
监狱	'gam _jʊk	
监视	'gam _si	
监视器	'gam _si ¯hei	
监护	'gam _wu	
监护人	'gam _wu ˌjɐn	
监制	'gam ¯dzɐi	
尴尬	'gam ¯gai	
尴尬	'gam ¯gai	
监察	'gam ¯tsat	
监察官	'gam ¯tsat 'gun	
监察院	'gam ¯tsat _jyn	
监察院长	'gam ¯tsat _jyn ´dzœŋ	
监察人	'gam ¯tsat ˌjɐn	
缄口	'gam ´hɐu	
监守自盗	'gam ´sɐu _dzi _dou	
奸夫	'gan 'fu	
艰深	'gan 'sɐm	
艰辛	'gan 'sɐn	
艰巨	'gan _gœy	
艰巨	'gan ¯gœy	
艰困	'gan ¯kwɐn	
艰苦	'gan ´fu	
艰险	'gan ´him	
艰难	'gan ˌnan	
奸臣	'gan ˌsɐn	
胶	'gau	橡胶，塑胶，塑料
交	'gau	打架
胶杯	'gau 'bui	塑料杯
胶刀	'gau 'dou	塑料刀子，塑料刀
胶樽	'gau 'dzœn	塑料瓶，塑胶瓶
胶花	'gau 'fa	塑料花
交更	'gau 'gaŋ	交班，交接班
交关	'gau 'gwan	厉害
胶公仔	'gau 'gʊŋ ´dzɐi	塑料娃娃
胶箍	'gau 'ku	橡皮筋，橡皮圈
郊区	'gau 'kœy	
胶丝	'gau 'si	尼龙丝
胶叉	'gau 'tsa	塑料叉子，塑胶叉
交叉	'gau 'tsa	
胶拖	'gau 'tɔ	橡皮拖鞋，塑料拖鞋
胶通	'gau 'tʊŋ	胶管子，皮管子
交通	'gau 'tʊŋ	
交通工具	'gau 'tʊŋ 'gʊŋ _gœy	
交通事故	'gau 'tʊŋ _si ¯gu	
茭白	'gau _bak	
胶碟	'gau _dip	塑料碟子，塑料碟
胶盒	'gau _hɐp	塑料盒子，塑胶盒子，塑料盒
交易	'gau _jik	
交换	'gau _wun	
交换	'gau _wun	
郊外	'gau _ŋɔi	
交际	'gau ¯dzɐi	
胶凳	'gau ¯dɐŋ	塑料椅子，塑料凳子
交界	'gau ¯gai	
交媾	'gau ¯gɐu	
胶套	'gau ¯tou	塑料袋子，塑料套，塑料袋儿
胶擦	'gau ¯tsat	橡皮擦
胶纸	'gau ´dzi	胶带
胶袋	'gau ´dɔi	塑料袋，塑胶袋
茭笋	'gau ´sœn	茭白，茭白笋，茭白笋
胶水	'gau ´sœy	
胶枱布	'gau ´tɔi ¯bou	塑料桌布
胶桶	'gau ´tʊŋ	塑料桶，塑胶桶
胶喉	'gau ˌhɐu	胶管子，皮管子，胶管，橡胶水管，塑胶水管，塑料喉管
交行货啫	'gau ˌhɔŋ ¯fɔ 'dzɛ	只是一般的水平
交由	'gau ˌjɐu	
郊游	'gau ˌjɐu	
交流	'gau ˌlɐu	
蛟龙	'gau ˌlʊŋ	
交谈	'gau ˌtam	
交友	'gau ˏjɐu	
胶眼镜	'gau ˏŋan ´gɛŋ	塑料眼镜，塑胶眼镜
更	'gaŋ	班
耕作	'gaŋ ¯dzɔk	
耕种	'gaŋ ¯dzʊŋ	
耕田	'gaŋ ˌtin	
耕田佬	'gaŋ ˌtin ´lou	庄稼人
耕耘	'gaŋ ˌwɐn	
机	'gei	机会
饥不择食	'gei 'bɐt _dzak _sik	
讥嘲	'gei 'dzau	
基督教	'gei 'dʊk ¯gau	
肌肤	'gei 'fu	
饥荒	'gei 'fɔŋ	
叽咕	'gei 'gu	
机关枪	'gei 'gwan 'tsœŋ	
基金	'gei 'gɐm	
基金会	'gei 'gɐm ´wui	
基因学	'gei 'jɐn _hɔk	
机师	'gei 'si	
机室	'gei 'sɐt	游戏机店，电子游乐场，电子游戏厅
基地	'gei _dei	
基调	'gei _diu	
畿辅	'gei _fu	
机械	'gei _hai	
机械化	'gei _hai ¯fa	
机械人	'gei _hai ˌjɐn	机器人
机翼	'gei _jik	
肌肉	'gei _jʊk	
肌肉	'gei _jʊk	肌肉
肌肉发达	'gei _jʊk ¯fat _dat	
肌肉组织	'gei _jʊk ´dzou 'dzik	
机率	'gei _lœt	
机密	'gei _mɐt	
机会	'gei _wui	
饥饿	'gei _ŋɔ	
饥饿感	'gei _ŋɔ ´gɐm	
讥讽	'gei ¯fʊŋ	
肌腱	'gei ¯gin	
犄角	'gei ¯gɔk	
犄角旮旯	'gei ¯gɔk 'gɔ 'lɔ	
机器	'gei ¯hei	
饥渴	'gei ¯hɔt	
机构	'gei ¯kɐu	
讥笑	'gei ¯siu	
奇数	'gei ¯sou	
基本	'gei ´bun	
基本上	'gei ´bun _sœŋ	
饥馑	'gei ´gɐn	
机油	'gei ´jɐu	润滑油
基佬	'gei ´lou	同性恋
机铺	'gei ´pou	游戏机店，电子游乐场，电子游戏厅
基础	'gei ´tsɔ	
几乎	'gei ˌfu	
饥寒交迫	'gei ˌhɔn 'gau 'bak	
机场	'gei ˌtsœŋ	
饥肠辘辘	'gei ˌtsœŋ 'lʊk 'lʊk	
基围	'gei ˌwɐi	堤坝
基女	'gei ˏnœy	女同性恋
叽叽趷趷	'gi 'gi _gɐt _gɐt	结结巴巴的，碍手碍脚的
叽哩咕噜	'gi 'li 'gu 'lu	叽叽咕咕
叽趷	'gi _gɐt	梗阻
激	'gik	气，惹生气
激增	'gik 'dzɐŋ	
亟亟奔走	'gik 'gik 'bɐn ´dzɐu	
激光	'gik 'gwɔŋ	
激嬲	'gik 'nɐu	惹生气
击伤	'gik 'sœŋ	
激亲	'gik 'tsɐn	惹恼，惹生气，激怒，气坏了
激奀	'gik 'ŋɐn	气坏了
击败	'gik _bai	
亟待解决	'gik _dɔi ´gai ¯kyt	
激动	'gik _dʊŋ	
激烈	'gik _lit	
激励	'gik _lɐi	
击落	'gik _lɔk	
激怒	'gik _nou	
激活	'gik _wut	
激到死死吓	'gik ¯dou ´sei ´sei ´ha	气得要命
激战	'gik ¯dzin	
激进	'gik ¯dzœn	
激进分子	'gik ¯dzœn _fɐn ´dzi	
激进派	'gik ¯dzœn ¯pai	
击中	'gik ¯dzʊŋ	
激发	'gik ¯fat	
击剑	'gik ¯gim	
激气	'gik ¯hei	气人
激焮	'gik ¯hɪŋ	激怒
击破	'gik ¯pɔ	
激素	'gik ¯sou	
击碎	'gik ¯sœy	
击退	'gik ¯tœy	
击倒	'gik ´dou	
击鼓	'gik ´gu	
激起	'gik ´hei	
击溃	'gik ´kui	
激死	'gik ´sei	气死
激死人	'gik ´sei ˌjɐn	气死人
激死我	'gik ´sei ˏŋɔ	气死我
棘手	'gik ´sɐu	
激扬	'gik ˌjœŋ	
击球	'gik ˌkɐu	
击沉	'gik ˌtsɐm	
激情	'gik ˌtsɪŋ	
激昂	'gik ˌŋɔŋ	
兼职	'gim 'dzik	
鹣鲽情深	'gim _dip ˌtsɪŋ 'sɐm	
兼任	'gim _jɐm	
兼夹	'gim ¯gap	而且，并且，加上
兼顾	'gim ¯gu	
搛菜	'gim ¯tsɔi	
兼爱	'gim ¯ɔi	
兼队	'gim ´dœy	插队，加塞儿
兼管	'gim ´gun	
兼而有之	'gim ˌji ˏjɐu 'dzi	
兼容	'gim ˌjʊŋ	
坚称	'gin 'tsɪŋ	
坚定	'gin _dɪŋ	
坚韧	'gin _jɐn	
坚硬	'gin _ŋaŋ	
肩胛	'gin ¯gap	
坚决	'gin ¯kyt	
坚决否认	'gin ¯kyt ´fɐu _jɪŋ	
坚守	'gin ´sɐu	
坚持	'gin ˌtsi	
坚挺	'gin ˏtɪŋ	
喼	'gip	箱子
喼帽	'gip ´mou	鸭舌帽
骄兵必败	'giu 'bɪŋ 'bit _bai	
娇躯	'giu 'kœy	
娇生惯养	'giu 'sɐŋ ¯gwan ˏjœŋ	
娇妻	'giu 'tsɐi	
娇艳	'giu _jim	
娇媚	'giu _mei	
娇嫩	'giu _nyn	
骄横	'giu _waŋ	
骄傲	'giu _ŋou	
骄傲感	'giu _ŋou ´gɐm	
骄纵	'giu ¯dzʊŋ	
娇惯	'giu ¯gwan	
娇气	'giu ¯hei	
娇态	'giu ¯tai	
骄者必败	'giu ´dzɛ 'bit _bai	
娇嗲	'giu ´dɛ	娇
娇小	'giu ´siu	
娇小玲珑	'giu ´siu ˌlɪŋ ˌlʊŋ	
娇娆	'giu ˌjiu	
骄阳	'giu ˌjœŋ	
娇柔	'giu ˌjɐu	
骄傲自大	'giu ˌŋou _dzi _dai	
娇美	'giu ˏmei	
高不可攀	'gou 'bɐt ´hɔ 'pan	
高不成低不就	'gou 'bɐt ˌsɪŋ 'dɐi 'bɐt _dzɐu	
高踭鞋	'gou 'dzaŋ ˌhai	高跟鞋
高瞻远瞩	'gou 'dzim ˏjyn 'dzʊk	
高中生	'gou 'dzʊŋ 'saŋ	
高科技	'gou 'fɔ _gei	
高峰	'gou 'fʊŋ	
高峰期	'gou 'fʊŋ _wui	
高高大大	'gou 'gou _dai _dai	很高大
高空	'gou 'hʊŋ	
高级	'gou 'kɐp	
高攀	'gou 'pan	
高山	'gou 'san	
高烧	'gou 'siu	
高深莫测	'gou 'sɐm _mɔk 'tsɐk	
高清	'gou 'tsɪŋ	
高速煲	'gou 'tsʊk 'bou	压力锅，高压锅
高速公路	'gou 'tsʊk 'gʊŋ _lou	
高温	'gou 'wɐn	
高达	'gou _dat	
高调	'gou _diu	
高度	'gou _dou	
高度自治	'gou _dou _dzi _dzi	
高度评价	'gou _dou ˌpɪŋ ¯ga	
高效	'gou _hau	
高热	'gou _jit	
膏药	'gou _jœk	
高利贷	'gou _lei ¯tai	
高丽参	'gou _lɐi 'sɐm	
高尚	'gou _sœŋ	
高压	'gou ¯at	
高窦	'gou ¯dɐu	傲慢
高贵	'gou ¯gwɐi	
高血压	'gou ¯hyt ¯at	
高兴	'gou ¯hɪŋ	
高亢	'gou ¯kɔŋ	
高瘦	'gou ¯sɐu	
糕饼	'gou ´bɛŋ	
高等	'gou ´dɐŋ	
高等法院	'gou ´dɐŋ ¯fat _jyn	
高举	'gou ´gœy	
高佬	'gou ´lou	高个子
高原	'gou ˌjyn	
睾丸	'gou ˌjyn	
羔羊	'gou ˌjœŋ	
高人一等	'gou ˌjɐn 'jɐt ´dɐŋ	
高粱	'gou ˌlœŋ	
高梁	'gou ˌlœŋ	
高梁酒	'gou ˌlœŋ ´dzɐu	
高梁米	'gou ˌlœŋ ˏmɐi	
高楼	'gou ˌlɐu	
高楼大厦	'gou ˌlɐu _dai _ha	
高龄	'gou ˌlɪŋ	
高频	'gou ˌpɐn	
高朋满座	'gou ˌpɐŋ ˏmun _dzɔ	
高潮	'gou ˌtsiu	
高层	'gou ˌtsɐŋ	
高才生	'gou ˌtsɔi 'saŋ	
高尔夫	'gou ˏji 'fu	
高尔夫球	'gou ˏji 'fu ˌkɐu	
高尔夫球场	'gou ˏji 'fu ˌkɐu ˌtsœŋ	
孤单	'gu 'dan	
孤单单	'gu 'dan 'dan	
姑姐	'gu 'dzɛ	姑姑，姑母
孤芳自赏	'gu 'fɔŋ _dzi ´sœŋ	
孤孤单单	'gu 'gu 'dan 'dan	
孤军	'gu 'gwɐn	
孤军作战	'gu 'gwɐn ¯dzɔk ¯dzin	
咕哩	'gu 'lei	苦力，搬运工
咕噜	'gu 'lou	
轱辘	'gu 'lʊk	
姑妈	'gu 'ma	姑姑，姑母
孤僻	'gu 'pik	
姑息	'gu 'sik	
姑息养奸	'gu 'sik ˏjœŋ 'gan	
孤身	'gu 'sɐn	
孤寂	'gu _dzik	
孤独	'gu _dʊk	
辜负	'gu _fu	
孤立	'gu _lap	
孤立主义	'gu _lap ´dzy _ji	
孤立无援	'gu _lap ˌmou ˌwun	
孤陋	'gu _lɐu	
孤陋寡闻	'gu _lɐu ´gwa ˌmɐn	
姑勿论	'gu _mɐt _lœn	且不说
孤注一掷	'gu ¯dzy 'jɐt _dzak	
姑太	'gu ¯tai	丈夫的姑母
孤岛	'gu ´dou	
孤子	'gu ´dzi	
姑丈	'gu ´dzœŋ	姑父
孤掌难鸣	'gu ´dzœŋ ˌnan ˌmɪŋ	
姑仔	'gu ´dzɐi	小姑子
孤苦伶仃	'gu ´fu ˌlɪŋ 'dɪŋ	
姑且	'gu ´tsɛ	
孤寒	'gu ˌhɔn	小气，吝啬
孤寒铎	'gu ˌhɔn _dɔk	小气鬼
孤寒到死	'gu ˌhɔn ¯dou ´sei	小气得要命，非常吝啬
孤寒种	'gu ˌhɔn ´dzʊŋ	小气鬼
孤寒鬼	'gu ˌhɔn ´gwɐi	小气鬼
孤寒佬	'gu ˌhɔn ´lou	小气鬼
孤儿	'gu ˌji	
孤儿仔	'gu ˌji ´dzɐi	孤儿
孤儿寡妇	'gu ˌji ´gwa ˏfu	
孤儿院	'gu ˌji ´jyn	
孤鸾年	'gu ˌlyn ˌnin	
孤零	'gu ˌlɪŋ	
孤伶伶	'gu ˌlɪŋ ˌlɪŋ	
孤零零	'gu ˌlɪŋ ˌlɪŋ	
沽名钓誉	'gu ˌmɪŋ ¯diu _jy	
姑娘	'gu ˌnœŋ	护士，看护
姑娘仔	'gu ˌnœŋ ´dzɐi	小姑娘
姑婆	'gu ˌpɔ	祖父的姐妹
孤魂	'gu ˌwɐn	
孤女	'gu ˏnœy	
官非	'gun 'fei	官司
官方	'gun 'fɔŋ	
冠军	'gun 'gwɐn	
观光客	'gun 'gwɔŋ ¯hak	
官腔	'gun 'hɔŋ	
观音兵	'gun 'jɐm 'bɪŋ	护花使者
观音竹	'gun 'jɐm 'dzʊk	罗汉竹，佛肚竹
官司	'gun 'si	
官式	'gun 'sik	正式
官式访问	'gun 'sik ´fɔŋ _mɐn	正式访问，国事访问
观测	'gun 'tsɐk	
观后感	'gun _hɐu ´gɐm	
官吏	'gun _lei	
观念	'gun _nim	
观众	'gun ¯dzʊŋ	
观看	'gun ¯hɔn	
观察	'gun ¯tsat	
观点	'gun ´dim	
官邸	'gun ´dɐi	
观赏	'gun ´sœŋ	
莞草	'gun ´tsou	
官僚	'gun ˌliu	
官僚资本主义	'gun ˌliu 'dzi ´bun ´dzy _ji	
官僚习气	'gun ˌliu _dzap ¯hei	
官僚作风	'gun ˌliu ¯dzɔk 'fʊŋ	
官僚政治	'gun ˌliu ¯dzɪŋ _dzi	
官僚主义	'gun ˌliu ´dzy _ji	
官袍	'gun ˌpou	
棺材	'gun ˌtsɔi	
棺材本	'gun ˌtsɔi ´bun	老本
官员	'gun ˏjyn	
冠冕	'gun ˏmin	
呱呱叫	'gwa 'gwa ¯giu	
瓜椗	'gwa ¯dɪŋ	瓜蒂
瓜褦藤，藤褦瓜	'gwa ¯nɐŋ ˌtɐŋ ˌtɐŋ ¯nɐŋ 'gwa	瓜瓜蔓蔓互相牵连
瓜籽	'gwa ´dzi	
瓜咗	'gwa ´dzɔ	死了
瓜果	'gwa ´gwɔ	
瓜田李下	'gwa ˌtin ˏlei _ha	
瓜田李下之嫌	'gwa ˌtin ˏlei _ha 'dzi ˌjim	
瓜老衬	'gwa ˏlou ¯tsɐn	死了
乖巧	'gwai ´hau	
关刀	'gwan 'dou	
鳏夫	'gwan 'fu	
鳏居	'gwan 'gœy	
关于	'gwan 'jy	
关心	'gwan 'sɐm	
关键	'gwan _gin	
关键字	'gwan _gin _dzi	
关键问题	'gwan _gin _mɐn ˌtɐi	
关键性	'gwan _gin ¯sɪŋ	
关键时刻	'gwan _gin ˌsi 'hɐk	
关系	'gwan _hɐi	
关庙	'gwan _miu	
关内	'gwan _nɔi	
关外	'gwan _ŋɔi	
关押	'gwan ¯at	
关闭	'gwan ¯bɐi	
关节	'gwan ¯dzit	
关节痛	'gwan ¯dzit ¯tʊŋ	
关节炎	'gwan ¯dzit ˌjim	
关注	'gwan ¯dzy	
关税	'gwan ¯sœy	
关切	'gwan ¯tsit	
关爱	'gwan ¯ɔi	
鳏寡	'gwan ´gwa	
鳏寡孤独	'gwan ´gwa 'gu _dʊk	
关口	'gwan ´hɐu	
关卡	'gwan ´ka	
关防	'gwan ˌfɔŋ	
关人！	'gwan ˌjɐn	管他呢！
关联	'gwan ˌlyn	
关联性	'gwan ˌlyn ¯sɪŋ	
关怀	'gwan ˌwai	
隙缝	'gwik ˌfʊŋ	
龟	'gwɐi	乌龟
龟卜	'gwɐi 'bʊk	
归根	'gwɐi 'gɐn	
归根到底	'gwɐi 'gɐn ¯dou ´dɐi	
归根结蒂	'gwɐi 'gɐn ¯git ¯dɐi	
归根结底	'gwɐi 'gɐn ¯git ´dɐi	
归根究底	'gwɐi 'gɐn ¯gɐu ´dɐi	
龟公	'gwɐi 'gʊŋ	王八，戴绿帽子的人
龟公	'gwɐi 'gʊŋ	拉皮条的
归功	'gwɐi 'gʊŋ	
归功于	'gwɐi 'gʊŋ 'jy	
归乡	'gwɐi 'hœŋ	
归西	'gwɐi 'sɐi	
归心似箭	'gwɐi 'sɐm ˏtsi ¯dzin	
龟缩	'gwɐi 'sʊk	
归天	'gwɐi 'tin	
归罪	'gwɐi _dzœy	
归罪于	'gwɐi _dzœy 'jy	
归队	'gwɐi _dœy	
圭臬	'gwɐi _jit	
归入	'gwɐi _jɐp	
龟肉	'gwɐi _jʊk	
归路	'gwɐi _lou	
归类	'gwɐi _lœy	
归类法	'gwɐi _lœy ¯fat	
归纳	'gwɐi _nap	
归纳法	'gwɐi _nap ¯fat	
归顺	'gwɐi _sœn	
龟筮	'gwɐi _sɐi	
归属	'gwɐi _sʊk	
归属于	'gwɐi _sʊk 'jy	
归位	'gwɐi _wɐi	
归位键	'gwɐi _wɐi _gin	
龟鳖	'gwɐi ¯bit	
归并	'gwɐi ¯bɪŋ	
归档	'gwɐi ¯dɔŋ	
归化	'gwɐi ¯fa	
龟甲	'gwɐi ¯gap	
归结	'gwɐi ¯git	
归国	'gwɐi ¯gwɔk	
归咎	'gwɐi ¯gɐu	
归咎于	'gwɐi ¯gɐu 'jy	
归去	'gwɐi ¯hœy	
龟壳	'gwɐi ¯hɔk	
龟壳花	'gwɐi ¯hɔk 'fa	
归案	'gwɐi ¯ɔn	
龟蛋	'gwɐi ´dan	龟儿子，王八蛋
归返	'gwɐi ´fan	
龟婆	'gwɐi ´pɔ	鸨母，老鸨
鲑鱼	'gwɐi ˌjy	
龟纹	'gwɐi ˌmɐn	
归途	'gwɐi ˌtou	
归程	'gwɐi ˌtsɪŋ	
龟头	'gwɐi ˌtɐu	
归还	'gwɐi ˌwan	
闺女	'gwɐi ˏnœy	
君之	'gwɐn 'dzi	反正，横竖
军职	'gwɐn 'dzik	
君真	'gwɐn 'dzɐn	认真，公道，不含糊，照章办事，公正严谨
军装	'gwɐn 'dzɔŋ	
军方	'gwɐn 'fɔŋ	
军机	'gwɐn 'gei	
军官	'gwɐn 'gun	
军官学校	'gwɐn 'gun _hɔk _hau	
军官团	'gwɐn 'gun ˌtyn	
军歌	'gwɐn 'gɔ	
军功	'gwɐn 'gʊŋ	
军靴	'gwɐn 'hɛu	
军医	'gwɐn 'ji	
军规	'gwɐn 'kwɐi	
军区	'gwɐn 'kœy	
军师	'gwɐn 'si	
军需	'gwɐn 'sœy	
军需品	'gwɐn 'sœy ´bɐn	
军心	'gwɐn 'sɐm	
军车	'gwɐn 'tsɛ	
军威	'gwɐn 'wɐi	
军备	'gwɐn _bei	
军备品	'gwɐn _bei ´bɐn	
军队	'gwɐn _dœy	
军阀	'gwɐn _fɐt	
军阀主义	'gwɐn _fɐt ´dzy _ji	
军服	'gwɐn _fʊk	
军械	'gwɐn _hai	
军械库	'gwɐn _hai ¯fu	
军校	'gwɐn _hau	
军用	'gwɐn _jʊŋ	
军用机场	'gwɐn _jʊŋ 'gei ˌtsœŋ	
军用物资	'gwɐn _jʊŋ _mɐt 'dzi	
军用品	'gwɐn _jʊŋ ´bɐn	
军舰	'gwɐn _lam	
军力	'gwɐn _lik	
军律	'gwɐn _lœt	
军令	'gwɐn _lɪŋ	
军帽	'gwɐn _mou	
军务	'gwɐn _mou	
军事	'gwɐn _si	
军士	'gwɐn _si	
军事家	'gwɐn _si 'ga	
军事基地	'gwɐn _si 'gei _dei	
军事区	'gwɐn _si 'kœy	
军事学校	'gwɐn _si _hɔk _hau	
军事学院	'gwɐn _si _hɔk _jyn	
军事化	'gwɐn _si ¯fa	
军事法庭	'gwɐn _si ¯fat ˌtɪŋ	
军事训练	'gwɐn _si ¯fɐn _lin	
军事顾问	'gwɐn _si ¯gu _mɐn	
军事演习	'gwɐn _si ´jin _dzap	
军事委员	'gwɐn _si ´wɐi ˌjyn	
军事委员会	'gwɐn _si ´wɐi ˌjyn _wui	
军事行动	'gwɐn _si ˌhɐŋ _dʊŋ	
军属	'gwɐn _sʊk	
军乐	'gwɐn _ŋɔk	
军乐队	'gwɐn _ŋɔk _dœy	
军制	'gwɐn ¯dzɐi	
军政	'gwɐn ¯dzɪŋ	
军政府	'gwɐn ¯dzɪŋ ´fu	
军政人员	'gwɐn ¯dzɪŋ ˌjɐn ˌjyn	
军政权	'gwɐn ¯dzɪŋ ˌkyn	
军政时期	'gwɐn ¯dzɪŋ ˌsi ˌkei	
军法	'gwɐn ¯fat	
军法官	'gwɐn ¯fat 'gun	
军法审判	'gwɐn ¯fat ´sɐm ¯pun	
军费	'gwɐn ¯fɐi	
军训	'gwɐn ¯fɐn	
军界	'gwɐn ¯gai	
军国	'gwɐn ¯gwɔk	
军国主义	'gwɐn ¯gwɔk ´dzy _ji	
君子之交	'gwɐn ´dzi 'dzi 'gau	
君子之交淡如水	'gwɐn ´dzi 'dzi 'gau ˌdam ˌjy ´sœy	
君子动口不动手	'gwɐn ´dzi _dʊŋ ´hɐu 'bɐt _dʊŋ ´sɐu	
君子协定	'gwɐn ´dzi ¯hip _dɪŋ	
君子好逑	'gwɐn ´dzi ´hou ˌkɐu	
君主	'gwɐn ´dzy	
君主专制	'gwɐn ´dzy 'dzyn ¯dzɐi	
君主专政	'gwɐn ´dzy 'dzyn ¯dzɪŋ	
君主立宪制	'gwɐn ´dzy _lap ¯hin ¯dzɐi	
君主制	'gwɐn ´dzy ¯dzɐi	
君主国	'gwɐn ´dzy ¯gwɔk	
君主主义	'gwɐn ´dzy ´dzy _ji	
君主权	'gwɐn ´dzy ˌkyn	
军种	'gwɐn ´dzʊŋ	
军火	'gwɐn ´fɔ	
军火商	'gwɐn ´fɔ 'sœŋ	
军火库	'gwɐn ´fɔ ¯fu	
军纪	'gwɐn ´gei	
军管	'gwɐn ´gun	
军管区	'gwɐn ´gun 'kœy	
军警	'gwɐn ´gɪŋ	
军犬	'gwɐn ´hyn	
军饷	'gwɐn ´hœŋ	
军委	'gwɐn ´wɐi	
军衔	'gwɐn ˌham	
军人	'gwɐn ˌjɐn	
军营	'gwɐn ˌjɪŋ	
军旗	'gwɐn ˌkei	
君权	'gwɐn ˌkyn	
军权	'gwɐn ˌkyn	
军粮	'gwɐn ˌlœŋ	
君临天下	'gwɐn ˌlɐm 'tin _ha	
军民	'gwɐn ˌmɐn	
军民一家	'gwɐn ˌmɐn 'jɐt 'ga	
军团	'gwɐn ˌtyn	
军援	'gwɐn ˌwun	
均匀	'gwɐn ˌwɐn	
君王	'gwɐn ˌwɔŋ	
军旅	'gwɐn ˏlœy	
军礼	'gwɐn ˏlɐi	
军马	'gwɐn ˏma	
骨	'gwɐt	一刻，四分之一，十五分钟
骨	'gwɐt	骨头
骨	'gwɐt	关，关卡
骨质	'gwɐt 'dzɐt	
骨质疏松	'gwɐt 'dzɐt 'sɔ 'sʊŋ	
骨质疏松症	'gwɐt 'dzɐt 'sɔ 'sʊŋ ¯dzɪŋ	
骨灰	'gwɐt 'fui	
骨灰坛	'gwɐt 'fui ¯tam	
骨灰甕	'gwɐt 'fui ¯ʊŋ	
骨科	'gwɐt 'fɔ	
骨科医生	'gwɐt 'fɔ 'ji 'sɐŋ	
骨肉	'gwɐt _jʊk	
骨肉之情	'gwɐt _jʊk 'dzi ˌtsɪŋ	
骨肉相连	'gwɐt _jʊk 'sœŋ ˌlin	
骨肉相残	'gwɐt _jʊk 'sœŋ ˌtsan	
骨肉至亲	'gwɐt _jʊk ¯dzi 'tsɐn	
骨肉团聚	'gwɐt _jʊk ˌtyn _dzœy	
骨膜	'gwɐt _mɔk	
骨膜炎	'gwɐt _mɔk ˌjim	
骨痹	'gwɐt ¯bei	肉麻
骨节	'gwɐt ¯dzit	
骨折	'gwɐt ¯dzit	
骨骼	'gwɐt ¯gak	
骨干	'gwɐt ¯gɔn	
骨干分子	'gwɐt ¯gɔn _fɐn ´dzi	
骨气	'gwɐt ¯hei	
骨瘦如柴	'gwɐt ¯sɐu ˌjy ˌtsai	
骨瘦如材	'gwɐt ¯sɐu ˌjy ˌtsɔi	
骨致	'gwɐt ´dzi	精致，别致，雅致，玲珑
骨粉	'gwɐt ´fɐn	
骨架	'gwɐt ´ga	
骨感	'gwɐt ´gɐm	
骨鲠	'gwɐt ´gɐŋ	
骨鲠在喉	'gwɐt ´gɐŋ _dzɔi ˌhɐu	
骨缝	'gwɐt ˌfʊŋ	
骨骸	'gwɐt ˌhai	
骨牌	'gwɐt ˌpai	
骨牌效应	'gwɐt ˌpai _hau ¯jɪŋ	
骨盆	'gwɐt ˌpun	
骨坛	'gwɐt ˌtan	
骨头	'gwɐt ˌtɐu	
骨癌	'gwɐt ˌŋam	
骨女	'gwɐt ˏnœy	按摩女郎
骨髓	'gwɐt ˏsœy	
骨髓炎	'gwɐt ˏsœy ˌjim	
轰击	'gwɐŋ 'gik	
肱骨	'gwɐŋ 'gwɐt	
轰轰烈烈	'gwɐŋ 'gwɐŋ _lit _lit	
轰动	'gwɐŋ _dʊŋ	
轰动一时	'gwɐŋ _dʊŋ 'jɐt ˌsi	
轰炸机	'gwɐŋ ¯dza 'gei	
轰隆	'gwɐŋ ˌlʊŋ	
轰鸣	'gwɐŋ ˌmɪŋ	
光笔	'gwɔŋ 'bɐt	
光波	'gwɔŋ 'bɔ	
光宗耀祖	'gwɔŋ 'dzʊŋ _jiu ´dzou	
光辉	'gwɔŋ 'fɐi	
光阴	'gwɔŋ 'jɐm	
光阴荏苒	'gwɔŋ 'jɐm ˏjɐm ˏjim	
光阴似箭	'gwɔŋ 'jɐm ˏtsi ¯dzin	
光天化日	'gwɔŋ 'tin ¯fa _jɐt	
光天化日之下	'gwɔŋ 'tin ¯fa _jɐt 'dzi _ha	
光纤	'gwɔŋ 'tsim	
光束	'gwɔŋ 'tsʊk	
光速	'gwɔŋ 'tsʊk	
光脱脱	'gwɔŋ 'tyt 'tyt	光秃秃，光溜溜，赤条条
光秃秃	'gwɔŋ 'tʊk	
光电	'gwɔŋ _din	
光电效应	'gwɔŋ _din _hau ¯jɪŋ	
光碟	'gwɔŋ _dip	
光度	'gwɔŋ _dou	
光度计	'gwɔŋ _dou ¯gɐi	
光度表	'gwɔŋ _dou ´biu	
光泽	'gwɔŋ _dzak	
光复	'gwɔŋ _fʊk	
光合	'gwɔŋ _hɐp	
