開放粵語詞典（耶魯拼音數字調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［耶魯拼音］	［國語解釋］
倒坍	dou2 taan1	
倒塌	dou2 taap8	
搗毀	dou2 wai2	
…到	dou3	…得
到埗	dou3 bou6	抵達，到達
到處	dou3 chyu3	
到達	dou3 daat9	
…到飛起	dou3 fei1 hei2	…到極點，非常…，…得要命
妒忌	dou3 gei6	
到嗰陣	dou3 go2 jan6	到時候
～到鬼噉	dou3 gwai2 gam2	～得要命
妒恨	dou3 han6	
妒嫉	dou3 jat9	
到其時	dou3 kei4 si4	到時候
…到死	dou3 sei2	…極了，…死了，…得要命，…得要死，非常…
到時	dou3 si4	到時候
到時候	dou3 si4 hau6	
到時睇吓點先	dou3 si4 tai2 ha5 dim2 sin1	到時候再說
倒數	dou3 sou2	
倒胃	dou3 wai6	
倒胃口	dou3 wai6 hau2	
妒意	dou3 yi3	
蠹魚	dou3 yu4	
度	dou6	這兒，那兒
盜版	dou6 baan2	
盜版書	dou6 baan2 syu1	
道不同不相為謀	dou6 bat7 tung4 bat7 seung1 wai4 mau4	
導播	dou6 bo3	
盜賊	dou6 chaak9	
盜取	dou6 cheui2	
導出	dou6 cheut7	
稻草	dou6 chou2	
稻草人	dou6 chou2 yan4	
導彈	dou6 daan6	
導彈系統	dou6 daan6 hai6 tung2	
導彈網	dou6 daan6 mong5	
道德	dou6 dak7	
道德經	dou6 dak7 ging1	
導電	dou6 din6	
導電度	dou6 din6 dou6	
導電性	dou6 din6 sing3	
導電體	dou6 din6 tai2	
度度	dou6 dou6	處處，到處
盜伐	dou6 fat9	
盜匪	dou6 fei2	
導火線	dou6 fo2 sin3	
盜款	dou6 fun2	
鍍金	dou6 gam1	
道高一尺，魔高一丈	dou6 gou1 yat7 chek8 mo1 gou1 yat7 jeung6	
稻穀	dou6 guk7	
導管	dou6 gun2	
杜鵑	dou6 gyun1	
杜鵑花	dou6 gyun1 fa1	
杜鵑鳥	dou6 gyun1 niu5	
導向	dou6 heung3	
導向飛彈	dou6 heung3 fei1 daan6	
道歉	dou6 hip8	
稻糠	dou6 hong1	
導航	dou6 hong4	
導航系統	dou6 hong4 hai6 tung2	
杜撰	dou6 jaan6	
導致	dou6 ji3	
杜絕	dou6 jyut9	
杜絕後患	dou6 jyut9 hau6 waan6	
道理	dou6 lei5	
盜壘	dou6 leui5	
渡輪	dou6 leun4	
道路	dou6 lou6	
稻米	dou6 mai5	
稻苗	dou6 miu4	
盜墓	dou6 mou6	
杜門	dou6 mun4	
杜門謝客	dou6 mun4 je6 haak8	
悼念	dou6 nim6	
導尿管	dou6 niu6 gun2	
道袍	dou6 pou4	
導師	dou6 si1	
道士	dou6 si2	
導線	dou6 sin3	
盜竊	dou6 sit8	
盜竊罪	dou6 sit8 jeui6	
稻菽	dou6 suk9	
導體	dou6 tai2	
稻田	dou6 tin4	
盜印	dou6 yan3	
導入	dou6 yap9	
導遊	dou6 yau4	
道友	dou6 yau5	癮君子，吸毒者
道義	dou6 yi6	
盜亦有道	dou6 yik9 yau5 dou6	
導演	dou6 yin2	
悼唁	dou6 yin6	
導熱	dou6 yit9	
盜用	dou6 yung6	
督	duk7	戳，捅，刺，扎
篤	duk7	底，底部，盡頭
督背脊	duk7 bui3 jek8	背地裡傷人，打小報告，戳脊樑骨
督察	duk7 chaat8	
督親	duk7 chan1	戳傷，刺傷
督穿	duk7 chyun1	捅破
督穿個窿	duk7 chyun1 go3 lung1	捅個窿
篤底	duk7 dai2	底下的，底層的
篤定	duk7 ding6	
篤行	duk7 hang4	
篤厚	duk7 hau5	
篤學	duk7 hok9	
篤志	duk7 ji3	
篤直	duk7 jik9	
篤實	duk7 sat9	
篤守	duk7 sau2	
篤信	duk7 seun3	
篤誠	duk7 sing4	
獨白	duk9 baak9	
毒品	duk9 ban2	
獨步	duk9 bou6	
獨唱	duk9 cheung3	
獨唱曲	duk9 cheung3 kuk7	
獨裁	duk9 choi4	
獨裁者	duk9 choi4 je2	
獨裁政權	duk9 choi4 jing3 kyun4	
獨創	duk9 chong3	
獨處	duk9 chyu5	
讀大學	duk9 daai6 hok9	
獨得	duk9 dak7	
獨特	duk9 dak9	
獨特性	duk9 dak9 sing3	
獨當一面	duk9 dong1 yat7 min6	
獨到	duk9 dou3	
獨到之處	duk9 dou3 ji1 chyu3	
獨斷	duk9 dyun6	
獨斷獨行	duk9 dyun6 duk9 hang4	
獨斷專行	duk9 dyun6 jyun1 hang4	
毒販	duk9 faan3	
獨家	duk9 ga1	
獨家報導	duk9 ga1 bou3 dou6	
獨家新聞	duk9 ga1 san1 man4	
獨居	duk9 geui1	
獨具匠心	duk9 geui6 jeung6 sam1	
獨具慧眼	duk9 geui6 wai6 ngaan5	
獨具一格	duk9 geui6 yat7 gaak8	
獨腳戲	duk9 geuk8 hei3	
獨角	duk9 gok8	
獨角戲	duk9 gok8 hei3	
獨角獸	duk9 gok8 sau3	
獨係	duk9 hai6	只是，只有
讀後感	duk9 hau6 gam2	
獨奏	duk9 jau3	
獨奏曲	duk9 jau3 kuk7	
讀者	duk9 je2	
獨掌	duk9 jeung2	
獨掌大權	duk9 jeung2 daai6 kyun4	
獨資	duk9 ji1	
獨資經營	duk9 ji1 ging1 ying4	
獨子	duk9 ji2	
獨自	duk9 ji6	
獨佔	duk9 jim3	
獨佔鰲頭	duk9 jim3 ngou4 tau4	
獨佔市場	duk9 jim3 si5 cheung4	
獨攬	duk9 laam5	
獨攬大權	duk9 laam5 daai6 kyun4	
獨立	duk9 laap9	
獨立國	duk9 laap9 gwok8	
獨立自主	duk9 laap9 ji6 jyu2	
獨立精神	duk9 laap9 jing1 san4	
獨立思考	duk9 laap9 si1 haau2	
獨立思想	duk9 laap9 si1 seung2	
獨立性	duk9 laap9 sing3	
獨立宣言	duk9 laap9 syun1 yin4	
獨立運動	duk9 laap9 wan6 dung6	
獨輪	duk9 leun4	
獨輪車	duk9 leun4 che1	
獨來獨往	duk9 loi4 duk9 wong5	
讀萬卷書，行萬里路	duk9 maan6 gyun2 syu1 haang4 maan6 lei5 lou6	
讀物	duk9 mat9	
獨幕劇	duk9 mok9 kek9	
黷武	duk9 mou5	
獨木	duk9 muk9	
獨木不成林	duk9 muk9 bat7 sing4 lam4	
獨木舟	duk9 muk9 jau1	
獨木橋	duk9 muk9 kiu4	
獨木船	duk9 muk9 syun4	
獨門	duk9 mun4	
獨眼	duk9 ngaan5	
獨眼龍	duk9 ngaan5 lung4	
獨身	duk9 san1	
獨身主義	duk9 san1 jyu2 yi6	
獨身生活	duk9 san1 sang1 wut9	
獨生	duk9 sang1	
獨生子	duk9 sang1 ji2	
獨生女	duk9 sang1 neui5	
讀寫	duk9 se2	
讀寫能力	duk9 se2 nang4 lik9	
毒蛇	duk9 se4	
獨睡	duk9 seui2	單人床
獨市生意	duk9 si5 saang1 yi3	獨家生意
獨食	duk9 sik9	独吃，独吞
獨善其身	duk9 sin6 kei4 san1	
讀書	duk9 syu1	
讀書不求甚解	duk9 syu1 bat7 kau4 sam6 gaai2	
獨樹一幟	duk9 syu6 yat7 chi3	
獨樹一格	duk9 syu6 yat7 gaak8	
獨往獨來	duk9 wong5 duk9 loi4	
獨一無二	duk9 yat7 mou4 yi6	
獨有	duk9 yau5	
毒藥	duk9 yeuk9	
冬	dung1	冬至
東北	dung1 bak7	
東北部	dung1 bak7 bou6	
東北方	dung1 bak7 fong1	
東北風	dung1 bak7 fung1	
東北面	dung1 bak7 min6	
東便	dung1 bin6	東邊
東部	dung1 bou6	
東半球	dung1 bun3 kau4	
東窗事發	dung1 cheung1 si6 faat8	
冬青	dung1 ching1	
冬青樹	dung1 ching1 syu6	
冬蟲夏草	dung1 chung4 ha6 chou2	
冬大過年	dung1 daai6 gwo3 nin4	過冬至節比過年還重要
東倒西歪	dung1 dou2 sai1 waai1	
東道	dung1 dou6	
東道主	dung1 dou6 jyu2	
東方	dung1 fong1	
東方國家	dung1 fong1 gwok8 ga1	
東方紅	dung1 fong1 hung4	
東方文化	dung1 fong1 man4 fa3	
東方人	dung1 fong1 yan4	
冬風	dung1 fung1	
東風	dung1 fung1	
東經	dung1 ging1	
冬菇	dung1 gu1	香菇
冬瓜	dung1 gwa1	
冬瓜豆腐	dung1 gwa1 dau6 fu6	三長兩短，不測
冬瓜湯	dung1 gwa1 tong1	
冬季	dung1 gwai3	
東側	dung1 jak7	
東周	dung1 jau1	
東張西望	dung1 jeung1 sai1 mong6	
冬至	dung1 ji3	
東至	dung1 ji3	
東征西討	dung1 jing1 sai1 tou2	
東正教	dung1 jing3 gaau3	
東拉西扯	dung1 laai1 sai1 che2	
冬令	dung1 ling6	
冬眠	dung1 min4	
東面	dung1 min6	
東南	dung1 naam4	
東南部	dung1 naam4 bou6	
東南方	dung1 naam4 fong1	
東南風	dung1 naam4 fung1	
東南面	dung1 naam4 min6	
東南西北	dung1 naam4 sai1 bak7	
東岸	dung1 ngon6	
東山再起	dung1 saan1 joi3 hei2	
東西	dung1 sai1	
東西南北	dung1 sai1 naam4 bak7	
東施效顰	dung1 si1 haau6 pan4	
冬天	dung1 tin1	
懂得	dung2 dak7	
懂事	dung2 si6	
董事	dung2 si6	
董事長	dung2 si6 jeung2	
凍	dung3	冷
凍冰冰	dung3 bing1 bing1	冷冰冰
凍親	dung3 chan1	著涼
凍到死	dung3 dou3 sei2	冷死了，冷得要命
凍到揗揗震	dung3 dou3 tan4 tan4 jan3	冷得直打哆嗦
凍啡	dung3 fe1	冷咖啡
凍結	dung3 git8	
凍滾水	dung3 gwan2 seui2	涼開水
棟梁	dung3 leung4	
凍檸茶	dung3 ning4 cha4	冷檸檬茶
凍水	dung3 seui2	冷水，冰水，涼水，涼白開
凍水散瘀	dung3 seui2 saan3 yu2	冷水消腫
棟宇	dung3 yu5	
凍鴛鴦	dung3 yun1 yeung1	冷咖啡茶，冷咖啡加奶茶
戙	dung6	摞
戙	dung6	豎，立
動兵	dung6 bing1	
動槍	dung6 cheung1	
動詞	dung6 chi4	
動詞變化	dung6 chi4 bin3 fa3	
動情	dung6 ching4	
動粗	dung6 chou1	
動粗	dung6 chou1	動武
動蕩	dung6 dong6	
動蕩不安	dung6 dong6 bat7 on1	
動刀	dung6 dou1	
動刀動槍	dung6 dou1 dung6 cheung1	
戙篤	dung6 duk7	站著
戙篤企	dung6 duk7 kei5	垂直豎立著
戙篤笑	dung6 duk7 siu3	單口相聲
戙篤笑騷	dung6 duk7 siu3 sou1	單口相聲表演
動火	dung6 fo2	
動感	dung6 gam2	
動機	dung6 gei1	
動工	dung6 gung1	
恫嚇	dung6 haak8	
動口	dung6 hau2	
戙起隻腳	dung6 hei2 jek8 geuk8	支起腿
動氣	dung6 hei3	
動向	dung6 heung3	
動植物	dung6 jik9 mat9	
動靜	dung6 jing6	
動輒	dung6 jip8	
動輒得咎	dung6 jip8 dak7 gau3	
動作	dung6 jok8	
動作片	dung6 juk8 pin2	
侗族	dung6 juk9	
戙企	dung6 kei5	垂直豎立著
戙起床版	dung6 kei5	開夜車
動量	dung6 leung6	
動力	dung6 lik9	
動力機	dung6 lik9 gei1	
動力學	dung6 lik9 hok9	
動亂	dung6 lyun6	
動脈硬化	dung6 mak9 ngaang6 fa3	
動物	dung6 mat9	
動物界	dung6 mat9 gaai3	
動物學	dung6 mat9 hok9	
動物學家	dung6 mat9 hok9 ga1	
動物油	dung6 mat9 yau4	
動物園	dung6 mat9 yun4	
動名詞	dung6 ming4 chi4	
動武	dung6 mou5	
動腦	dung6 nou5	
動腦筋	dung6 nou5 gan1	
動怒	dung6 nou6	
動心	dung6 sam1	
動手	dung6 sau2	
動手動腳	dung6 sau2 dung6 geuk8	
動手腳	dung6 sau2 geuk8	
動手術	dung6 sau2 seut9	
動態	dung6 taai3	
動態平衡	dung6 taai3 ping4 hang4	
胴體	dung6 tai2	
動土	dung6 tou2	
動畫	dung6 wa2	
動畫片	dung6 wa2 pin2	
動人	dung6 yan4	
動人心弦	dung6 yan4 sam1 yin4	
動議	dung6 yi5	
動搖	dung6 yiu4	
動員令	dung6 yun4 ling6	
動容	dung6 yung4	
動用	dung6 yung6	
洞穴	dung6 yut9	
端午節	dyun1 ng5 jit8	
端倪	dyun1 ngai4	
短法包	dyun2 faat8 baau1	短法國麵包
短褲	dyun2 fu3	
短暫	dyun2 jaam6	
短袖	dyun2 jau6	
短期	dyun2 kei4	
短期內	dyun2 kei4 noi6	
短裙	dyun2 kwan4	裙子
短褸	dyun2 lau1	外套
斷估	dyun3 gu2	瞎猜，亂猜
鍛煉	dyun3 lin6	
斷壁殘垣	dyun6 bik7 chaan4 wun4	
鍛練	dyun6 lin6	
奪取	dyut9 cheui2	
奪得	dyut9 dak7	
奪金	dyut9 gam1	
奪冠	dyut9 gun3	
奪眶而出	dyut9 hong1 yi4 cheut7	
奪權	dyut9 kyun4	
奪目	dyut9 muk9	
奪門	dyut9 mun4	
奪門而入	dyut9 mun4 yi4 yap9	
奪魂	dyut9 wan4	
AA制	ei1 ei1 jai3	各付各的
花苞	fa1 baau1	
花圃	fa1 bou2	
花朵	fa1 do2	
花花世界	fa1 fa1 sai3 gaai3	
花瓣	fa1 faan6	
花費不貲	fa1 fai3 bat7 ji1	
花弗	fa1 fit7	誇耀，花俏
花款	fa1 fun2	花樣，款式，式樣，花色
花街	fa1 gaai1	花市
花腔	fa1 hong1	
花紅	fa1 hung4	紅利，利潤，利息，獎金
花圈	fa1 hyun1	
花樽	fa1 jeun1	花瓶
花招	fa1 jiu1	
花冧	fa1 lam1	花蕾
花蕾	fa1 leui5	
花哩花碌	fa1 li1 fa1 luk7	花里胡哨，花斑斑
花哩碌	fa1 li1 luk7	花里胡哨，色彩斑駁，花花綠綠，五顏六色
花哩胡碌	fa1 li1 wu4 luk7	花里胡哨，花斑斑
花名	fa1 meng2	外號，綽號
花瓶	fa1 ping4	
花灑	fa1 sa2	噴頭，蓮蓬頭
花哨	fa1 saau3	
花臣	fa1 san2	式樣，花樣，時髦
花生肉	fa1 sang1 yuk9	花生米
花絮	fa1 seui5	
花士令	fa1 si6 ling2	凡士林
花城	fa1 sing4	廣州別稱
花卉	fa1 wai2	
花王	fa1 wong4	園丁，花匠
花蕊	fa1 yeui5	
花園	fa1 yun2	
化鴟為鳳	fa3 chi1 wai4 fung6	
化纖	fa3 chim1	
化纖廠	fa3 chim1 chong2	
化敵為友	fa3 dik9 wai4 yau5	
化繁為簡	fa3 faan4 wai4 gaan2	
化肥	fa3 fei4	
化肥廠	fa3 fei4 chong2	
化腐朽為神奇	fa3 fu6 nau2 wai4 san4 kei4	
化解	fa3 gaai2	
化干戈為玉帛	fa3 gon1 gwo1 wai4 yuk9 baak9	
化工	fa3 gung1	
化工廠	fa3 gung1 chong2	
化合物	fa3 hap9 mat9	
化險為夷	fa3 him2 wai4 yi4	
化學	fa3 hok9	
化學品	fa3 hok9 ban2	
化學變化	fa3 hok9 bin3 fa3	
化學纖維	fa3 hok9 chim1 wai4	
化學反應	fa3 hok9 faan2 ying3	
化學肥料	fa3 hok9 fei4 liu6	
化學家	fa3 hok9 ga1	
化學工廠	fa3 hok9 gung1 chong2	
化學作用	fa3 hok9 jok8 yung6	
化學武器	fa3 hok9 mou5 hei3	
化學平衡	fa3 hok9 ping4 hang4	
化學元素	fa3 hok9 yun4 sou3	
化妝	fa3 jong1	
化裝	fa3 jong1	
化妝品	fa3 jong1 ban2	
化裝舞會	fa3 jong1 mou5 wui6	
化妝室	fa3 jong1 sat7	
化妝箱	fa3 jong1 seung1	
化妝台	fa3 jong1 toi4	
化名	fa3 ming4	
化武	fa3 mou5	
化外	fa3 ngoi6	
化外之民	fa3 ngoi6 ji1 man4	
化濃妝	fa3 nung4 jong1	
化身	fa3 san1	
化石	fa3 sek9	
化算	fa3 syun3	划算，合算
化為	fa3 wai4	
化為泡影	fa3 wai4 pou5 ying2	
化為烏有	fa3 wai4 wu1 yau5	
化驗	fa3 yim6	
化驗品	fa3 yim6 ban2	
化驗室	fa3 yim6 sat7	
快脆	faai3 cheui3	快，快當，利索
快速	faai3 chuk7	
快遞	faai3 dai6	
快啲行喇	faai3 di1 haang4 la3	快點走吧
快啲啦！	faai3 di1 la1	快點吧！
快啲	faai3 dit7	快一點
快快脆脆	faai3 faai3 cheui3 cheui3	快快，趕忙
快感	faai3 gam2	
筷子	faai3 ji2	
快捷	faai3 jit9	
傀儡	faai3 leui5	
傀儡戲	faai3 leui5 hei3	
傀儡政府	faai3 leui5 jing3 fu2	
傀儡政權	faai3 leui5 jing3 kyun4	
快樂	faai3 lok9	
快勞	faai3 lou2	文檔，文件，檔案
塊面紅紅哋	faai3 min6 hung4 hung4 dei2	臉紅紅的
快手	faai3 sau2	迅速
快手啲	faai3 sau2 di1	動作快點
快艇	faai3 teng5	
翻	faan1	回，返
番鴨	faan1 aap8	旱鴨
翻版	faan1 baan2	盜版
番邦	faan1 bong1	
翻抄	faan1 chaau1	再制，再生
翻草	faan1 chou2	反芻
番地	faan1 dei6	
翻風	faan1 fung1	刮風，起風
番梘	faan1 gaan2	肥皂
番梘泡	faan1 gaan2 pou5	肥皂泡
翻供	faan1 gung1	
翻工	faan1 gung1	上班
翻公司	faan1 gung1 si1	回公司
番瓜	faan1 gwa1	南瓜
番鬼	faan1 gwai2	蠻不講理，兇狠惡毒，刁蠻
番鬼	faan1 gwai2	西洋的，西洋人
番鬼仔	faan1 gwai2 jai2	西洋小孩，外國男孩，外國小孩
番鬼佬	faan1 gwai2 lou2	西洋人，洋鬼子，外國人，老外
番鬼佬涼茶	faan1 gwai2 lou2 leung4 cha4	啤酒
番鬼妹	faan1 gwai2 mui1	外國少女，外國姑娘，外國女孩
番鬼婆	faan1 gwai2 po2	外國婦女，老外
番國	faan1 gwok8	
反客為主	faan1 haak8 wai4 jyu2	
翻去	faan1 heui3	回去
翻鄉下	faan1 heung1 ha6	回鄉下
翻學	faan1 hok9	上學
番族	faan1 juk9	
翻轉頭	faan1 jyun2 tau4	回頭，掉頭，往回
番茄醬	faan1 ke4 jeung3	
翻企	faan1 kei2	回家
翻嚟	faan1 lei4	回來
翻唔切	faan1 m4 chit8	趕不回來，趕不回去
翻面	faan1 min6	翻臉
翻屋企	faan1 nguk7 kei2	回家
翻晒面	faan1 saai3 min6	翻臉
翻生	faan1 saang1	復活
番石榴	faan1 sek9 lau4	
番石榴	faan1 sek9 lau4	石榴
番薯	faan1 syu2	地瓜，白薯，紅薯，甘薯，蕃薯
番薯糖	faan1 syu4 tong2	糖水白薯
翻頭嫁	faan1 tau4 ga3	再嫁
番話	faan1 wa2	
番話	faan1 wa2	外語
番人	faan1 yan4	
翻譯	faan1 yik9	
翻譯家	faan1 yik9 ga1	
翻譯者	faan1 yik9 je2	
反	faan2	開玩笑，鬧，玩兒
犯	faan2	犯人
反敗為勝	faan2 baai6 wai4 sing3	
反比	faan2 bei2	
反駁	faan2 bok8	
反哺	faan2 bou6	
反叛	faan2 bun6	
反差	faan2 cha1	
反切	faan2 chit8	
反芻動物	faan2 cho1 dung6 mat9	
反串	faan2 chyun3	
反彈	faan2 daan6	
反彈力	faan2 daan6 lik9	
反斗	faan2 dau2	頑皮，淘氣
反對	faan2 deui3	
反對黨	faan2 deui3 dong2	
反對者	faan2 deui3 je2	
反倒	faan2 dou3	
反動	faan2 dung6	
反動份子	faan2 dung6 fan6 ji2	
反動派	faan2 dung6 paai3	
反覆	faan2 fuk7	
反感	faan2 gam2	
反擊	faan2 gik7	
反攻	faan2 gung1	
反攻為守	faan2 gung1 wai4 sau2	
反饋	faan2 gwai6	
反骨	faan2 gwat7	反叛，背叛，無情義，吃裡扒外
反骨仔	faan2 gwat7 jai2	叛徒，白眼狼，忘恩負義的人，吃裡扒外的貨
反骨無情	faan2 gwat7 mou4 ching4	忘恩負義
反光	faan2 gwong1	
反光鏡	faan2 gwong1 geng3	
反核	faan2 hat9	
反向	faan2 heung3	
反制	faan2 jai3	
反之	faan2 ji1	
反之亦然	faan2 ji1 yik9 yin4	
反戰	faan2 jin3	
反戰份子	faan2 jin3 fan6 ji2	
反正	faan2 jing3	
反其道而行之	faan2 kei4 dou6 yi4 hang4 ji1	
反抗	faan2 kong3	
反抗軍	faan2 kong3 gwan1	
反問	faan2 man6	
反面	faan2 min2	翻臉
反面唔認人	faan2 min2 m4 ying6 yan4	翻臉不認人
反咬	faan2 ngaau5	
反咬一口	faan2 ngaau5 yat7 hau2	
反撲	faan2 pok8	
返璞歸真	faan2 pok8 gwai1 jan1	
反修	faan2 sau1	
反守為攻	faan2 sau2 wai4 gung1	
反射	faan2 se6	
反射光	faan2 se6 gwong1	
反常	faan2 seung4	
反時鐘方向	faan2 si4 jung1 fong1 heung3	
反坦克	faan2 taan2 hak7	
反胃	faan2 wai6	
反而	faan2 yi4	
反映	faan2 ying2	
反應	faan2 ying3	
反應過渡	faan2 ying3 gwo3 dou6	
販賣部	faan3 bou6	
販毒	faan3 duk9	
販夫走卒	faan3 fu1 jau2 jeut7	
販賣	faan3 maai6	
販賣機	faan3 maai6 gei1	
販賣人口	faan3 maai6 yan4 hau2	
販售	faan3 sau6	
販運	faan3 wan6	
繁多	faan4 do1	
煩到死	faan4 dou3 sei2	煩死了，真叫人心煩
繁花似錦	faan4 fa1 chi5 gam2	
繁分數	faan4 fan1 sou3	
凡夫俗子	faan4 fu1 juk9 ji2	
凡夫俗子	faan4 fu1 juk9 ji2	
凡係	faan4 hai6	凡是
繁雜	faan4 jaap9	
繁殖	faan4 jik9	
繁殖力	faan4 jik9 lik9	
凡例	faan4 lai6	
樊籬	faan4 lei4	
藩籬	faan4 lei4	
繁亂	faan4 lyun6	
繁文	faan4 man4	
繁文縟節	faan4 man4 yuk9 jit8	
繁密	faan4 mat9	
繁茂	faan4 mau6	
繁忙	faan4 mong4	
繁難	faan4 naan4	
煩惱	faan4 nou5	
繁碎	faan4 seui3	
繁星	faan4 sing1	
繁星點點	faan4 sing1 dim2 dim2	
繁盛	faan4 sing6	
繁瑣	faan4 so2	
藩屬	faan4 suk9	
繁體字	faan4 tai2 ji6	
繁華	faan4 wa4	
繁榮	faan4 wing4	
繁榮昌盛	faan4 wing4 cheung1 sing6	
凡人	faan4 yan4	
繁衍	faan4 yin2	
繁育	faan4 yuk9	
飯煲	faan6 bou1	飯鍋，煮飯的鍋
範本	faan6 bun2	
飯缽	faan6 but8	
飯鏟	faan6 chaan2	鍋鏟
飯鏟頭	faan6 chaan2 tau4	眼睛蛇
範疇	faan6 chau4	
范疇	faan6 chau4	
飯匙	faan6 chi4	
犯錯	faan6 cho3	
飯菜	faan6 choi3	
飯店	faan6 dim3	
飯袋	faan6 doi6	
飯腳	faan6 geuk8	剩飯底子，碗底子
飯蓋	faan6 goi3	鍋蓋，飯鍋的蓋
飯局	faan6 guk9	
飯館	faan6 gun2	
飯盒	faan6 hap9	盒飯，便當
飯殼	faan6 hok8	盛飯的勺子
犯罪	faan6 jeui6	
飯焦	faan6 jiu1	鍋巴
犯眾憎	faan6 jung3 jang1	犯眾怒，引起公憤，人人憎恨，令眾人憎惡，討人厭
範例	faan6 lai6	
范例	faan6 lai6	
飯量	faan6 leung6	
範文	faan6 man4	
飯粒	faan6 nap7	
飯票	faan6 piu3	
範式	faan6 sik7	
飯餸	faan6 sung3	飯菜
飯廳	faan6 teng1	食堂
飯枱	faan6 toi2	餐桌
飯湯	faan6 tong1	米湯
飯堂	faan6 tong4	食堂
飯桶	faan6 tung2	
飯糰	faan6 tyun4	
範圍	faan6 wai4	
飯鍋	faan6 wo1	
飯碗	faan6 wun2	
犯人	faan6 yan4	
法包	faat8 baau1	法國麵包，法式長棍麵包
發表	faat8 biu2	
發表偉論	faat8 biu2 wai5 leun6	
發祥地	faat8 cheung4 dei6	
發矢	faat8 chi2	
髮菜	faat8 choi3	
髮帶	faat8 daai3	
發達	faat8 daat9	
發達	faat8 daat9	發財，暴發
發癲	faat8 din1	發瘋
發電	faat8 din6	
發電場	faat8 din6 cheung4	
發電機	faat8 din6 gei1	
發動	faat8 dung6	
發花癲	faat8 fa1 din1	發瘋
發瘋	faat8 fung1	
發風	faat8 fung1	痲瘋病，發麻風病
髮夾	faat8 gaap2	頭髮夾子
髮夾	faat8 gaap8	
發酵	faat8 gaau3	
發雞盲	faat8 gai1 maang4	患夜盲症
髮髻	faat8 gai3	
髮根	faat8 gan1	
髮腳	faat8 geuk8	髮邊，髮際
發高燒	faat8 gou1 siu1	
法官	faat8 gun1	
法國鬼	faat8 gwok8 gwai2	法國人
發吓姣氣	faat8 ha5 haau4 hei3	抖抖威風
發姣	faat8 haau4	賣俏，發情，發浪
發起	faat8 hei2	
發焮	faat8 hing3	發怒
發焮	faat8 hing3	發燒
發開口夢	faat8 hoi1 hau2 mung6	說夢話
髮針	faat8 jam1	
發酒癲	faat8 jau2 din1	發酒瘋
發怵	faat8 jeut7	
發展	faat8 jin2	
發展中	faat8 jin2 jung1	
發怔	faat8 jing1	
發咗一個夢	faat8 jo2 yat7 go3 mung6	做了一個夢
發睏	faat8 kwan3	
發爛渣	faat8 laan6 ja1	耍無賴
發爛渣	faat8 laan6 ja2	撒野，發脾氣，無理取鬧
發冷	faat8 laang5	打擺子，發瘧子
髮蠟	faat8 laap9	
法律	faat8 leut9	
發啷厲	faat8 long1 lai2	大發雷霆
琺琅	faat8 long4	
髮廊	faat8 long4	
琺琅質	faat8 long4 jat7	
發牢騷	faat8 lou4 sou1	
髮尾	faat8 mei5	髮梢，髮尖
發明	faat8 ming4	
髮網	faat8 mong5	
發毛	faat8 mou1	長霉，發霉
發木獨	faat8 muk9 duk9	發愣，發呆
發夢	faat8 mung6	做夢
發夢都未見過	faat8 mung6 dou1 mei6 gin3 gwo3	做夢也沒有見過
發嬲	faat8 nau1	生氣
發芽	faat8 nga4	
發喑話	faat8 ngam6 wa6	說夢話，說昏話
發噏風	faat8 ngap7 fung1	胡說八道，胡言亂語
發吽哣	faat8 ngau6 dau6	發愣，發呆
發怒	faat8 nou6	
發票	faat8 piu3	
發泡膠	faat8 pou5 gaau1	泡沫塑料，發泡塑料
發泡膠盒	faat8 pou5 gaau1 hap2	發泡塑料盒兒
發痧	faat8 sa1	
發誓	faat8 sai6	
發神經	faat8 san4 ging1	神經病，瘋了，發瘋
發生	faat8 sang1	
發射	faat8 se6	
髮絲	faat8 si1	
發市	faat8 si5	開市；買賣興隆
發洩	faat8 sit8	
發燒	faat8 siu1	
發燒友	faat8 siu1 yau2	狂熱者，迷戀者
發送	faat8 sung3	
法庭	faat8 ting4	
發瘟	faat8 wan1	發瘋，瘋了
發瘟雞	faat8 wan1 gai1	傻子，瘋子，神經病
發暈	faat8 wan4	
發音	faat8 yam1	
髮油	faat8 yau4	
法裔	faat8 yeui6	
發羊吊	faat8 yeung4 diu3	癲癇，發羊癇風
發炎	faat8 yim4	
發言人	faat8 yin4 yan4	
發現	faat8 yin6	
髮型	faat8 ying4	
發熱	faat8 yit9	
揮別	fai1 bit9	
揮春	fai1 cheun1	春聯
揮刀	fai1 dou1	
揮發	fai1 faat8	
揮霍	fai1 fok8	
揮霍無度	fai1 fok8 mou4 dou6	
揮金如土	fai1 gam1 yu4 tou2	
揮劍	fai1 gim3	
徽章	fai1 jeung1	
揮之不去	fai1 ji1 bat7 heui3	
揮拳	fai1 kyun4	
揮淚	fai1 leui6	
揮手	fai1 sau2	
輝煌	fai1 wong4	
廢	fai3	無能，沒用，窩囊，腐朽，窩囊廢
廢	fai3	窩囊
肺	fai3	肺臟
肺部	fai3 bou6	
廢柴	fai3 chaai4	廢物，沒用的人
肺動脈	fai3 dung6 mak9	
