开放粤语词典（耶鲁拼音数字调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［耶鲁拼音］	［国语解释］
家畜	ga1 chuk7	
加速器	ga1 chuk7 hei3	
加大	ga1 daai6	
加快	ga1 faai3	
家训	ga1 fan3	
家伙	ga1 fo2	
加减	ga1 gaam2	
加减法	ga1 gaam2 faat8	
加减乘除	ga1 gaam2 sing4 cheui4	
家教	ga1 gaau3	
加紧	ga1 gan2	
家居	ga1 geui1	
家具	ga1 geui6	
家境	ga1 ging2	
家境清寒	ga1 ging2 ching1 hon4	
加高	ga1 gou1	
加固	ga1 gu3	
加官	ga1 gun1	
加官晋爵	ga1 gun1 jeun3 jeuk8	
加官进禄	ga1 gun1 jeun3 luk9	
加工	ga1 gung1	
家公	ga1 gung1	公公
加工品	ga1 gung1 ban2	
加工厂	ga1 gung1 chong2	
家眷	ga1 gyun4	
家下	ga1 ha5	现在，这会儿
加厚	ga1 hau5	
家乡	ga1 heung1	
家乡话	ga1 heung1 wa2	
加号	ga1 hou6	
家阵	ga1 jan2	现在，这会儿
家姐	ga1 je1	大姐，亲姐姐
家长	ga1 jeung2	
家长会	ga1 jeung2 wui6	
加值	ga1 jik9	
家政	ga1 jing3	
家祖	ga1 jou2	
家族	ga1 juk9	
家中	ga1 jung1	
家禽	ga1 kam4	
加强	ga1 keung4	
加仑	ga1 leun4	
加力	ga1 lik9	
家猫	ga1 maau1	
加盟	ga1 mang4	
加密	ga1 mat9	
加冕	ga1 min5	
加冕典礼	ga1 min5 din2 lai5	
家务	ga1 mou6	
家门	ga1 mun4	
加拿大人	ga1 na4 daai6 yan4	
家奴	ga1 nou4	
家婆	ga1 po2	婆婆
家破人亡	ga1 po3 yan4 mong4	
加倍	ga1 pui5	
袈裟	ga1 sa1	
家山有眼	ga1 saan1 yau5 ngaan5	祖宗有灵
家世	ga1 sai3	
加深	ga1 sam1	
加薪	ga1 san1	
加税	ga1 seui3	
家信	ga1 seun3	
家常	ga1 seung4	
家常便饭	ga1 seung4 bin6 faan6	
家常菜	ga1 seung4 choi3	
家常饭	ga1 seung4 faan6	
加上	ga1 seung6	
家俬	ga1 si1	家俱
家俬铺	ga1 si1 pou2	家具店
家事	ga1 si6	
加色	ga1 sik7	
枷锁	ga1 so2	
家嫂	ga1 sou2	媳妇，儿媳妇，儿媳
家属	ga1 suk9	
加餸	ga1 sung3	加菜
家书	ga1 syu1	
家头细务	ga1 tau4 sai3 mou6	家务，家务事，家庭琐事
家庭	ga1 ting4	
家庭教师	ga1 ting4 gaau3 si1	
家庭工业	ga1 ting4 gung1 yip9	
家庭作业	ga1 ting4 jok8 yip9	
家庭主妇	ga1 ting4 jyu2 fu5	
家人	ga1 yan4	
加人一等	ga1 yan4 yat7 dang2	
加入	ga1 yap9	
加油	ga1 yau4	
加油站	ga1 yau4 jaam6	
加油添醋	ga1 yau4 tim1 chou3	
加以	ga1 yi5	
家燕	ga1 yin3	
家蝇	ga1 ying4	
加热	ga1 yit9	
加于	ga1 yu1	
家喻户晓	ga1 yu6 wu6 hiu2	
家园	ga1 yun4	
家用	ga1 yung2	家里的开支
家用	ga1 yung6	
家用电脑	ga1 yung6 din6 nou5	
假膊	ga2 bok8	垫肩
假设	ga2 chit8	
假飞	ga2 fei1	假票
假装	ga2 jong1	
假使	ga2 si2	
尕娃	ga2 wa1	
[噶]	ga3	的，的呀
驾崩	ga3 bang1	
架步	ga3 bou6	地下妓院
架步	ga3 bou6	色情场所
驾步	ga3 bou6	架势
架罉	ga3 chaang1	工具
驾车	ga3 che1	
架车死咗火	ga3 che1 sei2 jo2 fo2	车子抛锚了
价钱	ga3 chin4	
驾到	ga3 dou3	
咖啡	ga3 fe1	
咖啡馆	ga3 fe1 gun2	
咖啡渍	ga3 fe1 jik7	咖啡的污迹
价格	ga3 gaak8	
嫁鸡随鸡	ga3 gai1 cheui4 gai1	
嫁狗随狗	ga3 gau2 cheui4 gau2	
驾鹤西归	ga3 hok9 sai1 gwai1	
价值	ga3 jik9	
价值观	ga3 jik9 gun1	
嫁接	ga3 jip8	
嫁接法	ga3 jip8 faat8	
驾照	ga3 jiu3	
嫁妆	ga3 jong1	
噶喇	ga3 la3	的，的了
噶啦	ga3 la4	吗
咖喱	ga3 lei1	
家生	ga3 saang1	工具，武器
驾驶	ga3 sai2	
驾驶舱	ga3 sai2 chong1	
驾驶执照	ga3 sai2 jap7 jiu3	
驾驶者	ga3 sai2 je2	
驾驶座	ga3 sai2 jo6	
驾驶盘	ga3 sai2 pun4	
驾驶室	ga3 sai2 sat7	
驾驶人	ga3 sai2 yan4	
驾驶员	ga3 sai2 yun4	
架势	ga3 sai3	威风，了不起，堂皇
嫁祸	ga3 wo6	
嫁祸于人	ga3 wo6 yu1 yan4	
嫁人	ga3 yan4	
假日	ga3 yat9	
驾御	ga3 yu6	
驾驭	ga3 yu6	
噶仔	ga4 jai2	日本少男
噶佬	ga4 lou2	日本人
噶妹	ga4 mui1	日本少女
噶头	ga4 tau4	日本人
噶话	ga4 wa2	日语，日文
街边	gaai1 bin1	马路边，街道旁边
阶层	gaai1 chang4	
街车	gaai1 che1	
皆大欢喜	gaai1 daai6 fun1 hei2	
街灯	gaai1 dang1	
街道	gaai1 dou6	
阶段	gaai1 dyun6	
街坊	gaai1 fong1	
佳境	gaai1 ging2	
街景	gaai1 ging2	
街角	gaai1 gok8	
街口	gaai1 hau2	
街口	gaai1 hau2	路口，街段
街喉	gaai1 hau4	消防栓
街井	gaai1 jeng2	消防栓
街知巷闻	gaai1 ji1 hong6 man4	家喻户晓
佳节	gaai1 jit8	
佳作	gaai1 jok8	
阶砖	gaai1 jyun1	方块，方片儿，方块儿
阶砖	gaai1 jyun1	方砖，地砖，地板砖
阶砖仔	gaai1 jyun1 jai2	马赛克，马赛克方块石
佳期	gaai1 kei4	
佳肴	gaai1 ngaau4	
佳肴美酒	gaai1 ngaau4 mei5 jau2	
佳评	gaai1 ping4	
佳评如潮	gaai1 ping4 yu4 chiu4	
街市	gaai1 si5	菜市场
街市仔	gaai1 si5 jai2	菜市小贩，摆摊卖菜的，市井之徒
街市佬	gaai1 si5 lou2	菜市小贩
街头	gaai1 tau4	
皆因	gaai1 yan1	都是因为
佳人	gaai1 yan4	
皆有	gaai1 yau5	
解	gaai2	解释，说明
解雇	gaai2 gu3	
解决	gaai2 kyut8	
解缬	gaai2 lit8	解开结，解开疙瘩
解剖	gaai2 pau2	
解释	gaai2 sik7	
解脱	gaai2 tyut8	
鎅	gaai3	锯，割
鎅板	gaai3 baan2	把木材锯成板子
鎅崩手	gaai3 bang1 sau2	割破手
戒备	gaai3 bei6	
鎅亲	gaai3 chan1	刮破，刮伤，刮出一点小伤口
介词	gaai3 chi4	
疥疮	gaai3 chong1	
界定	gaai3 ding6	
鎅刀	gaai3 dou1	裁纸、切薄木的刀
鎅花	gaai3 fa1	刮出一点痕迹
介乎	gaai3 fu4	介于，之间，在…之间
界限	gaai3 haan6	
介系词	gaai3 hai6 chi4	
戒口	gaai3 hau2	忌口
介质	gaai3 jat7	
芥酱	gaai3 jeung3	芥末酱
戒指	gaai3 ji2	
鎅纸	gaai3 ji2	裁纸
鎅纸刀	gaai3 ji2 dou1	割纸刀
届期	gaai3 kei4	
芥蓝菜	gaai3 laam4 choi3	
芥兰	gaai3 laan2	甘蓝菜，芥蓝菜，花茎甘蓝
芥辣	gaai3 laat9	芥末
戒唔甩	gaai3 m4 lat7	戒不掉
介面	gaai3 min6	
芥末	gaai3 mut9	
戒奶	gaai3 naai5	断奶
疥癣	gaai3 sin2	
介绍	gaai3 siu6	
介绍信	gaai3 siu6 seun3	
介绍所	gaai3 siu6 so2	
介绍人	gaai3 siu6 yan4	
戒甜	gaai3 tim4	禁食甜品
介入	gaai3 yap9	
介意	gaai3 yi3	
介于	gaai3 yu1	
隔	gaak8	滤，过滤，滤去
隔	gaak8	距离，间隔
胳臂	gaak8 bei3	
隔壁	gaak8 bik7	
胳膀	gaak8 bok8	
胳膊	gaak8 bok8	
革除	gaak8 cheui4	
隔墙有耳	gaak8 cheung4 yau5 yi5	
格调	gaak8 diu6	
格价	gaak8 ga3	比价，打听价格，互相比较
格局	gaak8 guk9	
隔阂	gaak8 hat9	
隔开	gaak8 hoi1	
隔渣	gaak8 ja1	过滤渣滓
格仔	gaak8 jai2	格子，格儿
格仔饼	gaak8 jai2 beng2	格子松饼，格子饼，窝夫
格仔纸	gaak8 jai2 ji2	方格纸，坐标纸
格仔裙	gaak8 jai2 kwan4	花格裙子
格仔恤	gaak8 jai2 seut7	花格衬衫
胳肢窝	gaak8 ji1 wo1	
革职	gaak8 jik7	
隔咗咁耐	gaak8 jo2 gam3 noi6	这么久了，已经这么久了，隔了这么长时间
胳肋底	gaak8 laak7 dai2	腋下，胳膊窝，腋窝，胳肢窝
胳肋底毛	gaak8 laak7 dai2 mou4	腋毛
隔篱	gaak8 lei4	隔壁，邻居，旁边
隔篱饭香	gaak8 lei4 faan6 heung1	外国的月亮比较圆
隔篱邻舍	gaak8 lei4 leun4 se3	邻居，街坊
隔篱屋	gaak8 lei4 nguk7	隔壁邻居
革履	gaak8 lei5	
革面洗心	gaak8 min6 sai2 sam1	
革命	gaak8 ming6	
革命党	gaak8 ming6 dong2	
革命化	gaak8 ming6 fa3	
革命家	gaak8 ming6 ga1	
革命军	gaak8 ming6 gwan1	
革命知识分子	gaak8 ming6 ji1 sik7 fan6 ji2	
革命战争	gaak8 ming6 jin3 jang1	
革命文学	gaak8 ming6 man4 hok9	
革命委员	gaak8 ming6 wai2 yun4	
革命委员会	gaak8 ming6 wai2 yun4 wui6	
革命意志	gaak8 ming6 yi3 ji3	
革命英雄主义	gaak8 ming6 ying1 hung4 jyu2 yi6	
膈膜	gaak8 mok9	
格外	gaak8 ngoi6	
格杀勿论	gaak8 saat8 mat9 leun6	
革新	gaak8 san1	
革新派	gaak8 san1 paai3	
隔夜	gaak8 ye6	隔了一夜的，前一天的
隔夜茶	gaak8 ye6 cha4	隔了一夜的茶
隔夜茶唔饮得	gaak8 ye6 cha4 m4 yam2 dak7	隔了一夜的茶不能喝
隔夜饭	gaak8 ye6 faan6	剩饭，前一天的剩饭
隔夜仇	gaak8 ye6 sau4	很小的嫌隙
隔夜餸	gaak8 ye6 sung3	剩菜，前一天的剩菜
监	gaam1	强迫，逼迫
监察	gaam1 chaat8	
监察官	gaam1 chaat8 gun1	
监察人	gaam1 chaat8 yan4	
监察院	gaam1 chaat8 yun6	
监察院长	gaam1 chaat8 yun6 jeung2	
监测	gaam1 chak7	
监测器	gaam1 chak7 hei3	
监仓	gaam1 chong1	监狱，牢房
监督	gaam1 duk7	
尴尬	gaam1 gaai3	
尴尬	gaam1 gaai3	
监工	gaam1 gung1	
缄口	gaam1 hau2	
监制	gaam1 jai3	
监守自盗	gaam1 sau2 ji6 dou6	
监视	gaam1 si6	
监视器	gaam1 si6 hei3	
监听	gaam1 ting1	
监听器	gaam1 ting1 hei3	
监护	gaam1 wu6	
监护人	gaam1 wu6 yan4	
监狱	gaam1 yuk9	
减压	gaam2 aat8	
减半	gaam2 bun3	
减产	gaam2 chaan2	
减速	gaam2 chuk7	
减低	gaam2 dai1	
减肥	gaam2 fei4	
减轻	gaam2 hing1	
减值	gaam2 jik9	
减租减息	gaam2 jou1 gaam2 sik7	
减慢	gaam2 maan6	
减免	gaam2 min5	
减薪	gaam2 san1	
减税	gaam2 seui3	
减息	gaam2 sik7	
减少	gaam2 siu2	
减缩	gaam2 suk7	
减退	gaam2 teui3	
减缓	gaam2 wun6	
减弱	gaam2 yeuk9	
减刑	gaam2 ying4	
监	gaam3	趁着，带着
鉴别	gaam3 bit9	
鉴察	gaam3 chaat8	
鉴定	gaam3 ding6	
鉴定人	gaam3 ding6 yan4	
减价	gaam3 ga3	
鉴戒	gaam3 gaai3	
鉴频	gaam3 pan4	
鉴频器	gaam3 pan4 hei3	
监生食	gaam3 saang1 sik9	生着吃
鉴赏	gaam3 seung2	
鉴赏家	gaam3 seung2 ga1	
鉴赏力	gaam3 seung2 lik9	
鉴赏能力	gaam3 seung2 nang4 lik9	
鉴识	gaam3 sik7	
鉴往知来	gaam3 wong5 ji1 loi4	
监热食	gaam3 yit9 sik9	热着吃，趁热吃
鉴于	gaam3 yu1	
奸夫	gaan1 fu1	
艰苦	gaan1 fu2	
艰巨	gaan1 geui3	
艰巨	gaan1 geui6	
艰险	gaan1 him2	
艰困	gaan1 kwan3	
艰难	gaan1 naan4	
艰深	gaan1 sam1	
艰辛	gaan1 san1	
奸臣	gaan1 san4	
拣	gaan2	选，挑，选择，挑选
枧	gaan2	肥皂
简单	gaan2 daan1	
枧粉	gaan2 fan2	洗衣粉，肥皂粉
简简单单	gaan2 gaan2 daan1 daan1	很简单
枧盒	gaan2 hap9	肥皂盒
拣择	gaan2 jaak9	挑选，挑剔
简直	gaan2 jik9	
简直系	gaan2 jik9 hai6	简直是
简陋	gaan2 lau6	
简略	gaan2 leuk9	
枧片	gaan2 pin2	肥皂片
硷性	gaan2 sing3	
柬帖	gaan2 tip8	
拣饮择食	gaan2 yam2 jaak9 sik9	挑吃拣喝
枧液	gaan2 yik9	肥皂液
橺	gaan3	隔开，隔出
间尺	gaan3 chek8	尺子，直尺
间谍	gaan3 dip9	
橺房	gaan3 fong2	打隔断
间隔	gaan3 gaak8	
间接	gaan3 jip8	
橺一间房	gaan3 yat7 gaan1 fong2	隔出一个房间来
更	gaang1	班
耕作	gaang1 jok8	
耕种	gaang1 jung3	
耕田	gaang1 tin4	
耕田佬	gaang1 tin4 lou2	庄稼人
耕耘	gaang1 wan4	
夹	gaap2	夹子
合	gaap8	凑，聚合，连同
夹	gaap8	与，和，而且
合钱	gaap8 chin2	凑钱，共同出资
合钱送礼	gaap8 chin2 sung3 lai5	凑份子
甲虫	gaap8 chung4	
蛱蝶	gaap8 dip9	
合档	gaap8 dong3	合作，配合
合份	gaap8 fan6	合伙，合股
合份送礼	gaap8 fan6 sung3 lai5	凑份子
合计	gaap8 gai2	串通，合谋
夹计	gaap8 gai2	合谋，串通
夹口供	gaap8 hau2 gung1	串通口供，统一口供
夹住	gaap8 jyu6	夹着
合埋	gaap8 maai4	合起来，合在一起，算在一起，凑起来
合埋一齐去	gaap8 maai4 yat7 chai4 heui3	搭伙一块儿去
合埋有几多？	gaap8 maai4 yau5 gei2 do1	凑起来有多少？
夹万	gaap8 maan6	保险箱，保险柜
夹衲	gaap8 naap9	夹衣
夹硬	gaap8 ngaang6	硬着，硬的，硬是
夹硬要佢去	gaap8 ngaang6	硬是要他去
夹硬迫入去	gaap8 ngaang6	硬着挤进去
夹袄	gaap8 ngou3	
夹被	gaap8 pei5	
合手	gaap8 sau2	紧密配合
合手合脚	gaap8 sau2 gaap8 geuk8	互相配合，一齐动手
挟餸	gaap8 sung3	夹菜，搛菜
甲烷	gaap8 yun4	
曱甴	gaat9 jaat9	蟑螂
曱甴屎	gaat9 jaat9 si2	雀斑
交	gaau1	打架
胶	gaau1	橡胶，塑胶，塑料
茭白	gaau1 baak9	
胶杯	gaau1 bui1	塑料杯
交叉	gaau1 cha1	
胶叉	gaau1 cha1	塑料叉子，塑胶叉
胶擦	gaau1 chaat8	橡皮擦
胶凳	gaau1 dang3	塑料椅子，塑料凳子
胶碟	gaau1 dip9	塑料碟子，塑料碟
胶袋	gaau1 doi2	塑料袋，塑胶袋
胶刀	gaau1 dou1	塑料刀子，塑料刀
胶花	gaau1 fa1	塑料花
交界	gaau1 gaai3	
交更	gaau1 gaang1	交班，交接班
交媾	gaau1 gau3	
胶公仔	gaau1 gung1 jai2	塑料娃娃
交关	gaau1 gwaan1	厉害
胶盒	gaau1 hap9	塑料盒子，塑胶盒子，塑料盒
胶喉	gaau1 hau4	胶管子，皮管子，胶管，橡胶水管，塑胶水管，塑料喉管
交行货啫	gaau1 hong4 fo3 je1	只是一般的水平
交际	gaau1 jai3	
胶樽	gaau1 jeun1	塑料瓶，塑胶瓶
胶纸	gaau1 ji2	胶带
郊区	gaau1 keui1	
胶箍	gaau1 ku1	橡皮筋，橡皮圈
交流	gaau1 lau4	
蛟龙	gaau1 lung4	
胶眼镜	gaau1 ngaan5 geng2	塑料眼镜，塑胶眼镜
郊外	gaau1 ngoi6	
胶水	gaau1 seui2	
茭笋	gaau1 seun2	茭白，茭白笋，茭白笋
胶丝	gaau1 si1	尼龙丝
交谈	gaau1 taam4	
胶拖	gaau1 to1	橡皮拖鞋，塑料拖鞋
胶枱布	gaau1 toi2 bou3	塑料桌布
胶套	gaau1 tou3	塑料袋子，塑料套，塑料袋儿
交通	gaau1 tung1	
胶通	gaau1 tung1	胶管子，皮管子
交通工具	gaau1 tung1 gung1 geui6	
交通事故	gaau1 tung1 si6 gu3	
胶桶	gaau1 tung2	塑料桶，塑胶桶
交换	gaau1 wun6	
交换	gaau1 wun6	
交由	gaau1 yau4	
郊游	gaau1 yau4	
交友	gaau1 yau5	
交易	gaau1 yik9	
搅	gaau2	搞，做，办
搅边科呀	gaau2 bin1 fo1 a3	搞什么鬼？
狡辩	gaau2 bin6	
搅拌	gaau2 bun6	
搅错	gaau2 cho3	弄错，搞错
搅得掂	gaau2 dak7 dim6	办得到，能办好
搅掂	gaau2 dim6	办好，办妥，弄好
搅到	gaau2 dou3	搞得，弄得
搅到咁大剂	gaau2 dou3 gam3 daai6 jai1	弄得这么严重，事情闹大了
搅到咁大镬	gaau2 dou3 gam3 daai6 wok9	弄得这么严重，事情闹大了
搅到满天神佛	gaau2 dou3 mun5 tin1 san4 fat9	都闹翻天了，整个翻了天
搅到乌喱单刀	gaau2 dou3 wu1 lei1 daan1 dou1	弄得一塌糊涂
搅到一身潺	gaau2 dou3 yat7 san1 saan4	惹得许多麻烦，惹了一身麻烦，招惹了许多麻烦
搅花臣	gaau2 fa1 san2	搞花样
搅风搅雨	gaau2 fung1 gaau2 yu5	兴风作浪，搬弄是非
绞架	gaau2 ga2	
搅搅震	gaau2 gaau2 jan3	穷折腾，不停地瞎闹
佼佼者	gaau2 gaau2 je2	
搅gag	gaau2 gek7	搞笑，讲笑话
皎洁	gaau2 git8	
姣好	gaau2 hou2	
狡诈	gaau2 ja3	
搞砸	gaau2 jaap8	
绞尽脑汁	gaau2 jeun6 nou5 jap7	
饺子	gaau2 ji2	
搅作	gaau2 jok8	搞法
狡黠	gaau2 kit8	
狡狯	gaau2 kui2	
搅烂gag	gaau2 laan6 gek7	讲冷笑话
搅唔掂	gaau2 m4 dim6	办不到，弄不了，不好办
搅三搅四	gaau2 saam1 gaau2 sei3	拈花惹草
绞杀	gaau2 saat8	
搅衰	gaau2 seui1	弄坏
搅屎棍	gaau2 si2 gwan3	刺儿头，搞事者，搞事的
搅事	gaau2 si6	闹事
搅成噉	gaau2 sing4 gam2	弄成这样
搅笑	gaau2 siu3	好笑，搞笑
绞痛	gaau2 tung3	
狡猾	gaau2 waat9	
搅堝	gaau2 wo5	弄坏，搞坏，弄糕，搞糟
绞刑	gaau2 ying4	
搅瘀	gaau2 yu2	搞糟，搞砸，搞糟糕
绞肉	gaau2 yuk9	
绞肉机	gaau2 yuk9 gei1	
较	gaau3	调节，调整，校正
铰	gaau3	合页，铰链
教程	gaau3 ching4	
教材	gaau3 choi4	
校对	gaau3 deui3	
教导	gaau3 dou6	
教导有方	gaau3 dou6 yau5 fong1	
教训	gaau3 fan3	
教科文	gaau3 fo1 man4	
教科书	gaau3 fo1 syu1	
教父	gaau3 fu6	
教诲	gaau3 fui3	
教诫	gaau3 gaai3	
教改	gaau3 goi2	
教官	gaau3 gun1	
校官	gaau3 gun1	
教学	gaau3 hok9	
教学不倦	gaau3 hok9 bat7 gyun6	
教学大纲	gaau3 hok9 daai6 gong1	
教学相长	gaau3 hok9 seung1 jeung2	
教职	gaau3 jik7	
铰剪	gaau3 jin2	剪刀
校正	gaau3 jing3	
较早前	gaau3 jou2 chin4	早前，早些时候，刚刚不久
较早时	gaau3 jou2 si4	早前，早些时候，刚刚不久
教宗	gaau3 jung1	
较钟	gaau3 jung1	对表
教区	gaau3 keui1	
教区长	gaau3 keui1 jeung2	
教规	gaau3 kwai1	
教练	gaau3 lin6	
较味	gaau3 mei6	烹调食物的时候加上调料调味
酵母	gaau3 mou5	
教务	gaau3 mou6	
教务处	gaau3 mou6 chyu3	
教务长	gaau3 mou6 jeung2	
教派	gaau3 paai3	
教室	gaau3 sat7	
教授	gaau3 sau6	
教师	gaau3 si1	
教师节	gaau3 si1 jit8	
教唆	gaau3 so1	
教唆犯	gaau3 so1 faan2	
教唆罪	gaau3 so1 jeui6	
教书	gaau3 syu1	
教坛	gaau3 taan4	
教廷	gaau3 ting4	
教条	gaau3 tiu4	
教条主义	gaau3 tiu4 jyu2 yi6	
教堂	gaau3 tong4	
教坏	gaau3 waai6	
教皇	gaau3 wong4	
教会	gaau3 wui6	
教会学校	gaau3 wui6 hok9 haau6	
教友	gaau3 yau5	
教养	gaau3 yeung5	
教义	gaau3 yi6	
教研	gaau3 yin4	
教育	gaau3 yuk9	
教育部	gaau3 yuk9 bou6	
教育部长	gaau3 yuk9 bou6 jeung2	
教育方针	gaau3 yuk9 fong1 jam1	
教育家	gaau3 yuk9 ga1	
教育界	gaau3 yuk9 gaai3	
教育改革	gaau3 yuk9 goi2 gaak8	
教育局	gaau3 yuk9 guk9	
教育局长	gaau3 yuk9 guk9 jeung2	
教育学	gaau3 yuk9 hok9	
教育学院	gaau3 yuk9 hok9 yun6	
教育制度	gaau3 yuk9 jai3 dou6	
教育厅	gaau3 yuk9 ting1	
教育厅长	gaau3 yuk9 ting1 jeung2	
教员	gaau3 yun4	
觉觉猪	gaau4 gaau1 jyu1	睡懒觉
鸡	gai1	哨子
鸡	gai1	妓女，暗娼
鸡	gai1	扳机
鸡包	gai1 baau1	鸡肉包
鸡髀	gai1 bei2	鸡腿
鸡春	gai1 cheun1	鸡蛋
鸡春孳	gai1 cheun1 ji1	母鸡腹内未成形的小蛋
鸡肠	gai1 cheung4	天书
鸡蛋	gai1 daan6	
鸡蛋里挑骨头	gai1 daan6 leui5 tiu1 gwat7 tau4	
鸡蛋碰石头	gai1 daan6 pung3 sek9 tau4	
鸡啄唔断	gai1 deung1 m4 tyun5	说话没个完，说个不停，没完没了，絮絮不休，滔滔不绝，拉扯不断，老谈个没完的
鸡丁	gai1 ding1	
鸡飞狗跳	gai1 fei1 gau2 tiu3	
鸡奸	gai1 gaan1	
鸡噉脚	gai1 gam2 geuk8	走得快
鸡颈	gai1 geng2	鸡脖子
鸡脚	gai1 geuk8	鸡爪子
鸡叫	gai1 giu3	
鸡冠	gai1 gun1	
鸡公	gai1 gung1	公鸡
鸡关	gai1 gwaan1	鸡冠子
鸡骨	gai1 gwat7	
鸡项	gai1 hong2	小母鸡，嫩母鸡
鸡红	gai1 hung4	鸡血
鸡犬不宁	gai1 hyun2 bat7 ning4	
鸡仔	gai1 jai2	小鸡
鸡胗	gai1 jan1	
鸡零狗碎	gai1 ling4 gau2 seui3	
鸡笼	gai1 lung4	
鸡盲	gai1 maang4	夜盲症
鸡尾	gai1 mei5	
鸡尾	gai1 mei5	鸡屁股
鸡尾酒	gai1 mei5 jau2	
鸡尾酒会	gai1 mei5 jau2 wui6	
鸡鸣	gai1 ming4	
鸡鸣狗盗	gai1 ming4 gau2 dou6	
鸡毛	gai1 mou4	
鸡毛掸子	gai1 mou4 daan5 ji2	
鸡毛帚	gai1 mou4 jau2	
鸡毛扫	gai1 mou4 sou2	鸡毛掸子
鸡毛蒜皮	gai1 mou4 syun3 pei4	
鸡乸	gai1 na2	母鸡
鸡乸咁大只字	gai1 na2 gam3 daai6 jek8 ji6	斗那么大的字
鸡眼	gai1 ngaan5	
佳偶天成	gai1 ngau5 tin1 sing4	
鸡年	gai1 nin4	
鸡皮	gai1 pei4	
鸡皮疙瘩	gai1 pei4 gat9 daap8	
鸡泡鱼	gai1 pou5 yu4	河豚
鸡心	gai1 sam1	
鸡心形	gai1 sam1 ying4	
鸡肾	gai1 san2	鸡胗，鸡肫，鸡肫子
鸡手鸭脚	gai1 sau2 ngaap8 geuk8	毛手毛脚，笨手笨脚
鸡头	gai1 tau4	
鸡汤	gai1 tong1	
鸡同鸭讲	gai1 tong4 ngaap8 gong2	哑巴说聋子听
鸡翼	gai1 yik9	鸡翅膀
鸡肉	gai1 yuk9	
偈	gai2	内燃机
偈	gai2	话
计	gai2	办法，主意
计仔	gai2 jai2	办法，主意，计策
偈油	gai2 yau4	机油，机器润滑油
计清楚	gai3 ching1 cho2	算清楚
计带	gai3 daai3	计较，在意，介意
计掂	gai3 dim6	算好，算好了
计翻条数	gai3 faan1 tiu4 sou3	算起来，如此算来
计吓	gai3 ha5	算算，算一下
计吓条数	gai3 ha5 tiu4 sou3	算算帐
计正	gai3 jeng3	按理说，照理说，按道理，本来
继续	gai3 juk9	
计落	gai3 lok9	算起来，如此算来
计唔清	gai3 m4 ching1	数不清，算不清，无法算得清楚
计唔掂	gai3 m4 dim6	算不清
计埋	gai3 maai4	把那些都算上
计你话	gai3 nei5 wa6	依你说，依你看，按你的意思
计我话	gai3 ngo5 wa6	依我看，依我说，按我的意思
计晒	gai3 saai3	都算完了，全部算好了
继承	gai3 sing4	
继承者	gai3 sing4 je2	
继承人	gai3 sing4 yan4	
计数	gai3 sou3	计算，算帐
计数机	gai3 sou3 gei1	计算器，计算机
计算	gai3 syun3	
计条数	gai3 tiu4 sou3	算一算
计划	gai3 waak9	
救人	gai3 yan4	
金瓯	gam1 au1	
禁不起	gam1 bat7 hei2	
禁不住	gam1 bat7 jyu6	
金不换	gam1 bat7 wun6	
金表	gam1 biu1	
今次	gam1 chi3	这次
金钱	gam1 chin4	
金朝	gam1 chiu4	
禁得起	gam1 dak7 hei2	
禁得住	gam1 dak7 jyu6	
金发	gam1 faat8	
金发碧眼	gam1 faat8 bik7 ngaan5	
金发女郎	gam1 faat8 neui5 long4	
今非昔比	gam1 fei1 sik7 bei2	
金价	gam1 ga3	
今届	gam1 gaai3	本届
柑桔	gam1 gat7	
金脚带	gam1 geuk8 daai3	金环蛇
今个月	gam1 go3 yut9	这个月
今个月尾	gam1 go3 yut9 mei5	这个月底
甘菊	gam1 guk7	
金瓜	gam1 gwa1	
金橘	gam1 gwat7	
金光	gam1 gwong1	
金光闪闪	gam1 gwong1 sim2 sim2	
今后	gam1 hau6	
金针	gam1 jam1	黄花菜，金针菜
金针菜	gam1 jam1 choi3	黄花菜，金针菜
甘蔗	gam1 je3	
甘蔗渣	gam1 je3 ja1	
甘蔗汁	gam1 je3 jap7	
甘蔗田	gam1 je3 tin4	
金奖	gam1 jeung2	
金匠	gam1 jeung6	
金像奖	gam1 jeung6 jeung2	
甘之如饴	gam1 ji1 yu4 yi4	
金枝玉叶	gam1 ji1 yuk9 yip9	
金字	gam1 ji6	
金字塔	gam1 ji6 taap8	
今朝	gam1 jiu1	今天早上
今朝有酒今朝醉	gam1 jiu1 yau5 jau2 gam1 jiu1 jeui3	
金猪	gam1 jyu1	烤猪
金砖	gam1 jyun1	
金箍棒	gam1 ku1 paang5	
金矿	gam1 kwong3	
甘蓝	gam1 laam4	
今晚黑	gam1 maan5 hak7	今天晚上
金鈪	gam1 ngaak8	金镯
金额	gam1 ngaak9	
金银	gam1 ngan4	
金银纸	gam1 ngan4 ji2	纸钱
金牛	gam1 ngau4	
金牛座	gam1 ngau4 jo6	
今年	gam1 nin4	
金牌	gam1 paai4	
金牌奖	gam1 paai4 jeung2	
今铺	gam1 pou1	这次
金铺	gam1 pou2	金店，金器店
金袍	gam1 pou4	
今生	gam1 sang1	
