開放粵語詞典（黃錫凌調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［黃錫凌拼音］	［國語解釋］
得米	'dɐk ˏmɐi	得手，得計，達到目的
揼	'dɐm	磨蹭，磨時間，費時間，磨
揼時間	'dɐm ˌsi 'gan	磨時間
耷	'dɐp	垂下，耷拉
耷低頭	'dɐp 'dɐi ˌtɐu	垂頭，低頭，耷拉著腦袋
耷濕	'dɐp 'sɐp	沒分寸，寒磣，不體面，簡陋
耷唔切	'dɐp ˌm̩ ¯tsit	來不及煞車
耷頭耷腦	'dɐp ˌtɐu 'dɐp ˏnou	垂頭喪氣
蔸	'dɐu	棵，叢，條
兜踎	'dɐu 'mɐu	難看，醜陋，寒酸
登峰造極	'dɐŋ 'fʊŋ _dzou _gik	
登機	'dɐŋ 'gei	
燈光	'dɐŋ 'gwɔŋ	
燈泡	'dɐŋ 'pau	
登山	'dɐŋ 'san	
登山隊	'dɐŋ 'san _dœy	
登山鞋	'dɐŋ 'san ˌhai	
燈心	'dɐŋ 'sɐm	
燈心草	'dɐŋ 'sɐm ´tsou	
燈心絨	'dɐŋ 'sɐm ˌjʊŋ	
登出	'dɐŋ 'tsœt	
登月	'dɐŋ _jyt	
登入	'dɐŋ _jɐp	
登陸	'dɐŋ _lʊk	
登錄	'dɐŋ _lʊk	
登位	'dɐŋ _wɐi	
燈暈	'dɐŋ _wɐn	
登報	'dɐŋ ¯bou	
登報聲明	'dɐŋ ¯bou 'sɪŋ ˌmɪŋ	
登載	'dɐŋ ¯dzɔi	
登記	'dɐŋ ¯gei	
燈塔	'dɐŋ ¯tap	
燈膽	'dɐŋ ´dam	電燈泡
燈火	'dɐŋ ´fɔ	
燈火通明	'dɐŋ ´fɔ 'tʊŋ ˌmɪŋ	
登廣告	'dɐŋ ´gwɔŋ ¯gou	
燈紅酒綠	'dɐŋ ˌhʊŋ ´dzɐu _lʊk	
燈籠	'dɐŋ ˌlʊŋ	
燈籠褲	'dɐŋ ˌlʊŋ ¯fu	
登門	'dɐŋ ˌmun	
登時	'dɐŋ ˌsi	
登船	'dɐŋ ˌsyn	
登場	'dɐŋ ˌtsœŋ	
登堂入室	'dɐŋ ˌtɔŋ _jɐp 'sɐt	
多邊	'dɔ 'bin	
多邊形	'dɔ 'bin ˌjɪŋ	
多邊條約	'dɔ 'bin ˌtiu ¯jœk	
多啲	'dɔ 'di	多一點
多汁	'dɔ 'dzɐp	
多災	'dɔ 'dzɔi	
多災多難	'dɔ 'dzɔi 'dɔ _nan	
多得	'dɔ 'dɐk	多虧
多多	'dɔ 'dɔ	多，很多
多多益善	'dɔ 'dɔ 'jik _sin	
多多少少	'dɔ 'dɔ ´siu ´siu	
多方	'dɔ 'fɔŋ	
多方面	'dɔ 'fɔŋ _min	
多方阻擾	'dɔ 'fɔŋ ´dzɔ ´jiu	
多功能	'dɔ 'gʊŋ ˌnɐŋ	
多於	'dɔ 'jy	
多一事長一智	'dɔ 'jɐt _si ´dzœŋ 'jɐt ¯dzi	經一事長一智
多一事長一智	'dɔ 'jɐt _si ´dzœŋ 'jɐt ¯dzi	經一事長一智
多虧	'dɔ 'kwɐi	
多麼	'dɔ 'mɔ	
多心	'dɔ 'sɐm	
哆嗦	'dɔ 'sɔ	
多胎	'dɔ 'tɔi	
多謝	'dɔ _dzɛ	
多謝	'dɔ _dzɛ	謝謝，多謝
多謝晒	'dɔ _dzɛ ¯sai	很感謝，真謝謝你
多義字	'dɔ _ji _dzi	
多義詞	'dɔ _ji ˌtsi	
多慮	'dɔ _lœy	
多事	'dɔ _si	
多事之秋	'dɔ _si 'dzi 'tsɐu	
多位	'dɔ _wɐi	
多位數	'dɔ _wɐi ¯sou	
多變	'dɔ ¯bin	
多半	'dɔ ¯bun	
多過頭	'dɔ ¯gwɔ ˌtɐu	太多
多國	'dɔ ¯gwɔk	
多國部隊	'dɔ ¯gwɔk _bou _dœy	
多句嘴	'dɔ ¯gœy ´dzœy	多說一句話
多看多聽	'dɔ ¯hɔn 'dɔ 'tɪŋ	
多數	'dɔ ¯sou	大部分，大多，多半兒，大概
多數票	'dɔ ¯sou ¯piu	
多數人	'dɔ ¯sou ˌjɐn	
多退少補	'dɔ ¯tœy ´siu ´bou	
多子多孫	'dɔ ´dzi 'dɔ 'syn	
多種	'dɔ ´dzʊŋ	
多種多樣	'dɔ ´dzʊŋ 'dɔ _jœŋ	
多種經營	'dɔ ´dzʊŋ 'gɪŋ ˌjɪŋ	
多黨	'dɔ ´dɔŋ	
多黨制	'dɔ ´dɔŋ ¯dzɐi	
多管	'dɔ ´gun	
多管閒事	'dɔ ´gun ˌhan _si	
多管齊下	'dɔ ´gun ˌtsɐi _ha	
多寡	'dɔ ´gwa	
多寡不拘	'dɔ ´gwa 'bɐt 'kœy	
多久	'dɔ ´gɐu	
多口	'dɔ ´hɐu	多嘴
多士	'dɔ ´si	烤麵包，土司
多士爐	'dɔ ´si ˌlou	烤麵包機，電烤箱
多少	'dɔ ´siu	一些，一點兒
多少	'dɔ ´siu	
多少少	'dɔ ´siu ´siu	多一點，多一些，多出一點點
多選	'dɔ ´syn	
多選題	'dɔ ´syn ˌtɐi	
多產	'dɔ ´tsan	
多產作家	'dɔ ´tsan ¯dzɔk 'ga	
多此一舉	'dɔ ´tsi 'jɐt ´gœy	
多彩	'dɔ ´tsɔi	
多彩多姿	'dɔ ´tsɔi 'dɔ 'dzi	
多行不義必自斃	'dɔ ˌhɐŋ 'bɐt _ji 'bit _dzi _bɐi	
多言	'dɔ ˌjin	
多餘	'dɔ ˌjy	
多如牛毛	'dɔ ˌjy ˌŋɐu ˌmou	
多元	'dɔ ˌjyn	
多元論	'dɔ ˌjyn _lœn	
多元化	'dɔ ˌjyn ¯fa	
多元性	'dɔ ˌjyn ¯sin	
多勞多得	'dɔ ˌlou 'dɔ 'dɐk	
多羅羅	'dɔ ˌlɔ ˌlɔ	多多的，很多
多媒體	'dɔ ˌmui ´tɐi	
多謀善斷	'dɔ ˌmɐu _sin _dyn	
多年	'dɔ ˌnin	
多年生	'dɔ ˌnin 'sɐŋ	
多年生植物	'dɔ ˌnin 'sɐŋ _dzik _mɐt	
多年來	'dɔ ˌnin ˌlɔi	
多愁善感	'dɔ ˌsɐu _sin ´gɐm	
多才多藝	'dɔ ˌtsɔi 'dɔ _ŋɐi	
多財善賈	'dɔ ˌtsɔi _sin ´gu	
多情	'dɔ ˌtsɪŋ	
多重	'dɔ ˌtsʊŋ	
多重選擇	'dɔ ˌtsʊŋ ´syn _dzak	
多重選擇題	'dɔ ˌtsʊŋ ´syn _dzak ˌtɐi	
多重人格	'dɔ ˌtsʊŋ ˌjɐn ¯gak	
多雲	'dɔ ˌwɐn	
多雨	'dɔ ˏjy	
多禮	'dɔ ˏlɐi	
當兵	'dɔŋ 'bɪŋ	
當之無愧	'dɔŋ 'dzi ˌmou ˏkwɐi	
當中	'dɔŋ 'dzʊŋ	
當家	'dɔŋ 'ga	
當家作主	'dɔŋ 'ga ¯dzɔk ´dzy	
當更	'dɔŋ 'gaŋ	值班
當官	'dɔŋ 'gun	
當歸	'dɔŋ 'gwɐi	
當今	'dɔŋ 'gɐm	
當空	'dɔŋ 'hʊŋ	
噹啷	'dɔŋ 'lɔŋ	
當先	'dɔŋ 'sin	
當衰	'dɔŋ 'sœy	倒霉，遭殃，該倒霉，運氣差，合該倒霉
當心	'dɔŋ 'sɐm	
當差	'dɔŋ 'tsai	當警察
當初	'dɔŋ 'tsɔ	
當地	'dɔŋ _dei	
當道	'dɔŋ _dou	
當造	'dɔŋ _dzou	當季
當住	'dɔŋ _dzy	當著，當面
當住佢講	'dɔŋ _dzy ˏkœy ´gɔŋ	當著他的面說
當代	'dɔŋ _dɔi	
當局	'dɔŋ _gʊk	
當局者迷	'dɔŋ _gʊk ´dzɛ ˌmɐi	
當下	'dɔŋ _ha	
當日更	'dɔŋ _jɐt 'gaŋ	值日班，上白班，值白班
當夜更	'dɔŋ _jɛ 'gaŋ	值夜班
當面	'dɔŋ _min	
當務之急	'dɔŋ _mou 'dzi 'gɐp	
當政	'dɔŋ ¯dzɪŋ	
當政者	'dɔŋ ¯dzɪŋ ´dzɛ	
當眾	'dɔŋ ¯dzʊŋ	
當選	'dɔŋ ´syn	
當選者	'dɔŋ ´syn ´dzɛ	
當紅	'dɔŋ ˌhʊŋ	
當然	'dɔŋ ˌjin	
當權	'dɔŋ ˌkyn	
當時	'dɔŋ ˌsi	
當前	'dɔŋ ˌtsin	
當朝	'dɔŋ ˌtsiu	
當頭	'dɔŋ ˌtɐu	
當頭棒喝	'dɔŋ ˌtɐu ˏpaŋ ¯hɔt	
當堂	'dɔŋ ˌtɔŋ	當場
當堂甩鬚	'dɔŋ ˌtɔŋ 'lɐt 'sou	當場出醜
當老師	'dɔŋ ˏlou 'si	
嗲哋	'dɛ ¯di	爸爸
嗲哋媽咪	'dɛ ¯di 'ma ¯mi	爸爸媽媽
爹娘	'dɛ ˌnœŋ	
釘翻粒紐	'dɛŋ 'fan 'nɐp ´nɐu	把扣子縫上
釘仔	'dɛŋ ´dzɐi	釘子
釘咗	'dɛŋ ´dzɔ	死了
釘紐	'dɛŋ ´nɐu	縫上扣子
叮囑	'dɪŋ 'dzʊk	
叮噹	'dɪŋ 'dɔŋ	
丁香	'dɪŋ 'hœŋ	嬌小玲瓏
丁香	'dɪŋ 'hœŋ	
丁香花	'dɪŋ 'hœŋ 'fa	
丁香油	'dɪŋ 'hœŋ ˌjɐu	
丁級	'dɪŋ 'kɐp	
訂書機	'dɪŋ 'sy 'gei	
丁字	'dɪŋ _dzi	
丁字褲	'dɪŋ _dzi ¯fu	
丁字尺	'dɪŋ _dzi ¯tsɛk	
丁字形	'dɪŋ _dzi ˌjɪŋ	
丁是丁卯是卯	'dɪŋ _si 'dɪŋ ˏmau _si ˏmau	
丁咁多	'dɪŋ ¯gɐm 'dɔ	一丁點兒
丁等	'dɪŋ ´dɐŋ	
叮嚀	'dɪŋ ˌnɪŋ	
督	'dʊk	戳，捅，刺，扎
篤	'dʊk	底，底部，盡頭
督穿	'dʊk 'tsyn	捅破
督穿個窿	'dʊk 'tsyn ¯gɔ 'lʊŋ	捅個窿
督親	'dʊk 'tsɐn	戳傷，刺傷
篤直	'dʊk _dzik	
篤定	'dʊk _dɪŋ	
篤學	'dʊk _hɔk	
篤實	'dʊk _sɐt	
督背脊	'dʊk ¯bui ¯dzɛk	背地裡傷人，打小報告，戳脊樑骨
篤志	'dʊk ¯dzi	
篤信	'dʊk ¯sœn	
督察	'dʊk ¯tsat	
篤底	'dʊk ´dɐi	底下的，底層的
篤守	'dʊk ´sɐu	
篤行	'dʊk ˌhɐŋ	
篤誠	'dʊk ˌsɪŋ	
篤厚	'dʊk ˏhɐu	
冬	'dʊŋ	冬至
東北	'dʊŋ 'bɐk	
東北方	'dʊŋ 'bɐk 'fɔŋ	
東北風	'dʊŋ 'bɐk 'fʊŋ	
東北部	'dʊŋ 'bɐk _bou	
東北面	'dʊŋ 'bɐk _min	
東張西望	'dʊŋ 'dzœŋ 'sɐi _mɔŋ	
東側	'dʊŋ 'dzɐk	
東周	'dʊŋ 'dzɐu	
東征西討	'dʊŋ 'dzɪŋ 'sɐi ´tou	
東方	'dʊŋ 'fɔŋ	
東方國家	'dʊŋ 'fɔŋ ¯gwɔk 'ga	
東方紅	'dʊŋ 'fɔŋ ˌhʊŋ	
東方人	'dʊŋ 'fɔŋ ˌjɐn	
東方文化	'dʊŋ 'fɔŋ ˌmɐn ¯fa	
東風	'dʊŋ 'fʊŋ	
冬風	'dʊŋ 'fʊŋ	
冬菇	'dʊŋ 'gu	香菇
冬瓜	'dʊŋ 'gwa	
冬瓜湯	'dʊŋ 'gwa 'tɔŋ	
冬瓜豆腐	'dʊŋ 'gwa _dɐu _fu	三長兩短，不測
東經	'dʊŋ 'gɪŋ	
東拉西扯	'dʊŋ 'lai 'sɐi ´tsɛ	
東山再起	'dʊŋ 'san ¯dzɔi ´hei	
東施效顰	'dʊŋ 'si _hau ˌpɐn	
東西	'dʊŋ 'sɐi	
東西南北	'dʊŋ 'sɐi ˌnam 'bɐk	
冬天	'dʊŋ 'tin	
東窗事發	'dʊŋ 'tsœŋ _si ¯fat	
冬青	'dʊŋ 'tsɪŋ	
冬青樹	'dʊŋ 'tsɪŋ _sy	
東便	'dʊŋ _bin	東邊
東部	'dʊŋ _bou	
冬大過年	'dʊŋ _dai ¯gwɔ ˌnin	過冬至節比過年還重要
東道	'dʊŋ _dou	
東道主	'dʊŋ _dou ´dzy	
冬令	'dʊŋ _lɪŋ	
東面	'dʊŋ _min	
東岸	'dʊŋ _ŋɔn	
東半球	'dʊŋ ¯bun ˌkɐu	
東至	'dʊŋ ¯dzi	
冬至	'dʊŋ ¯dzi	
東正教	'dʊŋ ¯dzɪŋ ¯gau	
冬季	'dʊŋ ¯gwɐi	
東倒西歪	'dʊŋ ´dou 'sɐi 'wai	
冬眠	'dʊŋ ˌmin	
東南	'dʊŋ ˌnam	
東南方	'dʊŋ ˌnam 'fɔŋ	
東南風	'dʊŋ ˌnam 'fʊŋ	
東南西北	'dʊŋ ˌnam 'sɐi 'bɐk	
東南部	'dʊŋ ˌnam _bou	
東南面	'dʊŋ ˌnam _min	
冬蟲夏草	'dʊŋ ˌtsʊŋ _ha ´tsou	
AA制	'ei 'ei ¯dzɐi	各付各的
花苞	'fa 'bau	
花招	'fa 'dziu	
花樽	'fa 'dzœn	花瓶
花花世界	'fa 'fa ¯sɐi ¯gai	
花弗	'fa 'fit	誇耀，花俏
花街	'fa 'gai	花市
花圈	'fa 'hyn	
花腔	'fa 'hɔŋ	
花哩花碌	'fa 'li 'fa 'lʊk	花里胡哨，花斑斑
花哩碌	'fa 'li 'lʊk	花里胡哨，色彩斑駁，花花綠綠，五顏六色
花哩胡碌	'fa 'li ˌwu 'lʊk	花里胡哨，花斑斑
花冧	'fa 'lɐm	花蕾
花生肉	'fa 'sɐŋ _jʊk	花生米
花瓣	'fa _fan	
花士令	'fa _si ´lɪŋ	凡士林
花費不貲	'fa ¯fɐi 'bɐt 'dzi	
花哨	'fa ¯sau	
花圃	'fa ´bou	
花朵	'fa ´dɔ	
花款	'fa ´fun	花樣，款式，式樣，花色
花園	'fa ´jyn	
花名	'fa ´mɛŋ	外號，綽號
花灑	'fa ´sa	噴頭，蓮蓬頭
花臣	'fa ´sɐn	式樣，花樣，時髦
花卉	'fa ´wɐi	
花紅	'fa ˌhʊŋ	紅利，利潤，利息，獎金
花瓶	'fa ˌpɪŋ	
花城	'fa ˌsɪŋ	廣州別稱
花王	'fa ˌwɔŋ	園丁，花匠
花蕊	'fa ˏjœy	
花蕾	'fa ˏlœy	
花絮	'fa ˏsœy	
翻	'fan	回，返
番邦	'fan 'bɔŋ	
翻風	'fan 'fʊŋ	刮風，起風
番瓜	'fan 'gwa	南瓜
翻工	'fan 'gʊŋ	上班
翻供	'fan 'gʊŋ	
翻公司	'fan 'gʊŋ 'si	回公司
翻鄉下	'fan 'hœŋ _ha	回鄉下
翻生	'fan 'saŋ	復活
翻抄	'fan 'tsau	再制，再生
翻屋企	'fan 'ŋʊk ´kei	回家
番地	'fan _dei	
番族	'fan _dzʊk	
翻學	'fan _hɔk	上學
翻譯	'fan _jik	
翻譯家	'fan _jik 'ga	
翻譯者	'fan _jik ´dzɛ	
翻面	'fan _min	翻臉
番石榴	'fan _sɛk ˌlɐu	
番石榴	'fan _sɛk ˌlɐu	石榴
番鴨	'fan ¯ap	旱鴨
番國	'fan ¯gwɔk	
反客為主	'fan ¯hak ˌwɐi ´dzy	
翻去	'fan ¯hœy	回去
翻晒面	'fan ¯sai _min	翻臉
翻版	'fan ´ban	盜版
翻轉頭	'fan ´dzyn ˌtɐu	回頭，掉頭，往回
番梘	'fan ´gan	肥皂
番梘泡	'fan ´gan ˏpou	肥皂泡
番鬼	'fan ´gwɐi	蠻不講理，兇狠惡毒，刁蠻
番鬼	'fan ´gwɐi	西洋的，西洋人
番鬼妹	'fan ´gwɐi 'mui	外國少女，外國姑娘，外國女孩
番鬼仔	'fan ´gwɐi ´dzɐi	西洋小孩，外國男孩，外國小孩
番鬼佬	'fan ´gwɐi ´lou	西洋人，洋鬼子，外國人，老外
番鬼佬涼茶	'fan ´gwɐi ´lou ˌlœŋ ˌtsa	啤酒
番鬼婆	'fan ´gwɐi ´pɔ	外國婦女，老外
翻企	'fan ´kei	回家
番薯	'fan ´sy	地瓜，白薯，紅薯，甘薯，蕃薯
翻草	'fan ´tsou	反芻
番話	'fan ´wa	外語
番話	'fan ´wa	
番人	'fan ˌjɐn	
番茄醬	'fan ˌkɛ ¯dzœŋ	
翻嚟	'fan ˌlei	回來
翻唔切	'fan ˌm̩ ¯tsit	趕不回來，趕不回去
番薯糖	'fan ˌsy ´tɔŋ	糖水白薯
翻頭嫁	'fan ˌtɐu ¯ga	再嫁
飛	'fei	票
飛邊	'fei 'bin	切去麵包皮的三明治
飛鏢	'fei 'biu	
飛奔	'fei 'bɐn	
飛刀	'fei 'dou	
飛機	'fei 'gei	
飛機師	'fei 'gei 'si	飛行員
飛機恤	'fei 'gei 'sœt	夾克，短外套
飛機票	'fei 'gei ¯piu	
飛機仔	'fei 'gei ´dzɐi	小飛機
飛機場	'fei 'gei ˌtsœŋ	
飛出	'fei 'tsœt	
飛車	'fei 'tsɛ	
飛車黨	'fei 'tsɛ ´dɔŋ	
飛速	'fei 'tsʊk	
飛彈	'fei _dan	
飛彈潛艇	'fei _dan ˌtsim ˏtɪŋ	
飛彈頭	'fei _dan ˌtɐu	
飛碟	'fei _dip	飛盤
飛翼	'fei _jik	白色有翅母蟻
飛翼船	'fei _jik ˌsyn	氣墊船，水上飛行船
飛越	'fei _jyt	
飛躍	'fei _jœk	
非裔	'fei _jœy	
菲律賓人	'fei _lœt 'bɐn ˌjɐn	
菲律賓語	'fei _lœt 'bɐn ˏjy	
飛逝	'fei _sɐi	
飛石	'fei _sɛk	
飛賊	'fei _tsak	
飛雁	'fei _ŋaŋ	
非正式	'fei ¯dzɪŋ 'sik	
飛髮	'fei ¯fat	剪頭髮，理髮
飛髮佬	'fei ¯fat ´lou	理髮師
飛髮舖	'fei ¯fat ´pou	理髮店
飛過	'fei ¯gwɔ	
飛雪	'fei ¯syt	
飛仔	'fei ´dzɐi	阿飛
飛走	'fei ´dzɐu	
飛咗	'fei ´dzɔ	吹了，分手
飛起	'fei ´hei	非常，厲害，要命
飛起	'fei ´hei	
飛跑	'fei ´pau	
飛士	'fei ´si	面子
非士	'fei ´si	面子
飛鼠	'fei ´sy	蝙蝠
飛水	'fei ´sœy	涮，汆
飛矢	'fei ´tsi	
飛行	'fei ˌhɐŋ	
飛行員	'fei ˌhɐŋ ˌjyn	
飛航	'fei ˌhɔŋ	
緋紅	'fei ˌhʊŋ	
飛紅	'fei ˌhʊŋ	
飛簷	'fei ˌjim	
飛簷走壁	'fei ˌjim ´dzɐu 'bik	
鯡魚	'fei ˌjy	
飛魚	'fei ˌjy	
飛揚	'fei ˌjœŋ	
飛禽	'fei ˌkɐm	
飛禽走獸	'fei ˌkɐm ´dzɐu ¯sɐu	
菲林	'fei ˌlɐm	軟片，膠卷
飛毛腿	'fei ˌmou ´tœy	
緋聞	'fei ˌmɐn	
妃嬪	'fei ˌpɐn	
飛數	'fei ˌsou	面部美容
非常	'fei ˌsœŋ	
非常之	'fei ˌsœŋ 'dzi	非常
非常之重要	'fei ˌsœŋ 'dzi _dzʊŋ ¯jiu	非常重要
飛馳	'fei ˌtsi	
飛翔	'fei ˌtsœŋ	
飛塵	'fei ˌtsɐn	
飛蟲	'fei ˌtsʊŋ	
飛騰	'fei ˌtɐŋ	
飛黃騰達	'fei ˌwɔŋ ˌtɐŋ _dat	
飛蛾	'fei ˌŋɔ	
飛蛾撲火	'fei ˌŋɔ ¯pɔk ´fɔ	
非禮	'fei ˏlɐi	耍流氓，調戲，猥褻
非禮罪	'fei ˏlɐi _dzœy	猥褻侵犯
飛尾	'fei ˏmei	票根
飛舞	'fei ˏmou	
飛吻	'fei ˏmɐn	
飛鳥	'fei ˏniu	
飛艇	'fei ˏtɪŋ	
飛蟻	'fei ˏŋɐi	
弗	'fit	標緻
弗到漏油	'fit ¯dou _lɐu ˌjɐu	非常的標緻
feel	'fiu	感覺
灰士	'fiu ´si	保險絲
呼之欲出	'fu 'dzi _jʊk 'tsœt	
枯焦	'fu 'dziu	
呼呼大睡	'fu 'fu _dai _sœy	
呼風喚雨	'fu 'fʊŋ _wun ˏjy	
枯骨	'fu 'gwɐt	
枯乾	'fu 'gɔn	
呼吸	'fu 'kɐp	
呼吸聲	'fu 'kɐp 'sɛŋ	
呼吸道	'fu 'kɐp _dou	
呼吸系統	'fu 'kɐp _hɐi ´tʊŋ	
呼吸器官	'fu 'kɐp ¯hei 'gun	
呼吸困難	'fu 'kɐp ¯kwɐn ˌnan	
呼嚕	'fu 'lou	
呼聲	'fu 'sɛŋ	
呼天搶地	'fu 'tin ´tsœŋ _dei	
呼出	'fu 'tsœt	
孵出	'fu 'tsœt	
孵蛋	'fu _dan	
枯葉	'fu _jip	
呼籲	'fu _jy	
孵育	'fu _jʊk	
枯木	'fu _mʊk	
枯木逢春	'fu _mʊk ˌfʊŋ 'tsœn	
枯樹	'fu _sy	
呼喚	'fu _wun	
俘獲	'fu _wɔk	
孵化	'fu ¯fa	
呼叫	'fu ¯giu	
呼叫器	'fu ¯giu ¯hei	
呼救	'fu ¯gɐu	
呼救信號	'fu ¯gɐu ¯sœn _hou	
呼喊	'fu ¯ham	
呼氣	'fu ¯hei	
呼應	'fu ¯jɪŋ	
呼應聲	'fu ¯jɪŋ 'sɛŋ	
枯竭	'fu ¯kit	
枯涸	'fu ¯kɔk	
呼嘯	'fu ¯siu	
呼嘯而過	'fu ¯siu ˌji ¯gwɔ	
枯瘦	'fu ¯sɐu	
枯燥	'fu ¯tsou	
枯燥無味	'fu ¯tsou ˌmou _mei	
枯井	'fu ´dzɛŋ	
枯槁	'fu ´gou	
呼口號	'fu ´hɐu _hou	
敷衍	'fu ´jin	
敷衍了事	'fu ´jin ˏliu _si	
孵卵	'fu ´lœn	
枯死	'fu ´sei	
孵小雞	'fu ´siu 'gɐi	
枯水	'fu ´sœy	
枯水位	'fu ´sœy _wɐi	
枯水期	'fu ´sœy ˌkei	
枯草	'fu ´tsou	
枯萎	'fu ´wɐi	
骷髏	'fu ˌlɐu	
麩皮	'fu ˌpei	
呼朋引類	'fu ˌpɐŋ ˏjɐn _lœy	
枯黃	'fu ˌwɔŋ	
枯榮	'fu ˌwɪŋ	
夫婦	'fu ˏfu	
俘虜	'fu ˏlou	
灰飛煙滅	'fui 'fei 'jin _mit	
灰色	'fui 'sik	
灰心	'fui 'sɐm	
灰心喪氣	'fui 'sɐm ¯sɔŋ ¯hei	
魁星	'fui 'sɪŋ	
灰白	'fui _bak	
灰白色	'fui _bak 'sik	
灰燼	'fui _dzœn	
恢復	'fui _fʊk	
灰狗	'fui ´gɐu	
灰佬	'fui ´lou	奸細
灰鼠	'fui ´sy	
灰水	'fui ´sœy	石灰水
魁首	'fui ´sɐu	
詼諧	'fui ˌhai	
灰鯨	'fui ˌkɪŋ	
灰濛濛	'fui ˌmʊŋ ˌmʊŋ	
魁梧	'fui ˌŋ̩	
魁偉	'fui ˏwɐi	
髖骨	'fun 'gwɐt	髖骨
歡欣	'fun 'jɐn	
寬裕	'fun _jy	
歡樂	'fun _lɔk	
歡慶	'fun ¯hɪŋ	
寬廣	'fun ´gwɔŋ	
歡喜	'fun ´hei	喜歡，愛好，喜愛，高興，快樂
寬敞	'fun ´tsɔŋ	
歡迎	'fun ˌjɪŋ	
歡迎光臨	'fun ˌjɪŋ 'gwɔŋ ˌlɐm	
寬容	'fun ˌjʊŋ	
揮刀	'fɐi 'dou	
揮之不去	'fɐi 'dzi 'bɐt ¯hœy	
徽章	'fɐi 'dzœŋ	
揮金如土	'fɐi 'gɐm ˌjy ´tou	
揮春	'fɐi 'tsœn	春聯
揮別	'fɐi _bit	
揮淚	'fɐi _lœy	
揮發	'fɐi ¯fat	
揮霍	'fɐi ¯fɔk	
揮霍無度	'fɐi ¯fɔk ˌmou _dou	
揮劍	'fɐi ¯gim	
揮手	'fɐi ´sɐu	
揮拳	'fɐi ˌkyn	
輝煌	'fɐi ˌwɔŋ	
分崩離析	'fɐn 'bɐŋ ˌlei 'sik	
分崩離兮	'fɐn 'bɐŋ ˌlei ˌhɐi	
分支	'fɐn 'dzi	
分租	'fɐn 'dzou	
分針	'fɐn 'dzɐm	
紛爭	'fɐn 'dzɐŋ	
分贓	'fɐn 'dzɔŋ	
分分鐘	'fɐn 'fɐn 'dzʊŋ	隨時，時時刻刻
分科	'fɐn 'fɔ	
芬芳	'fɐn 'fɔŋ	
分封	'fɐn 'fʊŋ	
分機	'fɐn 'gei	
分光	'fɐn 'gwɔŋ	
分居	'fɐn 'gœy	
分工	'fɐn 'gʊŋ	
分工合作	'fɐn 'gʊŋ _hɐp ¯dzɔk	
分開	'fɐn 'hɔi	
婚姻	'fɐn 'jɐn	
分憂	'fɐn 'jɐu	
分憂解勞	'fɐn 'jɐu ´gai ˌlou	
分區	'fɐn 'kœy	
分級	'fɐn 'kɐp	
分級淬火	'fɐn 'kɐp ¯tsœy ´fɔ	
分批	'fɐn 'pɐi	
婚紗	'fɐn 'sa	
婚紗舖	'fɐn 'sa ´pou	婚紗店
分析	'fɐn 'sik	
分色	'fɐn 'sik	
分式	'fɐn 'sik	
分式方程	'fɐn 'sik 'fɔŋ ˌtsɪŋ	
分析家	'fɐn 'sik 'ga	
分色鏡	'fɐn 'sik ¯gɛŋ	
分析儀	'fɐn 'sik ˌji	
分銷	'fɐn 'siu	
分銷店	'fɐn 'siu ¯dim	
分心	'fɐn 'sɐm	
分身	'fɐn 'sɐn	
分身家	'fɐn 'sɐn 'ga	分財產，分家
分身乏術	'fɐn 'sɐn _fɐt _sœt	
婚喪喜慶	'fɐn 'sɔŋ ´hei ¯hɪŋ	
葷腥不沾	'fɐn 'sɛŋ 'bɐt 'dzim	
分清	'fɐn 'tsɪŋ	
分辨	'fɐn _bin	
分辨真假	'fɐn _bin 'dzɐn ´ga	
分辨是非	'fɐn _bin _si 'fei	
分辨善惡	'fɐn _bin _sin ¯ɔk	
分别	'fɐn _bit	
分別	'fɐn _bit	
分部	'fɐn _bou	
分道揚鑣	'fɐn _dou ˌjœŋ 'biu	
分段	'fɐn _dyn	
分集	'fɐn _dzap	
吩咐	'fɐn _fu	
分赴	'fɐn _fu	
分局	'fɐn _gʊk	
分校	'fɐn _hau	
分號	'fɐn _hou	
婚後	'fɐn _hɐu	
分頁	'fɐn _jip	
分立	'fɐn _lap	
分利	'fɐn _lei	
分列	'fɐn _lit	
分裂	'fɐn _lit	
分裂法	'fɐn _lit ¯fat	
分裂性	'fɐn _lit ¯sɪŋ	
分裂主義	'fɐn _lit ´dzy _ji	
分路	'fɐn _lou	
分類廣告	'fɐn _lœy ´gwɔŋ ¯gou	
分餾	'fɐn _lɐu	
分餾法	'fɐn _lɐu ¯fat	
分餾器	'fɐn _lɐu ¯hei	
分餾塔	'fɐn _lɐu ¯tap	
婚事	'fɐn _si	
分屬	'fɐn _sʊk	
婚外	'fɐn _ŋɔi	
婚外情	'fɐn _ŋɔi ˌtsɪŋ	
分泌	'fɐn ¯bei	
分泌物	'fɐn ¯bei _mɐt	
分泌腺	'fɐn ¯bei ¯sin	
婚變	'fɐn ¯bin	
分佈	'fɐn ¯bou	
分佈區	'fɐn ¯bou 'kœy	
