开放粤语词典（黄锡凌数字调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［黄锡凌拼音］	［国语解释］
独立思想	dʊk9 lap9 si1 sœŋ2	
独立宣言	dʊk9 lap9 syn1 jin4	
独立性	dʊk9 lap9 sɪŋ3	
独立运动	dʊk9 lap9 wɐn6 dʊŋ6	
独轮	dʊk9 lœn4	
独轮车	dʊk9 lœn4 tsɛ1	
独来独往	dʊk9 lɔi4 dʊk9 wɔŋ5	
读万卷书，行万里路	dʊk9 man6 gyn2 sy1 haŋ4 man6 lei5 lou6	
黩武	dʊk9 mou5	
独门	dʊk9 mun4	
读物	dʊk9 mɐt9	
独幕剧	dʊk9 mɔk9 kɛk9	
独木	dʊk9 mʊk9	
独木不成林	dʊk9 mʊk9 bɐt7 sɪŋ4 lɐm4	
独木舟	dʊk9 mʊk9 dzɐu1	
独木桥	dʊk9 mʊk9 kiu4	
独木船	dʊk9 mʊk9 syn4	
独市生意	dʊk9 si5 saŋ1 ji3	独家生意
独食	dʊk9 sik9	独吃，独吞
独善其身	dʊk9 sin6 kei4 sɐn1	
读书	dʊk9 sy1	
读书不求甚解	dʊk9 sy1 bɐt7 kɐu4 sɐm6 gai2	
独树一格	dʊk9 sy6 jɐt7 gak8	
独树一帜	dʊk9 sy6 jɐt7 tsi3	
独睡	dʊk9 sœy2	单人床
独身	dʊk9 sɐn1	
独身主义	dʊk9 sɐn1 dzy2 ji6	
独身生活	dʊk9 sɐn1 sɐŋ1 wut9	
独生	dʊk9 sɐŋ1	
独生子	dʊk9 sɐŋ1 dzi2	
独生女	dʊk9 sɐŋ1 nœy5	
读写	dʊk9 sɛ2	
读写能力	dʊk9 sɛ2 nɐŋ4 lik9	
毒蛇	dʊk9 sɛ4	
独处	dʊk9 tsy5	
独唱	dʊk9 tsœŋ3	
独唱曲	dʊk9 tsœŋ3 kʊk7	
独裁	dʊk9 tsɔi4	
独裁者	dʊk9 tsɔi4 dzɛ2	
独裁政权	dʊk9 tsɔi4 dzɪŋ3 kyn4	
独创	dʊk9 tsɔŋ3	
独往独来	dʊk9 wɔŋ5 dʊk9 lɔi4	
独眼	dʊk9 ŋan5	
独眼龙	dʊk9 ŋan5 lʊŋ4	
冬	dʊŋ1	冬至
东便	dʊŋ1 bin6	东边
东部	dʊŋ1 bou6	
东半球	dʊŋ1 bun3 kɐu4	
东北	dʊŋ1 bɐk7	
东北部	dʊŋ1 bɐk7 bou6	
东北方	dʊŋ1 bɐk7 fɔŋ1	
东北风	dʊŋ1 bɐk7 fʊŋ1	
东北面	dʊŋ1 bɐk7 min6	
冬大过年	dʊŋ1 dai6 gwɔ3 nin4	过冬至节比过年还重要
东倒西歪	dʊŋ1 dou2 sɐi1 wai1	
东道	dʊŋ1 dou6	
东道主	dʊŋ1 dou6 dzy2	
冬至	dʊŋ1 dzi3	
东至	dʊŋ1 dzi3	
东张西望	dʊŋ1 dzœŋ1 sɐi1 mɔŋ6	
东侧	dʊŋ1 dzɐk7	
东周	dʊŋ1 dzɐu1	
东征西讨	dʊŋ1 dzɪŋ1 sɐi1 tou2	
东正教	dʊŋ1 dzɪŋ3 gau3	
东方	dʊŋ1 fɔŋ1	
东方国家	dʊŋ1 fɔŋ1 gwɔk8 ga1	
东方红	dʊŋ1 fɔŋ1 hʊŋ4	
东方人	dʊŋ1 fɔŋ1 jɐn4	
东方文化	dʊŋ1 fɔŋ1 mɐn4 fa3	
冬风	dʊŋ1 fʊŋ1	
东风	dʊŋ1 fʊŋ1	
冬菇	dʊŋ1 gu1	香菇
冬瓜	dʊŋ1 gwa1	
冬瓜豆腐	dʊŋ1 gwa1 dɐu6 fu6	三长两短，不测
冬瓜汤	dʊŋ1 gwa1 tɔŋ1	
冬季	dʊŋ1 gwɐi3	
东经	dʊŋ1 gɪŋ1	
东拉西扯	dʊŋ1 lai1 sɐi1 tsɛ2	
冬令	dʊŋ1 lɪŋ6	
冬眠	dʊŋ1 min4	
东面	dʊŋ1 min6	
东南	dʊŋ1 nam4	
东南部	dʊŋ1 nam4 bou6	
东南方	dʊŋ1 nam4 fɔŋ1	
东南风	dʊŋ1 nam4 fʊŋ1	
东南面	dʊŋ1 nam4 min6	
东南西北	dʊŋ1 nam4 sɐi1 bɐk7	
东山再起	dʊŋ1 san1 dzɔi3 hei2	
东施效颦	dʊŋ1 si1 hau6 pɐn4	
东西	dʊŋ1 sɐi1	
东西南北	dʊŋ1 sɐi1 nam4 bɐk7	
冬天	dʊŋ1 tin1	
东窗事发	dʊŋ1 tsœŋ1 si6 fat8	
冬青	dʊŋ1 tsɪŋ1	
冬青树	dʊŋ1 tsɪŋ1 sy6	
冬虫夏草	dʊŋ1 tsʊŋ4 ha6 tsou2	
东岸	dʊŋ1 ŋɔn6	
懂得	dʊŋ2 dɐk7	
懂事	dʊŋ2 si6	
董事	dʊŋ2 si6	
董事长	dʊŋ2 si6 dzœŋ2	
冻	dʊŋ3	冷
冻冰冰	dʊŋ3 bɪŋ1 bɪŋ1	冷冰冰
冻到死	dʊŋ3 dou3 sei2	冷死了，冷得要命
冻到揗揗震	dʊŋ3 dou3 tɐn4 tɐn4 dzɐn3	冷得直打哆嗦
冻啡	dʊŋ3 fɛ1	冷咖啡
冻结	dʊŋ3 git8	
冻滚水	dʊŋ3 gwɐn2 sœy2	凉开水
栋宇	dʊŋ3 jy5	
冻鸳鸯	dʊŋ3 jyn1 jœŋ1	冷咖啡茶，冷咖啡加奶茶
栋梁	dʊŋ3 lœŋ4	
冻柠茶	dʊŋ3 nɪŋ4 tsa4	冷柠檬茶
冻水	dʊŋ3 sœy2	冷水，冰水，凉水，凉白开
冻水散瘀	dʊŋ3 sœy2 san3 jy2	冷水消肿
冻亲	dʊŋ3 tsɐn1	着凉
戙	dʊŋ6	摞
戙	dʊŋ6	竖，立
动兵	dʊŋ6 bɪŋ1	
动刀	dʊŋ6 dou1	
动刀动枪	dʊŋ6 dou1 dʊŋ6 tsœŋ1	
动植物	dʊŋ6 dzik9 mɐt9	
动辄	dʊŋ6 dzip8	
动辄得咎	dʊŋ6 dzip8 dɐk7 gɐu3	
动作	dʊŋ6 dzɔk8	
动静	dʊŋ6 dzɪŋ6	
动作片	dʊŋ6 dzʊk8 pin2	
侗族	dʊŋ6 dzʊk9	
动荡	dʊŋ6 dɔŋ6	
动荡不安	dʊŋ6 dɔŋ6 bɐt7 ɔn1	
戙笃	dʊŋ6 dʊk7	站着
戙笃企	dʊŋ6 dʊk7 kei5	垂直竖立着
戙笃笑	dʊŋ6 dʊk7 siu3	单口相声
戙笃笑骚	dʊŋ6 dʊk7 siu3 sou1	单口相声表演
动火	dʊŋ6 fɔ2	
动机	dʊŋ6 gei1	
动感	dʊŋ6 gɐm2	
动工	dʊŋ6 gʊŋ1	
恫吓	dʊŋ6 hak8	
戙起只脚	dʊŋ6 hei2 dzɛk8 gœk8	支起腿
动气	dʊŋ6 hei3	
动向	dʊŋ6 hœŋ3	
动口	dʊŋ6 hɐu2	
动议	dʊŋ6 ji5	
动摇	dʊŋ6 jiu4	
动员令	dʊŋ6 jyn4 lɪŋ6	
洞穴	dʊŋ6 jyt9	
动人	dʊŋ6 jɐn4	
动人心弦	dʊŋ6 jɐn4 sɐm1 jin4	
动容	dʊŋ6 jʊŋ4	
动用	dʊŋ6 jʊŋ6	
戙企	dʊŋ6 kei5	垂直竖立着
戙起床版	dʊŋ6 kei5	开夜车
动力	dʊŋ6 lik9	
动力机	dʊŋ6 lik9 gei1	
动力学	dʊŋ6 lik9 hɔk9	
动乱	dʊŋ6 lyn6	
动量	dʊŋ6 lœŋ6	
动武	dʊŋ6 mou5	
动脉硬化	dʊŋ6 mɐk9 ŋaŋ6 fa3	
动物	dʊŋ6 mɐt9	
动物界	dʊŋ6 mɐt9 gai3	
动物学	dʊŋ6 mɐt9 hɔk9	
动物学家	dʊŋ6 mɐt9 hɔk9 ga1	
动物园	dʊŋ6 mɐt9 jyn4	
动物油	dʊŋ6 mɐt9 jɐu4	
动名词	dʊŋ6 mɪŋ4 tsi4	
动脑	dʊŋ6 nou5	
动脑筋	dʊŋ6 nou5 gɐn1	
动怒	dʊŋ6 nou6	
动心	dʊŋ6 sɐm1	
动手	dʊŋ6 sɐu2	
动手动脚	dʊŋ6 sɐu2 dʊŋ6 gœk8	
动手脚	dʊŋ6 sɐu2 gœk8	
动手术	dʊŋ6 sɐu2 sœt9	
动态	dʊŋ6 tai3	
动态平衡	dʊŋ6 tai3 pɪŋ4 hɐŋ4	
动土	dʊŋ6 tou2	
动词	dʊŋ6 tsi4	
动词变化	dʊŋ6 tsi4 bin3 fa3	
动粗	dʊŋ6 tsou1	
动粗	dʊŋ6 tsou1	动武
动枪	dʊŋ6 tsœŋ1	
动情	dʊŋ6 tsɪŋ4	
胴体	dʊŋ6 tɐi2	
动画	dʊŋ6 wa2	
动画片	dʊŋ6 wa2 pin2	
AA制	ei1 ei1 dzɐi3	各付各的
花苞	fa1 bau1	
花圃	fa1 bou2	
花招	fa1 dziu1	
花樽	fa1 dzœn1	花瓶
花朵	fa1 dɔ2	
花花世界	fa1 fa1 sɐi3 gai3	
花瓣	fa1 fan6	
花弗	fa1 fit7	夸耀，花俏
花款	fa1 fun2	花样，款式，式样，花色
花费不赀	fa1 fɐi3 bɐt7 dzi1	
花街	fa1 gai1	花市
花圈	fa1 hyn1	
花腔	fa1 hɔŋ1	
花红	fa1 hʊŋ4	红利，利润，利息，奖金
花园	fa1 jyn2	
花蕊	fa1 jœy5	
花哩花碌	fa1 li1 fa1 lʊk7	花里胡哨，花斑斑
花哩碌	fa1 li1 lʊk7	花里胡哨，色彩斑驳，花花绿绿，五颜六色
花哩胡碌	fa1 li1 wu4 lʊk7	花里胡哨
花蕾	fa1 lœy5	
花冧	fa1 lɐm1	花蕾
花名	fa1 mɛŋ2	外号，绰号
花瓶	fa1 pɪŋ4	
花洒	fa1 sa2	喷头，莲蓬头
花哨	fa1 sau3	
花士令	fa1 si6 lɪŋ2	凡士林
花絮	fa1 sœy5	
花臣	fa1 sɐn2	式样，花样，时髦
花生肉	fa1 sɐŋ1 jʊk9	花生米
花城	fa1 sɪŋ4	广州别称
花卉	fa1 wɐi2	
花王	fa1 wɔŋ4	园丁，花匠
化敌为友	fa3 dik9 wɐi4 jɐu5	
化装	fa3 dzɔŋ1	
化妆	fa3 dzɔŋ1	
化妆品	fa3 dzɔŋ1 bɐn2	
化装舞会	fa3 dzɔŋ1 mou5 wui6	
化妆箱	fa3 dzɔŋ1 sœŋ1	
化妆室	fa3 dzɔŋ1 sɐt7	
化妆台	fa3 dzɔŋ1 tɔi4	
化繁为简	fa3 fan4 wɐi4 gan2	
化肥	fa3 fei4	
化肥厂	fa3 fei4 tsɔŋ2	
化腐朽为神奇	fa3 fu6 nɐu2 wɐi4 sɐn4 kei4	
化解	fa3 gai2	
化干戈为玉帛	fa3 gɔn1 gwɔ1 wɐi4 jʊk9 bak9	
化工	fa3 gʊŋ1	
化工厂	fa3 gʊŋ1 tsɔŋ2	
化险为夷	fa3 him2 wɐi4 ji4	
化合物	fa3 hɐp9 mɐt9	
化学	fa3 hɔk9	
化学变化	fa3 hɔk9 bin3 fa3	
化学品	fa3 hɔk9 bɐn2	
化学作用	fa3 hɔk9 dzɔk8 jʊŋ6	
化学反应	fa3 hɔk9 fan2 jɪŋ3	
化学肥料	fa3 hɔk9 fei4 liu6	
化学家	fa3 hɔk9 ga1	
化学工厂	fa3 hɔk9 gʊŋ1 tsɔŋ2	
化学元素	fa3 hɔk9 jyn4 sou3	
化学武器	fa3 hɔk9 mou5 hei3	
化学平衡	fa3 hɔk9 pɪŋ4 hɐŋ4	
化学纤维	fa3 hɔk9 tsim1 wɐi4	
化验	fa3 jim6	
化验品	fa3 jim6 bɐn2	
化验室	fa3 jim6 sɐt7	
化武	fa3 mou5	
化名	fa3 mɪŋ4	
化浓妆	fa3 nʊŋ4 dzɔŋ1	
化算	fa3 syn3	划算，合算
化身	fa3 sɐn1	
化石	fa3 sɛk9	
化鸱为凤	fa3 tsi1 wɐi4 fʊŋ6	
化纤	fa3 tsim1	
化纤厂	fa3 tsim1 tsɔŋ2	
化为	fa3 wɐi4	
化为泡影	fa3 wɐi4 pou5 jɪŋ2	
化为乌有	fa3 wɐi4 wu1 jɐu5	
化外	fa3 ŋɔi6	
化外之民	fa3 ŋɔi6 dzi1 mɐn4	
快啲行喇	fai3 di1 haŋ4 la3	快点走吧
快啲啦！	fai3 di1 la1	快点吧！
快啲	fai3 dit7	快一点
筷子	fai3 dzi2	
快捷	fai3 dzit9	
快递	fai3 dɐi6	
快快脆脆	fai3 fai3 tsœy3 tsœy3	快快，赶忙
快感	fai3 gɐm2	
快劳	fai3 lou2	文档，文件，档案
傀儡	fai3 lœy5	
傀儡政府	fai3 lœy5 dzɪŋ3 fu2	
傀儡政权	fai3 lœy5 dzɪŋ3 kyn4	
傀儡戏	fai3 lœy5 hei3	
快乐	fai3 lɔk9	
块面红红哋	fai3 min6 hʊŋ4 hʊŋ4 dei2	脸红红的
快手	fai3 sɐu2	迅速
快手啲	fai3 sɐu2 di1	动作快点
快脆	fai3 tsœy3	快，快当，利索
快速	fai3 tsʊk7	
快艇	fai3 tɛŋ5	
翻	fan1	回，返
番鸭	fan1 ap8	旱鸭
翻版	fan1 ban2	盗版
番邦	fan1 bɔŋ1	
番地	fan1 dei6	
翻转头	fan1 dzyn2 tɐu4	回头，掉头，往回
番族	fan1 dzʊk9	
翻风	fan1 fʊŋ1	刮风，起风
番枧	fan1 gan2	肥皂
番枧泡	fan1 gan2 pou5	肥皂泡
番瓜	fan1 gwa1	南瓜
番鬼	fan1 gwɐi2	西洋的，西洋人
番鬼	fan1 gwɐi2	蛮不讲理，凶狠恶毒，刁蛮
番鬼仔	fan1 gwɐi2 dzɐi2	西洋小孩，外国男孩，外国小孩
番鬼佬	fan1 gwɐi2 lou2	西洋人，洋鬼子，外国人，老外
番鬼佬凉茶	fan1 gwɐi2 lou2 lœŋ4 tsa4	啤酒
番鬼妹	fan1 gwɐi2 mui1	外国少女，外国姑娘，外国女孩
番鬼婆	fan1 gwɐi2 pɔ2	外国妇女，老外
番国	fan1 gwɔk8	
翻工	fan1 gʊŋ1	上班
翻供	fan1 gʊŋ1	
翻公司	fan1 gʊŋ1 si1	回公司
反客为主	fan1 hak8 wɐi4 dzy2	
翻去	fan1 hœy3	回去
翻乡下	fan1 hœŋ1 ha6	回乡下
翻学	fan1 hɔk9	上学
翻译	fan1 jik9	
翻译者	fan1 jik9 dzɛ2	
翻译家	fan1 jik9 ga1	
番人	fan1 jɐn4	
翻企	fan1 kei2	回家
番茄酱	fan1 kɛ4 dzœŋ3	
翻嚟	fan1 lei4	回来
翻面	fan1 min6	翻脸
翻唔切	fan1 m̩4 tsit8	赶不回来，赶不回去
翻晒面	fan1 sai3 min6	翻脸
翻生	fan1 saŋ1	复活
番薯	fan1 sy2	地瓜，白薯，红薯，甘薯，蕃薯
番薯糖	fan1 sy4 tɔŋ2	糖水白薯
番石榴	fan1 sɛk9 lɐu4	石榴
番石榴	fan1 sɛk9 lɐu4	
翻抄	fan1 tsau1	再制，再生
翻草	fan1 tsou2	反刍
翻头嫁	fan1 tɐu4 ga3	再嫁
番话	fan1 wa2	
番话	fan1 wa2	外语
翻屋企	fan1 ŋʊk7 kei2	回家
犯	fan2	犯人
反	fan2	开玩笑，闹，玩儿
反败为胜	fan2 bai6 wɐi4 sɪŋ3	
反比	fan2 bei2	
反哺	fan2 bou6	
反叛	fan2 bun6	
反驳	fan2 bɔk8	
反弹	fan2 dan6	
反弹力	fan2 dan6 lik9	
反倒	fan2 dou3	
反之	fan2 dzi1	
反之亦然	fan2 dzi1 jik9 jin4	
反战	fan2 dzin3	
反战分子	fan2 dzin3 fɐn6 dzi2	
反制	fan2 dzɐi3	
反正	fan2 dzɪŋ3	
反对	fan2 dœy3	
反对者	fan2 dœy3 dzɛ2	
反对党	fan2 dœy3 dɔŋ2	
反斗	fan2 dɐu2	顽皮，淘气
反动	fan2 dʊŋ6	
反动分子	fan2 dʊŋ6 fɐn6 dzi2	
反动派	fan2 dʊŋ6 pai3	
反复	fan2 fʊk7	
反击	fan2 gik7	
反馈	fan2 gwɐi6	
反骨	fan2 gwɐt7	反叛，背叛，无情义，吃里扒外
反骨仔	fan2 gwɐt7 dzɐi2	叛徒，白眼狼，忘恩负义的人，吃里扒外的货
反骨无情	fan2 gwɐt7 mou4 tsɪŋ4	忘恩负义
反光	fan2 gwɔŋ1	
反光镜	fan2 gwɔŋ1 gɛŋ3	
反感	fan2 gɐm2	
反攻	fan2 gʊŋ1	
反攻为守	fan2 gʊŋ1 wɐi4 sɐu2	
反向	fan2 hœŋ3	
反核	fan2 hɐt9	
反而	fan2 ji4	
反映	fan2 jɪŋ2	
反应	fan2 jɪŋ3	
反应过渡	fan2 jɪŋ3 gwɔ3 dou6	
反其道而行之	fan2 kei4 dou6 ji4 hɐŋ4 dzi1	
反抗	fan2 kɔŋ3	
反抗军	fan2 kɔŋ3 gwɐn1	
反面	fan2 min2	翻脸
反面唔认人	fan2 min2 m̩4 jɪŋ6 jɐn4	翻脸不认人
反问	fan2 mɐn6	
反扑	fan2 pɔk8	
返璞归真	fan2 pɔk8 gwɐi1 dzɐn1	
反时钟方向	fan2 si4 dzʊŋ1 fɔŋ1 hœŋ3	
反常	fan2 sœŋ4	
反修	fan2 sɐu1	
反守为攻	fan2 sɐu2 wɐi4 gʊŋ1	
反射	fan2 sɛ6	
反射光	fan2 sɛ6 gwɔŋ1	
反坦克	fan2 tan2 hɐk7	
反差	fan2 tsa1	
反切	fan2 tsit8	
反串	fan2 tsyn3	
反刍动物	fan2 tsɔ1 dʊŋ6 mɐt9	
反胃	fan2 wɐi6	
反咬	fan2 ŋau5	
反咬一口	fan2 ŋau5 jɐt7 hɐu2	
贩卖部	fan3 bou6	
贩毒	fan3 dʊk9	
贩夫走卒	fan3 fu1 dzɐu2 dzœt7	
贩卖	fan3 mai6	
贩卖机	fan3 mai6 gei1	
贩卖人口	fan3 mai6 jɐn4 hɐu2	
贩售	fan3 sɐu6	
贩运	fan3 wɐn6	
烦到死	fan4 dou3 sei2	烦死了，真叫人心烦
繁杂	fan4 dzap9	
繁殖	fan4 dzik9	
繁殖力	fan4 dzik9 lik9	
繁多	fan4 dɔ1	
繁花似锦	fan4 fa1 tsi5 gɐm2	
凡夫俗子	fan4 fu1 dzʊk9 dzi2	
凡夫俗子	fan4 fu1 dzʊk9 dzi2	
繁分数	fan4 fɐn1 sou3	
凡系	fan4 hɐi6	凡是
繁衍	fan4 jin2	
凡人	fan4 jɐn4	
繁育	fan4 jʊk9	
樊篱	fan4 lei4	
藩篱	fan4 lei4	
繁乱	fan4 lyn6	
凡例	fan4 lɐi6	
繁文	fan4 mɐn4	
繁文缛节	fan4 mɐn4 jʊk9 dzit8	
繁密	fan4 mɐt9	
繁茂	fan4 mɐu6	
繁忙	fan4 mɔŋ4	
繁难	fan4 nan4	
烦恼	fan4 nou5	
繁碎	fan4 sœy3	
繁琐	fan4 sɔ2	
繁星	fan4 sɪŋ1	
繁星点点	fan4 sɪŋ1 dim2 dim2	
繁盛	fan4 sɪŋ6	
藩属	fan4 sʊk9	
繁体字	fan4 tɐi2 dzi6	
繁华	fan4 wa4	
繁荣	fan4 wɪŋ4	
繁荣昌盛	fan4 wɪŋ4 tsœŋ1 sɪŋ6	
饭煲	fan6 bou1	饭锅，煮饭的锅
范本	fan6 bun2	
饭钵	fan6 but8	
饭店	fan6 dim3	
饭焦	fan6 dziu1	锅巴
犯罪	fan6 dzœy6	
犯众憎	fan6 dzʊŋ3 dzɐŋ1	犯众怒，引起公愤，人人憎恨，令众人憎恶，讨人厌
饭袋	fan6 dɔi6	
饭馆	fan6 gun2	
饭脚	fan6 gœk8	剩饭底子，碗底子
饭盖	fan6 gɔi3	锅盖，饭锅的盖
饭局	fan6 gʊk9	
饭盒	fan6 hɐp9	盒饭，便当
饭壳	fan6 hɔk8	盛饭的勺子
犯人	fan6 jɐn4	
饭量	fan6 lœŋ6	
范例	fan6 lɐi6	
范例	fan6 lɐi6	
范文	fan6 mɐn4	
饭粒	fan6 nɐp7	
饭票	fan6 piu3	
范式	fan6 sik7	
饭餸	fan6 sʊŋ3	饭菜
饭铲	fan6 tsan2	锅铲
饭铲头	fan6 tsan2 tɐu4	眼睛蛇
饭匙	fan6 tsi4	
范畴	fan6 tsɐu4	
范畴	fan6 tsɐu4	
犯错	fan6 tsɔ3	
饭菜	fan6 tsɔi3	
饭团	fan6 tyn4	
饭枱	fan6 tɔi2	餐桌
饭汤	fan6 tɔŋ1	米汤
饭堂	fan6 tɔŋ4	食堂
饭厅	fan6 tɛŋ1	食堂
饭桶	fan6 tʊŋ2	
饭碗	fan6 wun2	
范围	fan6 wɐi4	
饭锅	fan6 wɔ1	
法包	fat8 bau1	法国面包，法式长棍面包
发表	fat8 biu2	
发表伟论	fat8 biu2 wɐi5 lœn6	
发带	fat8 dai3	
发达	fat8 dat9	发财，暴发
发达	fat8 dat9	
发癫	fat8 din1	发疯
发电	fat8 din6	
发电机	fat8 din6 gei1	
发电场	fat8 din6 tsœŋ4	
发展	fat8 dzin2	
发展中	fat8 dzin2 dzʊŋ1	
发怵	fat8 dzœt7	
发针	fat8 dzɐm1	
发酒癫	fat8 dzɐu2 din1	发酒疯
发咗一个梦	fat8 dzɔ2 jɐt7 gɔ3 mʊŋ6	做了一个梦
发怔	fat8 dzɪŋ1	
发动	fat8 dʊŋ6	
发花癫	fat8 fa1 din1	发疯
发风	fat8 fʊŋ1	痲疯病，发麻风病
发疯	fat8 fʊŋ1	
发夹	fat8 gap2	头发夹子
发夹	fat8 gap8	
发酵	fat8 gau3	
发高烧	fat8 gou1 siu1	
法官	fat8 gun1	
法国鬼	fat8 gwɔk8 gwɐi2	法国人
发脚	fat8 gœk8	发边，发际
发鸡盲	fat8 gɐi1 maŋ4	患夜盲症
发髻	fat8 gɐi3	
发根	fat8 gɐn1	
发吓姣气	fat8 ha5 hau4 hei3	抖抖威风
发姣	fat8 hau4	卖俏，发情，发浪
发起	fat8 hei2	
发开口梦	fat8 hɔi1 hɐu2 mʊŋ6	说梦话
发焮	fat8 hɪŋ3	发怒
发焮	fat8 hɪŋ3	发烧
发炎	fat8 jim4	
发言人	fat8 jin4 jɐn4	
发现	fat8 jin6	
发热	fat8 jit9	
法裔	fat8 jœy6	
发羊吊	fat8 jœŋ4 diu3	癫痫，发羊痫风
发音	fat8 jɐm1	
发油	fat8 jɐu4	
发型	fat8 jɪŋ4	
发困	fat8 kwɐn3	
发烂渣	fat8 lan6 dza1	耍无赖
发烂渣	fat8 lan6 dza2	撒野，发脾气，无理取闹
发蜡	fat8 lap9	
发冷	fat8 laŋ5	打摆子，发疟子
发牢骚	fat8 lou4 sou1	
法律	fat8 lœt9	
发啷厉	fat8 lɔŋ1 lɐi2	大发雷霆
发廊	fat8 lɔŋ4	
珐琅	fat8 lɔŋ4	
珐琅质	fat8 lɔŋ4 dzɐt7	
发尾	fat8 mei5	发梢，发尖
发毛	fat8 mou1	长霉，发霉
发网	fat8 mɔŋ5	
发明	fat8 mɪŋ4	
发木独	fat8 mʊk9 dʊk9	发愣，发呆
发梦	fat8 mʊŋ6	做梦
发梦都未见过	fat8 mʊŋ6 dou1 mei6 gin3 gwɔ3	做梦也没有见过
发怒	fat8 nou6	
发嬲	fat8 nɐu1	生气
发票	fat8 piu3	
发泡胶	fat8 pou5 gau1	泡沫塑料，发泡塑料
发泡胶盒	fat8 pou5 gau1 hɐp2	发泡塑料盒儿
发痧	fat8 sa1	
发丝	fat8 si1	
发市	fat8 si5	开市；买卖兴隆
发泄	fat8 sit8	
发烧	fat8 siu1	
发烧友	fat8 siu1 jɐu2	狂热者，迷恋者
发誓	fat8 sɐi6	
发神经	fat8 sɐn4 gɪŋ1	神经病，疯了，发疯
发生	fat8 sɐŋ1	
发射	fat8 sɛ6	
发送	fat8 sʊŋ3	
发矢	fat8 tsi2	
发祥地	fat8 tsœŋ4 dei6	
发菜	fat8 tsɔi3	
法庭	fat8 tɪŋ4	
发瘟	fat8 wɐn1	发疯，疯了
发瘟鸡	fat8 wɐn1 gɐi1	傻子，疯子，神经病
发晕	fat8 wɐn4	
发芽	fat8 ŋa4	
发喑话	fat8 ŋɐm6 wa6	说梦话，说昏话
发噏风	fat8 ŋɐp7 fʊŋ1	胡说八道，胡言乱语
发吽哣	fat8 ŋɐu6 dɐu6	发愣，发呆
飞	fei1	票
飞边	fei1 bin1	切去面包皮的三明治
飞镖	fei1 biu1	
飞奔	fei1 bɐn1	
飞弹	fei1 dan6	
飞弹潜艇	fei1 dan6 tsim4 tɪŋ5	
飞弹头	fei1 dan6 tɐu4	
飞碟	fei1 dip9	飞盘
飞刀	fei1 dou1	
飞仔	fei1 dzɐi2	阿飞
飞走	fei1 dzɐu2	
飞咗	fei1 dzɔ2	吹了，分手
非正式	fei1 dzɪŋ3 sik7	
飞发	fei1 fat8	剪头发，理发
飞发佬	fei1 fat8 lou2	理发师
飞发铺	fei1 fat8 pou2	理发店
飞机	fei1 gei1	
飞机仔	fei1 gei1 dzɐi2	小飞机
飞机票	fei1 gei1 piu3	
飞机师	fei1 gei1 si1	飞行员
飞机恤	fei1 gei1 sœt7	夹克，短外套
飞机场	fei1 gei1 tsœŋ4	
飞过	fei1 gwɔ3	
飞起	fei1 hei2	
飞起	fei1 hei2	非常，厉害，要命
飞行	fei1 hɐŋ4	
飞行员	fei1 hɐŋ4 jyn4	
飞航	fei1 hɔŋ4	
飞红	fei1 hʊŋ4	
绯红	fei1 hʊŋ4	
飞翼	fei1 jik9	白色有翅母蚁
飞翼船	fei1 jik9 syn4	气垫船，水上飞行船
飞檐	fei1 jim4	
飞檐走壁	fei1 jim4 dzɐu2 bik7	
飞鱼	fei1 jy4	
鲱鱼	fei1 jy4	
飞越	fei1 jyt9	
飞跃	fei1 jœk9	
非裔	fei1 jœy6	
飞扬	fei1 jœŋ4	
飞禽	fei1 kɐm4	
飞禽走兽	fei1 kɐm4 dzɐu2 sɐu3	
菲律宾语	fei1 lœt9 bɐn1 jy5	
菲律宾人	fei1 lœt9 bɐn1 jɐn4	
非礼	fei1 lɐi5	耍流氓，调戏，猥亵
非礼罪	fei1 lɐi5 dzœy6	猥亵侵犯
菲林	fei1 lɐm4	软片，胶卷
飞尾	fei1 mei5	票根
飞毛腿	fei1 mou4 tœy2	
飞舞	fei1 mou5	
绯闻	fei1 mɐn4	
飞吻	fei1 mɐn5	
飞鸟	fei1 niu5	
飞跑	fei1 pau2	
妃嫔	fei1 pɐn4	
飞士	fei1 si2	面子
非士	fei1 si2	面子
飞数	fei1 sou4	面部美容
飞鼠	fei1 sy2	蝙蝠
飞雪	fei1 syt8	
飞水	fei1 sœy2	涮，汆
非常	fei1 sœŋ4	
非常之	fei1 sœŋ4 dzi1	非常
非常之重要	fei1 sœŋ4 dzi1 dzʊŋ6 jiu3	非常重要
飞逝	fei1 sɐi6	
飞石	fei1 sɛk9	
飞贼	fei1 tsak9	
飞矢	fei1 tsi2	
飞驰	fei1 tsi4	
飞出	fei1 tsœt7	
飞翔	fei1 tsœŋ4	
飞尘	fei1 tsɐn4	
飞车	fei1 tsɛ1	
飞车党	fei1 tsɛ1 dɔŋ2	
飞速	fei1 tsʊk7	
飞虫	fei1 tsʊŋ4	
飞腾	fei1 tɐŋ4	
飞艇	fei1 tɪŋ5	
飞黄腾达	fei1 wɔŋ4 tɐŋ4 dat9	
飞雁	fei1 ŋaŋ6	
